,标识符,机型,始发地,出发,到达
0,UPS58,B748,Daniel K Inouye Intl (PHNL),Wed 09:16AM HST,Thu 02:14PM HKT
1,SIA7952,B744,Singapore Changi (SIN / WSSS),Thu 10:58AM +08,Thu 02:07PM HKT
2,WGN7342,B744,Incheon Int'l (ICN / RKSI),Thu 11:32AM KST,Thu 01:55PM HKT
3,BOX594,B77L,Narita Int'l (NRT / RJAA),Thu 10:15AM JST,Thu 01:50PM HKT
4,MAS6118,A332,Kota Kinabalu Int'l (BKI / WBKK),Thu 11:08AM +08,Thu 01:39PM HKT
5,AAL9705,B77W,Narita Int'l (NRT / RJAA),Thu 09:04AM JST,Thu 01:03PM HKT
6,CPA906,A359,Manila Int'l (MNL / RPLL),Thu 11:18AM PST,Thu 12:56PM HKT
7,PAC947,B748,Anchorage Intl (PANC),Wed 09:49AM AKST,Thu 12:52PM HKT
8,AAL9705,B77W,Narita Int'l (NRT / RJAA),Thu 09:04AM JST,Thu 01:03PM HKT
9,CPA906,A359,Manila Int'l (MNL / RPLL),Thu 11:18AM PST,Thu 12:56PM HKT
10,PAC947,B748,Anchorage Intl (PANC),Wed 09:49AM AKST,Thu 12:52PM HKT
11,CAL909,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Thu 10:46AM CST,Thu 12:12PM HKT
12,CPA18,B744,Bandaranaike Int'l (CMB / VCBI),Thu 04:21AM +0530,Thu 11:37AM HKT
13,THA600,A359,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Thu 08:24AM +07,Thu 11:26AM HKT
14,CLX8703,B744,Kuala Lumpur Int'l (KUL / WMKK),Thu 08:03AM +08,Thu 11:20AM HKT
15,CPA3255,B748,Shanghai Pudong Int'l (PVG / ZSPD),Thu 09:09AM CST,Thu 11:17AM HKT
16,SIA890,A359,Singapore Changi (SIN / WSSS),Thu 07:39AM +08,Thu 10:52AM HKT
17,CPA18,B744,Bandaranaike Int'l (CMB / VCBI),Thu 04:21AM +0530,Thu 11:37AM HKT
18,THA600,A359,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Thu 08:24AM +07,Thu 11:26AM HKT
19,CLX8703,B744,Kuala Lumpur Int'l (KUL / WMKK),Thu 08:03AM +08,Thu 11:20AM HKT
20,CPA3255,B748,Shanghai Pudong Int'l (PVG / ZSPD),Thu 09:09AM CST,Thu 11:17AM HKT
21,SIA890,A359,Singapore Changi (SIN / WSSS),Thu 07:39AM +08,Thu 10:52AM HKT
22,AHK3356,A306,Manila Int'l (MNL / RPLL),Thu 08:25AM PST,Thu 10:04AM HKT
23,ATN2104,B763,Darwin Int'l / RAAF (DRW / YPDN),Thu 06:06AM ACST,Thu 09:49AM HKT
24,CAL903,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Thu 08:10AM CST,Thu 09:36AM HKT
25,CPA726,A359,Tan Son Nhat Int'l (SGN / VVTS),Thu 06:14AM +07,Thu 09:10AM HKT
26,SIA890,A359,Singapore Changi (SIN / WSSS),Thu 07:39AM +08,Thu 10:52AM HKT
27,AHK3356,A306,Manila Int'l (MNL / RPLL),Thu 08:25AM PST,Thu 10:04AM HKT
28,ATN2104,B763,Darwin Int'l / RAAF (DRW / YPDN),Thu 06:06AM ACST,Thu 09:49AM HKT
29,CAL903,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Thu 08:10AM CST,Thu 09:36AM HKT
30,CPA726,A359,Tan Son Nhat Int'l (SGN / VVTS),Thu 06:14AM +07,Thu 09:10AM HKT
31,CPA632,B77W,Chennai Int'l (MAA / VOMM),Thu 01:36AM IST,Thu 08:48AM HKT
32,FIN101,A359,Helsinki-Vantaa (HEL / EFHK),Wed 05:37PM EET,Thu 08:29AM HKT
33,CPA85,B744,Anchorage Intl (PANC),Wed 05:12AM AKST,Thu 08:12AM HKT
34,UAL2852,B77W,Guam Intl (PGUM),Thu 05:49AM ChST,Thu 07:51AM HKT
35,CPA632,B77W,Chennai Int'l (MAA / VOMM),Thu 01:36AM IST,Thu 08:48AM HKT
36,FIN101,A359,Helsinki-Vantaa (HEL / EFHK),Wed 05:37PM EET,Thu 08:29AM HKT
37,CPA85,B744,Anchorage Intl (PANC),Wed 05:12AM AKST,Thu 08:12AM HKT
38,UAL2852,B77W,Guam Intl (PGUM),Thu 05:49AM ChST,Thu 07:51AM HKT
39,CEB272,A330,Manila Int'l (MNL / RPLL),Thu 06:03AM PST,Thu 07:42AM HKT
40,QTR8930,B772,Kansai Int'l (KIX / RJBB),Thu 04:41AM JST,Thu 07:38AM HKT
41,CPA2061,B748,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 05:28AM CST,Thu 07:19AM HKT
42,CKS872,B744,Anchorage Intl (PANC),Wed 03:53AM AKST,Thu 07:08AM HKT
43,CPA170,A35K,Perth Int'l (PER / YPPH),Thu 12:00AM AWST,Thu 06:54AM HKT
44,CPA270,A35K,Amsterdam Schiphol (AMS / EHAM),Wed 01:34PM CET,Thu 06:45AM HKT
45,CEB272,A330,Manila Int'l (MNL / RPLL),Thu 06:03AM PST,Thu 07:42AM HKT
46,QTR8930,B772,Kansai Int'l (KIX / RJBB),Thu 04:41AM JST,Thu 07:38AM HKT
47,CPA2061,B748,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 05:28AM CST,Thu 07:19AM HKT
48,CKS872,B744,Anchorage Intl (PANC),Wed 03:53AM AKST,Thu 07:08AM HKT
49,CPA170,A35K,Perth Int'l (PER / YPPH),Thu 12:00AM AWST,Thu 06:54AM HKT
50,CPA270,A35K,Amsterdam Schiphol (AMS / EHAM),Wed 01:34PM CET,Thu 06:45AM HKT
51,CPA42,B744,Netaji Subhash Chandra Bose Int'l (CCU / VECC),Thu 12:58AM IST,Thu 06:40AM HKT
52,CPA865,A359,Vancouver Int'l (CYVR),Wed 12:21AM PST,Thu 06:07AM HKT
53,QTR8408,B772,Hamad Int'l (DOH / OTHH),Wed 06:16PM +03,Thu 06:03AM HKT
54,SVA3974,B744,Al Maktoum Int'l (DWC / OMDW),Wed 07:35PM +04,Thu 06:01AM HKT
55,CPA8178,B77W,Melbourne Tullamarine (MEL / YMML),Thu 12:23AM AEDT,Thu 05:55AM HKT
56,CPA796,A359,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Thu 12:51AM WIB,Thu 05:50AM HKT
57,CPA873,A35K,San Francisco Intl (KSFO),Tue 10:59PM PST,Thu 05:48AM HKT
58,CPA883,B77W,Los Angeles Intl (KLAX),Tue 10:35PM PST,Thu 05:05AM HKT
59,HKC6658,A332,Shahjalal International Airport (DAC / VGHS),Wed 11:41PM +06,Thu 05:01AM HKT
60,CPA873,A35K,San Francisco Intl (KSFO),Tue 10:59PM PST,Thu 05:48AM HKT
61,CPA883,B77W,Los Angeles Intl (KLAX),Tue 10:35PM PST,Thu 05:05AM HKT
62,HKC6658,A332,Shahjalal International Airport (DAC / VGHS),Wed 11:41PM +06,Thu 05:01AM HKT
63,CPA2742,B77W,Noi Bai Int'l (HAN / VVNB),Thu 01:56AM +07,Thu 04:48AM HKT
64,BOX587,B77L,Incheon Int'l (ICN / RKSI),Thu 02:25AM KST,Thu 04:43AM HKT
65,ANZ1081,B789,Auckland (AKL / NZAA),Wed 10:59PM NZDT,Thu 04:37AM HKT
66,QFA97,B789,Brisbane (BNE / YBBN),Wed 10:23PM AEST,Thu 04:29AM HKT
67,CPA40,B744,Chatrapati Shivaji Int'l (BOM / VABB),Wed 09:14PM IST,Thu 04:22AM HKT
68,CKK263,B77L,Shanghai Pudong Int'l (PVG / ZSPD),Thu 02:06AM CST,Thu 04:14AM HKT
69,CPA845,A35K,John F Kennedy Intl (KJFK),Wed 12:16AM EST,Thu 04:09AM HKT
70,UAE9882,B772,Dubai Int'l (DXB / OMDB),Wed 05:10PM +04,Thu 03:37AM HKT
71,AHK783,A306,Shanghai Pudong Int'l (PVG / ZSPD),Thu 12:26AM CST,Thu 02:31AM HKT
72,BOX592,B77L,Indira Gandhi Int'l (DEL / VIDP),Wed 07:38PM IST,Thu 02:25AM HKT
73,AAR7453,A333,Incheon Int'l (ICN / RKSI),Wed 11:25PM KST,Thu 01:57AM HKT
74,AHK783,A306,Shanghai Pudong Int'l (PVG / ZSPD),Thu 12:26AM CST,Thu 02:31AM HKT
75,BOX592,B77L,Indira Gandhi Int'l (DEL / VIDP),Wed 07:38PM IST,Thu 02:25AM HKT
76,AAR7453,A333,Incheon Int'l (ICN / RKSI),Wed 11:25PM KST,Thu 01:57AM HKT
77,EVA6535,B772,Taiwan Taoyuan Int'l (TPE / RCTP),Thu 12:21AM CST,Thu 01:42AM HKT
78,AHK209,A30B,Narita Int'l (NRT / RJAA),Wed 09:35PM JST,Thu 01:32AM HKT
79,KMI525,B734,Noi Bai Int'l (HAN / VVNB),Wed 11:05PM +07,Thu 01:29AM HKT
80,KAL313,B772,Incheon Int'l (ICN / RKSI),Wed 11:10PM KST,Thu 01:25AM HKT
81,AHK562,A30B,Tan Son Nhat Int'l (SGN / VVTS),Wed 10:26PM +07,Thu 01:22AM HKT
82,CPA3246,B744,Noi Bai Int'l (HAN / VVNB),Wed 10:59PM +07,Thu 01:15AM HKT
83,AHK326,74F,Singapore Changi (SIN / WSSS),Wed 09:59PM +08,Thu 01:12AM HKT
84,AHK205,A30B,Kansai Int'l (KIX / RJBB),Wed 10:04PM JST,Thu 01:06AM HKT
85,RMY548,B762,Sultan Abdul Aziz Shah (SZB / WMSA),Wed 09:51PM +08,Thu 01:04AM HKT
86,ANA8511,B763,Narita Int'l (NRT / RJAA),Wed 08:49PM JST,Thu 12:57AM HKT
87,AHK842,B763,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 09:47PM +07,Thu 12:55AM HKT
88,AHK217,A30B,Chubu Centrair Int'l (Centrair) (NGO / RJGG),Wed 09:32PM JST,Thu 12:46AM HKT
89,ANA8511,B763,Narita Int'l (NRT / RJAA),Wed 08:49PM JST,Thu 12:57AM HKT
90,AHK842,B763,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 09:47PM +07,Thu 12:55AM HKT
91,AHK217,A30B,Chubu Centrair Int'l (Centrair) (NGO / RJGG),Wed 09:32PM JST,Thu 12:46AM HKT
92,CPA831,B77W,John F Kennedy Intl (KJFK),Tue 08:11PM EST,Thu 12:43AM HKT
93,HKC9376,A332,Chennai Int'l (MAA / VOMM),Wed 05:10PM IST,Thu 12:34AM HKT
94,SVA3988,B77L,King Khalid Int'l (RUH / OERK),Wed 12:12PM +03,Thu 12:26AM HKT
95,AHK681,A30B,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 10:54PM CST,Thu 12:15AM HKT
96,AHK456,A30B,Manila Int'l (MNL / RPLL),Wed 10:37PM PST,Thu 12:14AM HKT
97,AHK129,A30B,Incheon Int'l (ICN / RKSI),Wed 09:51PM KST,Thu 12:06AM HKT
98,AAR969,74F,Incheon Int'l (ICN / RKSI),Wed 09:47PM KST,Thu 12:05AM HKT
99,CPA764,A359,Tan Son Nhat Int'l (SGN / VVTS),Wed 08:18PM +07,Wed 11:12PM HKT
100,CPA479,A35K,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 09:43PM CST,Wed 11:08PM HKT
101,CPA764,A359,Tan Son Nhat Int'l (SGN / VVTS),Wed 08:18PM +07,Wed 11:12PM HKT
102,CPA479,A35K,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 09:43PM CST,Wed 11:08PM HKT
103,ICL851,B744,Ben Gurion Int'l (TLV / LLBG),Wed 06:26AM IST,Wed 10:29PM HKT
104,CPA702,A359,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 07:22PM +07,Wed 10:24PM HKT
105,CPA3181,B744,Anchorage Intl (PANC),Tue 07:07PM AKST,Wed 10:08PM HKT
106,CAL921,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 08:00PM CST,Wed 09:25PM HKT
107,CPA2035,B748,Kansai Int'l (KIX / RJBB),Wed 06:30PM JST,Wed 09:19PM HKT
108,CPA724,A333,Kuala Lumpur Int'l (KUL / WMKK),Wed 05:45PM +08,Wed 09:11PM HKT
109,CPA100,A35K,Sydney (SYD / YSSY),Wed 03:51PM AEDT,Wed 09:11PM HKT
110,CPA104,A35K,Melbourne Tullamarine (MEL / YMML),Wed 03:44PM AEDT,Wed 09:05PM HKT
111,CPA3181,B744,Anchorage Intl (PANC),Tue 07:07PM AKST,Wed 10:08PM HKT
112,CAL921,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 08:00PM CST,Wed 09:25PM HKT
113,CPA2035,B748,Kansai Int'l (KIX / RJBB),Wed 06:30PM JST,Wed 09:19PM HKT
114,CPA724,A333,Kuala Lumpur Int'l (KUL / WMKK),Wed 05:45PM +08,Wed 09:11PM HKT
115,CPA100,A35K,Sydney (SYD / YSSY),Wed 03:51PM AEDT,Wed 09:11PM HKT
116,CPA104,A35K,Melbourne Tullamarine (MEL / YMML),Wed 03:44PM AEDT,Wed 09:05PM HKT
117,GTI242,B744,Incheon Int'l (ICN / RKSI),Wed 06:39PM KST,Wed 09:00PM HKT
118,CPA507,A35K,Kansai Int'l (KIX / RJBB),Wed 05:51PM JST,Wed 08:47PM HKT
119,CLX5827,B748,Kuala Lumpur Int'l (KUL / WMKK),Wed 05:23PM +08,Wed 08:40PM HKT
120,CAL927,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 06:45PM CST,Wed 08:08PM HKT
121,CPA369,B77W,Shanghai Pudong Int'l (PVG / ZSPD),Wed 05:49PM CST,Wed 08:02PM HKT
122,CAL923,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 06:11PM CST,Wed 07:33PM HKT
123,UAL2865,B773,Narita Int'l (NRT / RJAA),Wed 03:48PM JST,Wed 07:33PM HKT
124,CPA369,B77W,Shanghai Pudong Int'l (PVG / ZSPD),Wed 05:49PM CST,Wed 08:02PM HKT
125,CAL923,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 06:11PM CST,Wed 07:33PM HKT
126,UAL2865,B773,Narita Int'l (NRT / RJAA),Wed 03:48PM JST,Wed 07:33PM HKT
127,UAE9884,B772,Dubai Int'l (DXB / OMDB),Wed 08:46AM +04,Wed 07:27PM HKT
128,CPA918,A35K,Manila Int'l (MNL / RPLL),Wed 05:45PM PST,Wed 07:20PM HKT
129,ETH3728,B772,Incheon Int'l (ICN / RKSI),Wed 04:56PM KST,Wed 07:17PM HKT
130,ANG8,B763,Port Moresby/Jackson Int'l (POM / AYPY),Wed 03:10PM +10,Wed 07:05PM HKT
131,BBC78,B773,Shahjalal International Airport (DAC / VGHS),Wed 02:05PM +06,Wed 07:00PM HKT
132,KLM847,B789,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 03:45PM +07,Wed 06:48PM HKT
133,CPA807,B77W,Chicago O'Hare Intl (KORD),Tue 01:58PM CST,Wed 06:39PM HKT
134,CPA654,A359,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 03:26PM +07,Wed 06:29PM HKT
135,CPA391,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 03:07PM CST,Wed 06:13PM HKT
136,KLM847,B789,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 03:45PM +07,Wed 06:48PM HKT
137,CPA807,B77W,Chicago O'Hare Intl (KORD),Tue 01:58PM CST,Wed 06:39PM HKT
138,CPA654,A359,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 03:26PM +07,Wed 06:29PM HKT
139,CPA391,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 03:07PM CST,Wed 06:13PM HKT
140,DLH8472,B772,Chennai Int'l (MAA / VOMM),Wed 11:06AM IST,Wed 06:08PM HKT
141,CAL6843,B744,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 04:37PM CST,Wed 05:58PM HKT
142,ACA7,B789,Vancouver Int'l (CYVR),Tue 12:13PM PST,Wed 05:49PM HKT
143,TGW980,B789,Singapore Changi (SIN / WSSS),Wed 02:28PM +08,Wed 05:43PM HKT
144,HKC372,A332,Singapore Changi (SIN / WSSS),Wed 02:22PM +08,Wed 05:42PM HKT
145,ETH608,B788,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 02:15PM +07,Wed 05:23PM HKT
146,ACA7,B789,Vancouver Int'l (CYVR),Tue 12:13PM PST,Wed 05:49PM HKT
147,TGW980,B789,Singapore Changi (SIN / WSSS),Wed 02:28PM +08,Wed 05:43PM HKT
148,HKC372,A332,Singapore Changi (SIN / WSSS),Wed 02:22PM +08,Wed 05:42PM HKT
149,ETH608,B788,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 02:15PM +07,Wed 05:23PM HKT
150,QTR8434,B772,Hamad Int'l (DOH / OTHH),Wed 05:30AM +03,Wed 05:19PM HKT
151,UAE384,B77W,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 02:04PM +07,Wed 05:12PM HKT
152,CPA411,A359,Incheon Int'l (ICN / RKSI),Wed 02:49PM KST,Wed 05:09PM HKT
153,THA638,A330,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 02:00PM +07,Wed 05:06PM HKT
154,SOO275,B77L,Bahrain Int'l (BAH / OBBI),Wed 04:55AM +03,Wed 04:51PM HKT
155,CPA367,A333,Shanghai Pudong Int'l (PVG / ZSPD),Wed 02:15PM CST,Wed 04:27PM HKT
156,UAE384,B77W,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 02:04PM +07,Wed 05:12PM HKT
157,CPA411,A359,Incheon Int'l (ICN / RKSI),Wed 02:49PM KST,Wed 05:09PM HKT
158,THA638,A330,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 02:00PM +07,Wed 05:06PM HKT
159,SOO275,B77L,Bahrain Int'l (BAH / OBBI),Wed 04:55AM +03,Wed 04:51PM HKT
160,CPA367,A333,Shanghai Pudong Int'l (PVG / ZSPD),Wed 02:15PM CST,Wed 04:27PM HKT
161,UPS58,B744,Daniel K Inouye Intl (PHNL),Tue 11:02AM HST,Wed 04:14PM HKT
162,CPA5,B744,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 02:33PM CST,Wed 03:58PM HKT
163,UAE9832,B772,Dubai Int'l (DXB / OMDB),Wed 05:14AM +04,Wed 03:48PM HKT
164,UPS62,B748,Anchorage Intl (PANC),Tue 11:26AM AKST,Wed 03:46PM HKT
165,MAS6102,A332,Kuching Int'l (KCH / WBGG),Wed 12:05PM +08,Wed 03:25PM HKT
166,QTR818,A359,Hamad Int'l (DOH / OTHH),Wed 03:40AM +03,Wed 03:24PM HKT
167,CPA5,B744,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 02:33PM CST,Wed 03:58PM HKT
168,UAE9832,B772,Dubai Int'l (DXB / OMDB),Wed 05:14AM +04,Wed 03:48PM HKT
169,UPS62,B748,Anchorage Intl (PANC),Tue 11:26AM AKST,Wed 03:46PM HKT
170,MAS6102,A332,Kuching Int'l (KCH / WBGG),Wed 12:05PM +08,Wed 03:25PM HKT
171,QTR818,A359,Hamad Int'l (DOH / OTHH),Wed 03:40AM +03,Wed 03:24PM HKT
172,SOO237,B77L,Incheon Int'l (ICN / RKSI),Wed 12:46PM KST,Wed 03:19PM HKT
173,CPA475,A359,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 01:56PM CST,Wed 03:16PM HKT
174,JAL29,B789,Narita Int'l (NRT / RJAA),Wed 11:12AM JST,Wed 02:55PM HKT
175,UAL2829,B773,Narita Int'l (NRT / RJAA),Wed 11:18AM JST,Wed 02:53PM HKT
176,UAL2717,B772,Narita Int'l (NRT / RJAA),Wed 10:51AM JST,Wed 02:50PM HKT
177,CPA2040,B744,Singapore Changi (SIN / WSSS),Wed 11:21AM +08,Wed 02:35PM HKT
178,BOX590,B77L,Narita Int'l (NRT / RJAA),Wed 10:49AM JST,Wed 02:27PM HKT
179,MAS72,A333,Kota Kinabalu Int'l (BKI / WBKK),Wed 12:01PM +08,Wed 02:23PM HKT
180,UAL2717,B772,Narita Int'l (NRT / RJAA),Wed 10:51AM JST,Wed 02:50PM HKT
181,CPA2040,B744,Singapore Changi (SIN / WSSS),Wed 11:21AM +08,Wed 02:35PM HKT
182,BOX590,B77L,Narita Int'l (NRT / RJAA),Wed 10:49AM JST,Wed 02:27PM HKT
183,MAS72,A333,Kota Kinabalu Int'l (BKI / WBKK),Wed 12:01PM +08,Wed 02:23PM HKT
184,CPA766,A359,Tan Son Nhat Int'l (SGN / VVTS),Wed 11:24AM +07,Wed 02:20PM HKT
185,CPA495,A359,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 12:57PM CST,Wed 02:19PM HKT
186,AHK3526,A332,Singapore Changi (SIN / WSSS),Wed 10:45AM +08,Wed 02:04PM HKT
187,GTI4611,B744,Incheon Int'l (ICN / RKSI),Wed 11:10AM KST,Wed 01:36PM HKT
188,AAL9744,B773,Narita Int'l (NRT / RJAA),Wed 09:22AM JST,Wed 01:07PM HKT
189,GTI4611,B744,Incheon Int'l (ICN / RKSI),Wed 11:10AM KST,Wed 01:36PM HKT
190,AAL9744,B773,Narita Int'l (NRT / RJAA),Wed 09:22AM JST,Wed 01:07PM HKT
191,CCA111,B738,Beijing Capital Int'l (PEK / ZBAA),Wed 09:42AM CST,Wed 12:53PM HKT
192,CPA906,A359,Manila Int'l (MNL / RPLL),Wed 11:03AM PST,Wed 12:39PM HKT
193,CAL909,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 10:59AM CST,Wed 12:26PM HKT
194,PAC947,B748,Anchorage Intl (PANC),Tue 09:27AM AKST,Wed 12:22PM HKT
195,CPA2018,B744,Bengaluru Int'l (BLR / VOBL),Wed 04:38AM IST,Wed 12:08PM HKT
196,CCA111,B738,Beijing Capital Int'l (PEK / ZBAA),Wed 09:42AM CST,Wed 12:53PM HKT
197,CPA906,A359,Manila Int'l (MNL / RPLL),Wed 11:03AM PST,Wed 12:39PM HKT
198,CAL909,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 10:59AM CST,Wed 12:26PM HKT
199,PAC947,B748,Anchorage Intl (PANC),Tue 09:27AM AKST,Wed 12:22PM HKT
200,CPA2018,B744,Bengaluru Int'l (BLR / VOBL),Wed 04:38AM IST,Wed 12:08PM HKT
201,THA600,A330,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 08:05AM +07,Wed 11:12AM HKT
202,SIA890,A359,Singapore Changi (SIN / WSSS),Wed 07:40AM +08,Wed 10:54AM HKT
203,SWR138,B77W,Zurich (Kloten) (ZRH / LSZH),Tue 04:45PM CET,Wed 10:47AM HKT
204,HKC9236,A332,Shanghai Pudong Int'l (PVG / ZSPD),Wed 08:22AM CST,Wed 10:40AM HKT
205,PAC947,B748,Anchorage Intl (PANC),Tue 09:27AM AKST,Wed 12:22PM HKT
206,CPA2018,B744,Bengaluru Int'l (BLR / VOBL),Wed 04:38AM IST,Wed 12:08PM HKT
207,THA600,A330,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 08:05AM +07,Wed 11:12AM HKT
208,SIA890,A359,Singapore Changi (SIN / WSSS),Wed 07:40AM +08,Wed 10:54AM HKT
209,SWR138,B77W,Zurich (Kloten) (ZRH / LSZH),Tue 04:45PM CET,Wed 10:47AM HKT
210,HKC9236,A332,Shanghai Pudong Int'l (PVG / ZSPD),Wed 08:22AM CST,Wed 10:40AM HKT
211,CAL5835,B744,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 09:14AM CST,Wed 10:35AM HKT
212,ELY75,B789,Ben Gurion Int'l (TLV / LLBG),Tue 06:39PM IST,Wed 10:25AM HKT
213,EVA851,B789,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 08:53AM CST,Wed 10:17AM HKT
214,CLX6322,B744,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 07:05AM +07,Wed 10:07AM HKT
215,QTR8402,B772,Hamad Int'l (DOH / OTHH),Tue 10:04PM +03,Wed 10:04AM HKT
216,PAL300,A321,Manila Int'l (MNL / RPLL),Wed 08:20AM PST,Wed 09:55AM HKT
217,CAL903,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 08:19AM CST,Wed 09:46AM HKT
218,CLX6322,B744,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 07:05AM +07,Wed 10:07AM HKT
219,QTR8402,B772,Hamad Int'l (DOH / OTHH),Tue 10:04PM +03,Wed 10:04AM HKT
220,PAL300,A321,Manila Int'l (MNL / RPLL),Wed 08:20AM PST,Wed 09:55AM HKT
221,CAL903,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 08:19AM CST,Wed 09:46AM HKT
222,AHK3356,A306,Manila Int'l (MNL / RPLL),Wed 07:23AM PST,Wed 08:58AM HKT
223,CRK782,A320,Manila Int'l (MNL / RPLL),Wed 07:11AM PST,Wed 08:51AM HKT
224,CPA2055,B744,Shanghai Pudong Int'l (PVG / ZSPD),Wed 06:24AM CST,Wed 08:30AM HKT
225,CPA2046,B748,Indira Gandhi Int'l (DEL / VIDP),Wed 01:15AM IST,Wed 08:02AM HKT
226,AAR952,74F,Noi Bai Int'l (HAN / VVNB),Wed 05:36AM +07,Wed 07:56AM HKT
227,UAL2852,B77W,Guam Intl (PGUM),Wed 05:13AM ChST,Wed 07:41AM HKT
228,N213EM,B737,Tan Son Nhat Int'l (SGN / VVTS),Wed 04:09AM +07,Wed 07:22AM HKT
229,ICV6731,B744,Al Maktoum Int'l (DWC / OMDW),Tue 08:34PM +04,Wed 07:11AM HKT
230,CPA51,B748,Shanghai Pudong Int'l (PVG / ZSPD),Wed 04:47AM CST,Wed 06:57AM HKT
231,SVA984,B77L,King Khalid Int'l (RUH / OERK),Tue 06:30PM +03,Wed 06:50AM HKT
232,VIR636,B789,London Heathrow (LHR / EGLL),Tue 11:26AM GMT,Wed 06:43AM HKT
233,HKC320,A332,Tan Son Nhat Int'l (SGN / VVTS),Wed 03:17AM +07,Wed 06:34AM HKT
234,VIR636,B789,London Heathrow (LHR / EGLL),Tue 11:26AM GMT,Wed 06:43AM HKT
235,HKC320,A332,Tan Son Nhat Int'l (SGN / VVTS),Wed 03:17AM +07,Wed 06:34AM HKT
236,CPA676,A35K,Ben Gurion Int'l (TLV / LLBG),Tue 02:30PM IST,Wed 06:01AM HKT
237,ANZ81,B789,Auckland (AKL / NZAA),Tue 11:50PM NZDT,Wed 05:26AM HKT
238,BOX587,B77L,Incheon Int'l (ICN / RKSI),Wed 03:02AM KST,Wed 05:23AM HKT
239,CPA796,A359,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Wed 12:13AM WIB,Wed 05:17AM HKT
240,ATG4453,B744,Nursultan Nazarbayev Int'l (NQZ / UACC),Tue 09:04PM +06,Wed 04:59AM HKT
241,CPA829,A35K,Toronto Pearson Int'l (CYYZ),Tue 01:08AM EST,Wed 04:24AM HKT
242,CKK263,B77L,Shanghai Pudong Int'l (PVG / ZSPD),Wed 02:11AM CST,Wed 04:17AM HKT
243,CPA3261,B744,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 02:20AM CST,Wed 03:56AM HKT
244,UAE9840,B772,Dubai Int'l (DXB / OMDB),Tue 05:01PM +04,Wed 03:32AM HKT
245,BOX520,B77L,Bahrain Int'l (BAH / OBBI),Tue 03:35PM +03,Wed 03:29AM HKT
246,AIC1310,B788,Netaji Subhash Chandra Bose Int'l (CCU / VECC),Tue 09:45PM IST,Wed 03:17AM HKT
247,CPA3261,B744,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 02:20AM CST,Wed 03:56AM HKT
248,UAE9840,B772,Dubai Int'l (DXB / OMDB),Tue 05:01PM +04,Wed 03:32AM HKT
