,标识符,机型,始发地,出发,到达
883,CES2986,A320,Kunming Changshui Int'l (KMG / ZPPP),Mon 07:16PM CST,Mon 09:39PM CST
884,CSC8761,A320,Kunming Changshui Int'l (KMG / ZPPP),Mon 07:08PM CST,Mon 09:24PM CST
885,CSZ9544,B738,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 07:11PM CST,Mon 09:11PM CST
886,CSZ9285,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 07:20PM CST,Mon 09:01PM CST
887,RLH6556,B733,Shenyang Taoxian Int'l (SHE / ZYTX),Mon 06:54PM CST,Mon 08:58PM CST
888,CSZ8518,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 06:58PM CST,Mon 08:42PM CST
889,CSZ8518,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 06:58PM CST,Mon 08:42PM CST
890,EPA6218,B738,Changchun Longjia Int'l (CGQ / ZYCC),Mon 05:40PM CST,Mon 08:11PM CST
891,CSN3209,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 06:04PM CST,Mon 08:06PM CST
892,DKH1907,A321,Huizhou Pingtan Airport (HUZ / ZGHZ),Mon 05:57PM CST,Mon 08:01PM CST
893,CES2918,A321,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 05:57PM CST,Mon 07:55PM CST
894,CES9786,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 06:02PM CST,Mon 07:52PM CST
895,CES9795,A320,Yining (YIN / ZWYN),Mon 03:37PM CST,Mon 07:48PM CST
896,RLH6555,B733,Kunming Changshui Int'l (KMG / ZPPP),Mon 05:22PM CST,Mon 07:45PM CST
897,CSZ8161,A320,Yuncheng (YCU / ZBYC),Mon 06:06PM CST,Mon 07:41PM CST
898,DKH1854,A320,Sanya Phoenix Int'l (SYX / ZJSY),Mon 04:42PM CST,Mon 07:40PM CST
899,CSN3917,A21N,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 05:33PM CST,Mon 07:26PM CST
900,CES2718,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 07:25PM CST,08:49PM CST (?)
901,CSZ9811,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 05:18PM CST,Mon 07:17PM CST
902,OTC7148,A321,Changchun Longjia Int'l (CGQ / ZYCC),Mon 04:53PM CST,Mon 07:15PM CST
903,CES2738,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 05:29PM CST,Mon 07:11PM CST
904,CSZ8524,A320,Guiyang Longdongbao (KWE / ZUGY),Mon 05:10PM CST,Mon 07:03PM CST
905,CXA8537,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Mon 05:48PM CST,Mon 06:58PM CST
906,CSZ8542,B738,Yichang (YIH / ZHYC),Mon 05:08PM CST,Mon 06:19PM CST
907,CSZ8542,B738,Yichang (YIH / ZHYC),Mon 05:08PM CST,Mon 06:19PM CST
908,OTC7251,A320,Changsha Huanghua Int'l (CSX / ZGHA),Mon 04:57PM CST,Mon 06:15PM CST
909,CES2980,A321,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 04:43PM CST,Mon 06:06PM CST
910,DKH1848,A20N,Changsha Huanghua Int'l (CSX / ZGHA),Mon 04:42PM CST,Mon 06:03PM CST
911,CES2850,A320,Zunyi (ZYI / ZUZY),Mon 04:07PM CST,Mon 05:44PM CST
912,CSZ9809,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 03:23PM CST,Mon 05:20PM CST
913,CSZ9829,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 03:25PM CST,Mon 05:11PM CST
914,CES2702,A321,Qingdao Liuting Int'l (TAO / ZSQD),Mon 04:01PM CST,Mon 05:05PM CST
915,CES2934,A320,Zhanjiang (ZHA / ZGZJ),Mon 02:28PM CST,Mon 04:25PM CST
916,CES9778,A320,Sanya Phoenix Int'l (SYX / ZJSY),Mon 12:58PM CST,Mon 04:03PM CST
917,CSZ8917,A320,Huizhou Pingtan Airport (HUZ / ZGHZ),Mon 02:06PM CST,Mon 04:01PM CST
918,CSZ9825,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 02:07PM CST,Mon 03:53PM CST
919,OTC7210,A320,Quanzhou Jinjiang (JJN / ZSQZ),Mon 02:31PM CST,Mon 03:52PM CST
920,CSZ9159,B738,Beijing Capital Int'l (PEK / ZBAA),Mon 02:04PM CST,Mon 03:39PM CST
921,CDC8739,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Mon 01:48PM CST,Mon 03:15PM CST
922,CES2976,A320,Kunming Changshui Int'l (KMG / ZPPP),Mon 12:55PM CST,Mon 03:11PM CST
923,QDA6131,A320,Penglai International (YNT / ZSYT),Mon 01:46PM CST,Mon 02:56PM CST
924,QDA6131,A320,Penglai International (YNT / ZSYT),Mon 01:46PM CST,Mon 02:56PM CST
925,CSZ9807,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 12:45PM CST,Mon 02:38PM CST
926,CES2906,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 12:09PM CST,Mon 02:15PM CST
927,CES2712,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 12:47PM CST,Mon 02:15PM CST
928,DKH1846,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 12:21PM CST,Mon 02:03PM CST
929,JYH1046,B738,Dalian Zhoushuizi Int'l (DLC / ZYTL),Mon 12:26PM CST,Mon 01:54PM CST
930,CSZ8516,B738,Nanning Wuxu Int'l (NNG / ZGNN),Mon 11:30AM CST,Mon 01:42PM CST
931,CSZ9540,B738,Taiyuan Wusu (TYN / ZBYN),Mon 11:59AM CST,Mon 01:38PM CST
932,CSZ9530,B738,Zhuhai Int'l (ZUH / ZGSD),Mon 11:25AM CST,Mon 01:28PM CST
933,CES2768,A320,Beijing Daxing International Airport (PKX / ZBAD),Mon 11:48AM CST,Mon 01:22PM CST
934,CSZ9819,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 11:30AM CST,Mon 01:18PM CST
935,CES2958,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 11:18AM CST,Mon 01:05PM CST
936,CSZ9803,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 11:04AM CST,Mon 01:02PM CST
937,CES2930,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Mon 10:53AM CST,Mon 01:00PM CST
938,EPA6217,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 10:28AM CST,Mon 12:29PM CST
939,CES2732,A321,Beijing Capital Int'l (PEK / ZBAA),Mon 10:46AM CST,Mon 12:27PM CST
940,CES2956,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 10:41AM CST,Mon 12:23PM CST
941,CDC8035,A320,Guiyang Longdongbao (KWE / ZUGY),Mon 10:18AM CST,Mon 12:19PM CST
942,CDC8035,A320,Guiyang Longdongbao (KWE / ZUGY),Mon 10:18AM CST,Mon 12:19PM CST
943,OTC7147,A321,Kunming Changshui Int'l (KMG / ZPPP),Mon 09:43AM CST,Mon 11:59AM CST
944,CSZ9823,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 10:10AM CST,Mon 11:57AM CST
945,DKH1862,A321,Fuzhou Changle Int'l (FOC / ZSFZ),Mon 10:30AM CST,Mon 11:41AM CST
946,CSZ9546,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 09:39AM CST,Mon 11:36AM CST
947,CES2996,A320,Kunming Changshui Int'l (KMG / ZPPP),Mon 09:17AM CST,Mon 11:30AM CST
948,CSZ8124,B738,Changsha Huanghua Int'l (CSX / ZGHA),Mon 09:51AM CST,Mon 11:14AM CST
949,CSZ9805,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 08:51AM CST,Mon 10:52AM CST
950,DKH1853,A320,Qingdao Liuting Int'l (TAO / ZSQD),Mon 09:48AM CST,Mon 10:52AM CST
951,CSZ9821,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 08:57AM CST,Mon 10:47AM CST
952,CES2862,A321,Beijing Daxing International Airport (PKX / ZBAD),Mon 09:04AM CST,Mon 10:36AM CST
953,CSZ8506,A320,Quanzhou Jinjiang (JJN / ZSQZ),Mon 08:52AM CST,Mon 10:24AM CST
954,DKH1908,A321,Harbin Taiping Int'l (HRB / ZYHB),Mon 07:26AM CST,Mon 09:58AM CST
955,CSZ9287,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 07:38AM CST,Mon 09:22AM CST
956,CES2933,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Mon 07:47AM CST,Mon 09:17AM CST
957,CSZ9801,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 07:11AM CST,Mon 09:13AM CST
958,CSZ9157,B738,Beijing Capital Int'l (PEK / ZBAA),Mon 07:10AM CST,Mon 08:45AM CST
959,JYH1023,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 06:49AM CST,Mon 08:40AM CST
960,JYH1023,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 06:49AM CST,Mon 08:40AM CST
961,CSZ8205,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 06:54AM CST,Mon 08:32AM CST
962,CSC8949,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 06:19AM CST,Mon 08:02AM CST
963,CES2978,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 11:44PM CST,Mon 01:41AM CST
964,CES2908,A321,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 11:17PM CST,Mon 12:59AM CST
965,CES2966,A321,Changsha Huanghua Int'l (CSX / ZGHA),Sun 11:47PM CST,Mon 12:50AM CST
966,CSZ9817,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 10:28PM CST,Mon 12:24AM CST
967,CSZ9831,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 10:37PM CST,Mon 12:19AM CST
968,CES2968,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 10:15PM CST,Sun 11:48PM CST
969,DKH1858,A321,Qingdao Liuting Int'l (TAO / ZSQD),Sun 10:19PM CST,Sun 11:25PM CST
970,OTC7234,A320,Lijiang (LJG / ZPLJ),Sun 09:02PM CST,Sun 11:16PM CST
971,CSZ9815,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 09:14PM CST,Sun 11:12PM CST
972,CES2988,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 09:18PM CST,Sun 11:05PM CST
973,DKH1852,A321,Nanning Wuxu Int'l (NNG / ZGNN),Sun 08:15PM CST,Sun 10:27PM CST
974,CSZ8520,B738,Shubuling (LYI / ZSLY),Sun 09:31PM CST,Sun 10:26PM CST
975,CES2998,A320,Yinchuan Helanshan (INC / ZLIC),Sun 08:20PM CST,Sun 10:18PM CST
976,CSZ9813,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 08:10PM CST,Sun 10:05PM CST
977,CES2950,A320,Beijing Capital Int'l (PEK / ZBAA),Sun 08:30PM CST,Sun 10:03PM CST
978,CES9780,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 07:52PM CST,Sun 09:54PM CST
979,CSZ9544,B738,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 07:28PM CST,Sun 09:33PM CST
980,CSC8761,A320,Kunming Changshui Int'l (KMG / ZPPP),Sun 06:58PM CST,Sun 09:12PM CST
981,CSZ8518,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 07:18PM CST,Sun 09:10PM CST
982,CSZ9285,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 07:23PM CST,Sun 09:06PM CST
983,RLH6556,B733,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 06:58PM CST,Sun 08:58PM CST
984,CES2718,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 07:23PM CST,Sun 08:53PM CST
985,CSC8625,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 06:05PM CST,Sun 08:12PM CST
986,EPA6218,B738,Changchun Longjia Int'l (CGQ / ZYCC),Sun 05:33PM CST,Sun 08:10PM CST
987,CSN3209,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 06:01PM CST,Sun 08:04PM CST
988,CES2986,A320,Kunming Changshui Int'l (KMG / ZPPP),Sun 08:03PM CST,10:18PM CST (?)
989,CES9786,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 06:10PM CST,Sun 07:55PM CST
990,DKH1907,A321,Huizhou Pingtan Airport (HUZ / ZGHZ),Sun 06:04PM CST,Sun 07:53PM CST
991,CES2918,A321,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 06:04PM CST,Sun 07:50PM CST
992,CSZ8161,A320,Yuncheng (YCU / ZBYC),Sun 06:11PM CST,Sun 07:47PM CST
993,DKH1854,A320,Sanya Phoenix Int'l (SYX / ZJSY),Sun 04:44PM CST,Sun 07:38PM CST
994,RLH6555,B733,Kunming Changshui Int'l (KMG / ZPPP),Sun 05:15PM CST,Sun 07:34PM CST
995,CSZ8508,A320,Quanzhou Jinjiang (JJN / ZSQZ),Sun 05:56PM CST,Sun 07:30PM CST
996,CSZ9811,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 05:23PM CST,Sun 07:30PM CST
997,CSZ9811,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 05:23PM CST,Sun 07:30PM CST
998,OTC7148,A321,Changchun Longjia Int'l (CGQ / ZYCC),Sun 04:57PM CST,Sun 07:24PM CST
999,CSN3917,A21N,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 05:33PM CST,Sun 07:20PM CST
1000,CSZ8524,A320,Guiyang Longdongbao (KWE / ZUGY),Sun 05:21PM CST,Sun 07:13PM CST
1001,CES2738,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 05:27PM CST,Sun 07:07PM CST
1002,CXA8537,B737,Fuzhou Changle Int'l (FOC / ZSFZ),Sun 05:53PM CST,Sun 07:05PM CST
1003,OTC7251,A320,Changsha Huanghua Int'l (CSX / ZGHA),Sun 05:11PM CST,Sun 06:24PM CST
1004,CSZ8542,B738,Yichang (YIH / ZHYC),Sun 05:07PM CST,Sun 06:19PM CST
1005,DKH1848,A20N,Changsha Huanghua Int'l (CSX / ZGHA),Sun 04:54PM CST,Sun 06:14PM CST
1006,CES2980,A321,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 04:46PM CST,Sun 06:08PM CST
1007,CES2850,A320,Zunyi (ZYI / ZUZY),Sun 04:16PM CST,Sun 06:00PM CST
1008,CSZ9829,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 03:48PM CST,Sun 05:30PM CST
1009,CSZ9809,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 03:22PM CST,Sun 05:22PM CST
1010,CES2702,A321,Qingdao Liuting Int'l (TAO / ZSQD),Sun 04:06PM CST,Sun 05:10PM CST
1011,CES2934,A320,Zhanjiang (ZHA / ZGZJ),Sun 02:32PM CST,Sun 04:42PM CST
1012,CSZ9825,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 02:20PM CST,Sun 04:07PM CST
1013,CES9778,A320,Sanya Phoenix Int'l (SYX / ZJSY),Sun 01:21PM CST,Sun 04:03PM CST
1014,QDA6131,A320,Penglai International (YNT / ZSYT),Sun 01:20PM CST,Sun 03:37PM CST
1015,CSZ9159,B738,Beijing Capital Int'l (PEK / ZBAA),Sun 01:52PM CST,Sun 03:30PM CST
1016,CES2976,A320,Kunming Changshui Int'l (KMG / ZPPP),Sun 01:15PM CST,Sun 03:25PM CST
1017,CSZ8917,A320,Huizhou Pingtan Airport (HUZ / ZGHZ),Sun 01:30PM CST,Sun 03:21PM CST
1018,CSZ9807,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 12:48PM CST,Sun 02:46PM CST
1019,CES2906,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 12:20PM CST,Sun 02:24PM CST
1020,CES2712,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 12:56PM CST,Sun 02:17PM CST
1021,DKH1846,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 12:28PM CST,Sun 02:14PM CST
1022,JYH1046,B738,Dalian Zhoushuizi Int'l (DLC / ZYTL),Sun 12:34PM CST,Sun 02:07PM CST
1023,CSZ9530,B738,Zhuhai Int'l (ZUH / ZGSD),Sun 11:26AM CST,Sun 01:26PM CST
1024,CSZ9803,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 11:08AM CST,Sun 01:20PM CST
1025,CSZ9819,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 11:27AM CST,Sun 01:13PM CST
1026,CES2768,A320,Beijing Daxing International Airport (PKX / ZBAD),Sun 11:42AM CST,Sun 01:12PM CST
1027,CES2930,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 10:49AM CST,Sun 12:55PM CST
1028,CES2958,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 11:12AM CST,Sun 12:49PM CST
1029,EPA6217,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 10:43AM CST,Sun 12:37PM CST
1030,CDC8035,A320,Guiyang Longdongbao (KWE / ZUGY),Sun 10:20AM CST,Sun 12:20PM CST
1031,CES2732,A321,Beijing Capital Int'l (PEK / ZBAA),Sun 10:43AM CST,Sun 12:17PM CST
1032,CES2956,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 10:34AM CST,Sun 12:13PM CST
1033,OTC7147,A321,Kunming Changshui Int'l (KMG / ZPPP),Sun 09:52AM CST,Sun 12:05PM CST
1034,CSZ9823,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 10:13AM CST,Sun 11:54AM CST
1035,CSZ9546,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 09:40AM CST,Sun 11:43AM CST
1036,CSZ8124,B738,Changsha Huanghua Int'l (CSX / ZGHA),Sun 10:13AM CST,Sun 11:33AM CST
1037,DKH1862,A321,Fuzhou Changle Int'l (FOC / ZSFZ),Sun 10:10AM CST,Sun 11:23AM CST
1038,CES2996,A320,Kunming Changshui Int'l (KMG / ZPPP),Sun 09:00AM CST,Sun 11:11AM CST
1039,DKH1853,A320,Qingdao Liuting Int'l (TAO / ZSQD),Sun 09:55AM CST,Sun 11:01AM CST
1040,CSZ9821,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 09:02AM CST,Sun 10:50AM CST
1041,CSZ9805,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 08:45AM CST,Sun 10:46AM CST
1042,CES2862,A321,Beijing Daxing International Airport (PKX / ZBAD),Sun 09:04AM CST,Sun 10:34AM CST
1043,DKH1908,A321,Harbin Taiping Int'l (HRB / ZYHB),Sun 07:24AM CST,Sun 10:01AM CST
1044,CSZ8506,A320,Quanzhou Jinjiang (JJN / ZSQZ),Sun 08:17AM CST,Sun 09:46AM CST
1045,CSZ9287,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 07:51AM CST,Sun 09:31AM CST
1046,CSZ9801,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 07:17AM CST,Sun 09:15AM CST
1047,CES2933,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Sun 07:41AM CST,Sun 09:13AM CST
1048,CSZ8205,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 06:56AM CST,Sun 08:43AM CST
1049,JYH1023,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 06:50AM CST,Sun 08:36AM CST
1050,CSZ9157,B738,Beijing Capital Int'l (PEK / ZBAA),Sun 06:41AM CST,Sun 08:22AM CST
1051,CSC8949,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 06:21AM CST,Sun 08:03AM CST
1052,CSC8949,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 06:21AM CST,Sun 08:03AM CST
1053,CES2978,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 11:41PM CST,Sun 01:36AM CST
1054,CES2908,A321,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 11:22PM CST,Sun 01:09AM CST
1055,CES2966,A321,Changsha Huanghua Int'l (CSX / ZGHA),Sat 11:50PM CST,Sun 01:06AM CST
1056,CSZ9817,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 10:24PM CST,Sun 12:21AM CST
1057,CSZ9831,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 10:34PM CST,Sun 12:18AM CST
1058,CES2968,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 10:18PM CST,Sun 12:00AM CST
1059,CSZ9815,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 09:15PM CST,Sat 11:11PM CST
1060,DKH1858,A321,Qingdao Liuting Int'l (TAO / ZSQD),Sat 09:58PM CST,Sat 11:06PM CST
1061,CES2988,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 09:25PM CST,Sat 11:02PM CST
1062,CES2998,A320,Yinchuan Helanshan (INC / ZLIC),Sat 08:20PM CST,Sat 10:24PM CST
1063,CSZ8520,B738,Shubuling (LYI / ZSLY),Sat 09:24PM CST,Sat 10:22PM CST
1064,DKH1852,A321,Nanning Wuxu Int'l (NNG / ZGNN),Sat 08:15PM CST,Sat 10:17PM CST
1065,CSZ9813,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 08:13PM CST,Sat 10:14PM CST
1066,CES2950,A320,Beijing Capital Int'l (PEK / ZBAA),Sat 08:23PM CST,Sat 10:06PM CST
1067,CES2986,A320,Kunming Changshui Int'l (KMG / ZPPP),Sat 07:32PM CST,Sat 09:42PM CST
1068,CSZ9544,B738,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 07:24PM CST,Sat 09:21PM CST
1069,CSC8761,A320,Kunming Changshui Int'l (KMG / ZPPP),Sat 07:00PM CST,Sat 09:09PM CST
1070,CSC8761,A320,Kunming Changshui Int'l (KMG / ZPPP),Sat 07:00PM CST,Sat 09:09PM CST
1071,CSZ8518,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 07:19PM CST,Sat 09:01PM CST
1072,CSZ9285,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 07:27PM CST,Sat 09:00PM CST
1073,CES2718,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 07:09PM CST,Sat 08:30PM CST
1074,EPA6218,B738,Changchun Longjia Int'l (CGQ / ZYCC),Sat 05:40PM CST,Sat 08:07PM CST
1075,CES2918,A321,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 06:17PM CST,Sat 08:04PM CST
1076,CSN3209,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 06:00PM CST,Sat 07:52PM CST
1077,DKH1907,A321,Huizhou Pingtan Airport (HUZ / ZGHZ),Sat 05:55PM CST,Sat 07:50PM CST
1078,CSZ8161,A320,Yuncheng (YCU / ZBYC),Sat 06:05PM CST,Sat 07:47PM CST
1079,CES9780,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Sat 07:46PM CST,09:49PM CST (?)
1080,CES9786,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 06:01PM CST,Sat 07:41PM CST
1081,DKH1854,A320,Sanya Phoenix Int'l (SYX / ZJSY),Sat 04:46PM CST,Sat 07:40PM CST
1082,OTC7148,A321,Changchun Longjia Int'l (CGQ / ZYCC),Sat 05:05PM CST,Sat 07:38PM CST
1083,CSZ9811,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 05:29PM CST,Sat 07:33PM CST
1084,RLH6542,B733,Harbin Taiping Int'l (HRB / ZYHB),Sat 04:42PM CST,Sat 07:28PM CST
1085,CSZ8508,A320,Quanzhou Jinjiang (JJN / ZSQZ),Sat 05:57PM CST,Sat 07:24PM CST
1086,CSZ8524,A320,Guiyang Longdongbao (KWE / ZUGY),Sat 05:23PM CST,Sat 07:21PM CST
1087,CSN3917,A21N,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 05:26PM CST,Sat 07:18PM CST
1088,JYH1072,B738,Shenyang Taoxian Int'l (SHE / ZYTX),Sat 05:06PM CST,Sat 07:13PM CST
1089,CES2738,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 05:25PM CST,Sat 07:08PM CST
1090,CXA8537,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sat 05:48PM CST,Sat 07:04PM CST
1091,OTC7251,A320,Changsha Huanghua Int'l (CSX / ZGHA),Sat 05:14PM CST,Sat 06:29PM CST
1092,CSZ8542,B738,Yichang (YIH / ZHYC),Sat 05:04PM CST,Sat 06:22PM CST
1093,JYH1089,B738,Guiyang Longdongbao (KWE / ZUGY),Sat 04:00PM CST,Sat 06:15PM CST
1094,DKH1848,A20N,Changsha Huanghua Int'l (CSX / ZGHA),Sat 04:50PM CST,Sat 06:09PM CST
1095,CES2980,A321,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 04:47PM CST,Sat 06:06PM CST
1096,CES2850,A320,Zunyi (ZYI / ZUZY),Sat 04:01PM CST,Sat 05:42PM CST
1097,CSZ9829,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 03:41PM CST,Sat 05:26PM CST
1098,CES2702,A321,Qingdao Liuting Int'l (TAO / ZSQD),Sat 04:08PM CST,Sat 05:19PM CST
1099,CSZ9809,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 03:15PM CST,Sat 05:17PM CST
1100,CES2934,A320,Zhanjiang (ZHA / ZGZJ),Sat 02:20PM CST,Sat 04:29PM CST
1101,CSZ9825,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 02:39PM CST,Sat 04:26PM CST
1102,CSZ8917,A320,Huizhou Pingtan Airport (HUZ / ZGHZ),Sat 01:53PM CST,Sat 03:40PM CST
1103,CSZ9159,B738,Beijing Capital Int'l (PEK / ZBAA),Sat 01:57PM CST,Sat 03:34PM CST
1104,CDC8739,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Sat 01:47PM CST,Sat 03:21PM CST
1105,CES2976,A320,Kunming Changshui Int'l (KMG / ZPPP),Sat 01:05PM CST,Sat 03:16PM CST
1106,CES2712,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 12:33PM CST,Sat 02:03PM CST
1107,CES2712,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 12:33PM CST,Sat 02:03PM CST
1108,CES2734,A320,Zhuhai Int'l (ZUH / ZGSD),Sat 01:01PM CST,03:03PM CST (?)
