,标识符,机型,始发地,出发,到达
1056,CES5114,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 02:13PM CST,Mon 03:49PM CST
1057,CES2159,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 02:08PM CST,Mon 03:47PM CST
1058,CQH8888,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 01:45PM CST,Mon 03:45PM CST
1059,CSN3525,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 01:53PM CST,Mon 03:42PM CST
1060,CQH8954,A320,Kunming Changshui Int'l (KMG / ZPPP),Mon 01:22PM CST,Mon 03:40PM CST
1061,CES5809,B738,Kunming Changshui Int'l (KMG / ZPPP),Mon 01:15PM CST,Mon 03:37PM CST
1062,DKH1160,A320,Zhuhai Int'l (ZUH / ZGSD),Mon 01:37PM CST,Mon 03:36PM CST
1063,CSH9308,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 01:43PM CST,Mon 03:33PM CST
1064,CCA1517,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 01:54PM CST,Mon 03:31PM CST
1065,CES6354,A321,Changchun Longjia Int'l (CGQ / ZYCC),Mon 12:50PM CST,Mon 03:29PM CST
1066,CES6348,A332,Shenyang Taoxian Int'l (SHE / ZYTX),Mon 01:11PM CST,Mon 03:28PM CST
1067,CSH9514,B738,Zhuhai Int'l (ZUH / ZGSD),Mon 01:31PM CST,Mon 03:28PM CST
1068,TBA9881,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 01:27PM CST,Mon 03:26PM CST
1069,CSN3831,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 01:26PM CST,Mon 03:20PM CST
1070,CSN3831,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 01:26PM CST,Mon 03:20PM CST
1071,CES5340,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 01:21PM CST,Mon 03:17PM CST
1072,CSH9332,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 01:16PM CST,Mon 03:16PM CST
1073,CSH9214,737,Lanzhou Zhongchuan International (LHW / ZLLL),Mon 12:55PM CST,Mon 03:13PM CST
1074,CXA8521,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 01:52PM CST,Mon 03:11PM CST
1075,CXA8378,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 01:15PM CST,Mon 03:10PM CST
1076,CSH9116,737,Tianjin Binhai Int'l (TSN / ZBTJ),Mon 01:37PM CST,Mon 03:10PM CST
1077,CES5410,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 12:50PM CST,Mon 03:06PM CST
1078,CES5308,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 01:11PM CST,Mon 03:03PM CST
1079,CES5807,B738,Kunming Changshui Int'l (KMG / ZPPP),Mon 12:17PM CST,Mon 03:02PM CST
1080,CES5500,A321,Guiyang Longdongbao (KWE / ZUGY),Mon 12:58PM CST,Mon 03:00PM CST
1081,CSN3539,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 01:03PM CST,Mon 02:58PM CST
1082,CES2157,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 01:12PM CST,Mon 02:58PM CST
1083,DKH1120,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 12:44PM CST,Mon 02:53PM CST
1084,CES2155,A332,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 01:02PM CST,Mon 02:51PM CST
1085,CSN8887,A330,Beijing Daxing International Airport (PKX / ZBAD),Mon 01:08PM CST,Mon 02:50PM CST
1086,CES2521,B738,Wuhan Tianhe (WUH / ZHHH),Mon 01:43PM CST,Mon 02:47PM CST
1087,CES5112,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 01:04PM CST,Mon 02:44PM CST
1088,CSN3551,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 12:54PM CST,Mon 02:40PM CST
1089,DKH1208,A321,Guiyang Longdongbao (KWE / ZUGY),Mon 12:41PM CST,Mon 02:38PM CST
1090,CXA8577,B738,Quanzhou Jinjiang (JJN / ZSQZ),Mon 01:27PM CST,Mon 02:35PM CST
1091,CDG4863,B738,Penglai International (YNT / ZSYT),Mon 01:08PM CST,Mon 02:35PM CST
1092,CDG4669,B738,Qingdao Liuting Int'l (TAO / ZSQD),Mon 01:08PM CST,Mon 02:27PM CST
1093,CSH9538,B789,Sanya Phoenix Int'l (SYX / ZJSY),Mon 11:43AM CST,Mon 02:23PM CST
1094,CSH9536,737,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 01:02PM CST,Mon 02:21PM CST
1095,CSH9132,737,Tianjin Binhai Int'l (TSN / ZBTJ),Mon 12:47PM CST,Mon 02:19PM CST
1096,DKH1078,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 12:27PM CST,Mon 02:18PM CST
1097,CES5428,A332,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 12:29PM CST,Mon 02:14PM CST
1098,CES5338,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 12:20PM CST,Mon 02:12PM CST
1099,CSZ9507,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 12:17PM CST,Mon 02:09PM CST
1100,CSH9340,737,Nanning Wuxu Int'l (NNG / ZGNN),Mon 11:53AM CST,Mon 02:07PM CST
1101,CSH9306,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 12:21PM CST,Mon 02:05PM CST
1102,CQH8898,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 12:19PM CST,Mon 02:02PM CST
1103,CSN6981,B738,Urumqi Diwopu Int'l (URC / ZWWW),Mon 09:39AM CST,Mon 02:00PM CST
1104,CSH9202,737,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 12:12PM CST,Mon 01:59PM CST
1105,CSN6981,B738,Urumqi Diwopu Int'l (URC / ZWWW),Mon 09:39AM CST,Mon 02:00PM CST
1106,CSH9202,737,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 12:12PM CST,Mon 01:59PM CST
1107,CXA8567,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 12:40PM CST,Mon 01:57PM CST
1108,CES5408,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 11:48AM CST,Mon 01:55PM CST
1109,CSH9220,737,Urumqi Diwopu Int'l (URC / ZWWW),Mon 09:25AM CST,Mon 01:53PM CST
1110,CES5805,B738,Kunming Changshui Int'l (KMG / ZPPP),Mon 11:17AM CST,Mon 01:52PM CST
1111,DKH1112,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 12:03PM CST,Mon 01:49PM CST
1112,CSH9348,A321,Wuhan Tianhe (WUH / ZHHH),Mon 12:40PM CST,Mon 01:47PM CST
1113,CES5110,A321,Beijing Capital Int'l (PEK / ZBAA),Mon 11:56AM CST,Mon 01:46PM CST
1114,CQH8918,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 11:54AM CST,Mon 01:44PM CST
1115,CCA1557,B77W,Beijing Capital Int'l (PEK / ZBAA),Mon 11:50AM CST,Mon 01:42PM CST
1116,DKH1258,A21N,Beijing Daxing International Airport (PKX / ZBAD),Mon 11:53AM CST,Mon 01:39PM CST
1117,CSN3537,A21N,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 11:52AM CST,Mon 01:38PM CST
1118,CES5336,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 11:42AM CST,Mon 01:35PM CST
1119,CQH8820,A320,Zhuhai Int'l (ZUH / ZGSD),Mon 11:32AM CST,Mon 01:33PM CST
1120,DKH1218,A21N,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 11:47AM CST,Mon 01:30PM CST
1121,CES5518,A321,Qingdao Liuting Int'l (TAO / ZSQD),Mon 12:09PM CST,Mon 01:28PM CST
1122,CSH9148,737,Tianjin Binhai Int'l (TSN / ZBTJ),Mon 11:46AM CST,Mon 01:27PM CST
1123,CSH9148,737,Tianjin Binhai Int'l (TSN / ZBTJ),Mon 11:46AM CST,Mon 01:27PM CST
1124,CQH6278,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 11:21AM CST,Mon 01:26PM CST
1125,CSH9396,A333,Changsha Huanghua Int'l (CSX / ZGHA),Mon 11:49AM CST,Mon 01:23PM CST
1126,CSH9234,737,Qingdao Liuting Int'l (TAO / ZSQD),Mon 12:01PM CST,Mon 01:21PM CST
1127,CES5154,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 11:36AM CST,Mon 01:12PM CST
1128,CES5334,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 11:22AM CST,Mon 01:09PM CST
1129,CQH8836,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 11:23AM CST,Mon 01:04PM CST
1130,CXA8541,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Mon 11:57AM CST,Mon 01:02PM CST
1131,CDG4663,B738,Qingdao Liuting Int'l (TAO / ZSQD),Mon 11:43AM CST,Mon 01:01PM CST
1132,CES9719,737,Lijiang (LJG / ZPLJ),Mon 10:26AM CST,Mon 12:59PM CST
1133,CSH9164,737,Taiyuan Wusu (TYN / ZBYN),Mon 10:55AM CST,Mon 12:49PM CST
1134,TBA9865,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 10:30AM CST,Mon 12:46PM CST
1135,CES5693,A320,Luoyang (LYA / ZHLY),Mon 11:26AM CST,Mon 12:44PM CST
1136,CCA1531,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 11:02AM CST,Mon 12:44PM CST
1137,CES5108,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 11:02AM CST,Mon 12:41PM CST
1138,CSZ9503,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 11:02AM CST,Mon 12:40PM CST
1139,CQH8636,A320,Yinchuan Helanshan (INC / ZLIC),Mon 10:20AM CST,Mon 12:36PM CST
1140,CES5306,B732,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 10:50AM CST,Mon 12:30PM CST
1141,CSH9246,B738,Nanchang Changbei Int'l (KHN / ZSCN),Mon 11:15AM CST,Mon 12:23PM CST
1142,CES5406,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 10:13AM CST,Mon 12:21PM CST
1143,CES5396,B732,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Mon 10:54AM CST,Mon 12:13PM CST
1144,CSH9264,737,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 11:00AM CST,Mon 12:13PM CST
1145,CSN8215,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 09:30AM CST,Mon 12:11PM CST
1146,CSN3531,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 10:29AM CST,Mon 12:10PM CST
1147,CQH8816,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 10:46AM CST,Mon 12:03PM CST
1148,CSH9304,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 10:21AM CST,Mon 12:00PM CST
1149,DKH1106,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 10:28AM CST,Mon 11:57AM CST
1150,CES5106,A333,Beijing Capital Int'l (PEK / ZBAA),Mon 10:12AM CST,Mon 11:55AM CST
1151,DKH1132,A320,Taiyuan Wusu (TYN / ZBYN),Mon 10:11AM CST,Mon 11:53AM CST
1152,CES5803,B732,Kunming Changshui Int'l (KMG / ZPPP),Mon 09:14AM CST,Mon 11:52AM CST
1153,CES5304,B732,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 10:04AM CST,Mon 11:51AM CST
1154,CES2153,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 10:09AM CST,Mon 11:49AM CST
1155,CES5337,A320,Penglai International (YNT / ZSYT),Mon 10:22AM CST,Mon 11:45AM CST
1156,CQH6632,A320,Shubuling (LYI / ZSLY),Mon 10:40AM CST,Mon 11:45AM CST
1157,DKH1124,A321,Changsha Huanghua Int'l (CSX / ZGHA),Mon 10:18AM CST,Mon 11:44AM CST
1158,CQH8958,A320,Jieyang Chaoshan International Airport (SWA / ZGOW),Mon 10:04AM CST,Mon 11:41AM CST
1159,CES5324,B738,Changsha Huanghua Int'l (CSX / ZGHA),Mon 10:18AM CST,Mon 11:35AM CST
1160,CSH9206,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Mon 10:30AM CST,Mon 11:29AM CST
1161,CES2507,B738,Wuhan Tianhe (WUH / ZHHH),Mon 10:20AM CST,Mon 11:26AM CST
1162,CCA1519,A333,Beijing Capital Int'l (PEK / ZBAA),Mon 09:42AM CST,Mon 11:23AM CST
1163,CES6974,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Mon 09:01AM CST,Mon 11:13AM CST
1164,CSN3553,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 09:16AM CST,Mon 11:03AM CST
1165,CCA1838,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 09:14AM CST,Mon 10:56AM CST
1166,CSH9516,B738,Wenzhou Int'l (WNZ / ZSWZ),Mon 10:05AM CST,Mon 10:52AM CST
1167,CES2151,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 09:06AM CST,Mon 10:50AM CST
1168,CES5104,A333,Beijing Capital Int'l (PEK / ZBAA),Mon 09:06AM CST,Mon 10:47AM CST
1169,CXA8511,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 09:34AM CST,Mon 10:46AM CST
1170,CES5801,B738,Kunming Changshui Int'l (KMG / ZPPP),Mon 08:17AM CST,Mon 10:42AM CST
1171,CSN3951,B788,Beijing Daxing International Airport (PKX / ZBAD),Mon 09:09AM CST,Mon 10:40AM CST
1172,CES5276,A320,Yinchuan Helanshan (INC / ZLIC),Mon 08:37AM CST,Mon 10:37AM CST
1173,CCA1501,A359,Beijing Capital Int'l (PEK / ZBAA),Mon 08:53AM CST,Mon 10:35AM CST
1174,CES2408,B732,Taiyuan Wusu (TYN / ZBYN),Mon 08:43AM CST,Mon 10:33AM CST
1175,CES5302,A332,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 08:55AM CST,Mon 10:31AM CST
1176,CES2220,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 08:12AM CST,Mon 10:28AM CST
1177,CES2501,B732,Wuhan Tianhe (WUH / ZHHH),Mon 09:20AM CST,Mon 10:25AM CST
1178,DKH1236,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 08:41AM CST,Mon 10:25AM CST
1179,HBH3219,B738,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Mon 08:40AM CST,Mon 10:21AM CST
1180,CHH7607,A332,Beijing Capital Int'l (PEK / ZBAA),Mon 08:33AM CST,Mon 10:15AM CST
1181,CSZ9501,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 08:33AM CST,Mon 10:13AM CST
1182,CES5152,A321,Beijing Capital Int'l (PEK / ZBAA),Mon 08:26AM CST,Mon 10:10AM CST
1183,CES5102,A333,Beijing Capital Int'l (PEK / ZBAA),Mon 08:12AM CST,Mon 10:00AM CST
1184,CQH8956,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 08:17AM CST,Mon 09:59AM CST
1185,CCA1831,B773,Beijing Capital Int'l (PEK / ZBAA),Mon 08:11AM CST,Mon 09:57AM CST
1186,CSN3523,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 08:21AM CST,Mon 09:53AM CST
1187,CCA4515,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Mon 07:49AM CST,Mon 09:52AM CST
1188,CCA1533,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Mon 08:13AM CST,Mon 09:50AM CST
1189,CSN3965,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 08:11AM CST,Mon 09:48AM CST
1190,CSH9460,B738,Guiyang Longdongbao (KWE / ZUGY),Mon 07:48AM CST,Mon 09:44AM CST
1191,CXA8573,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Mon 08:45AM CST,Mon 09:42AM CST
1192,DKH1144,A320,Guiyang Longdongbao (KWE / ZUGY),Mon 07:34AM CST,Mon 09:35AM CST
1193,CDG2305,B738,Jinan Yaoqiang (TNA / ZSJN),Mon 08:15AM CST,Mon 09:33AM CST
1194,DKH1152,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 07:50AM CST,Mon 09:32AM CST
1195,CCA4543,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 07:44AM CST,Mon 09:23AM CST
1196,CES5514,A320,Qingdao Liuting Int'l (TAO / ZSQD),Mon 08:07AM CST,Mon 09:20AM CST
1197,CDG4941,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 08:03AM CST,Mon 09:17AM CST
1198,CUA5737,737,Beijing Daxing International Airport (PKX / ZBAD),Mon 07:33AM CST,Mon 09:12AM CST
1199,CQH8930,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 07:23AM CST,Mon 09:02AM CST
1200,CHH7605,B789,Beijing Capital Int'l (PEK / ZBAA),Mon 07:23AM CST,Mon 08:58AM CST
1201,CDG4661,B738,Qingdao Liuting Int'l (TAO / ZSQD),Mon 07:33AM CST,Mon 08:52AM CST
1202,CES5100,A321,Beijing Capital Int'l (PEK / ZBAA),Mon 07:07AM CST,Mon 08:47AM CST
1203,CSN3533,A359,Guangzhou Baiyun Int'l (CAN / ZGGG),Mon 07:12AM CST,Mon 08:45AM CST
1204,CES5516,A321,Qingdao Liuting Int'l (TAO / ZSQD),Mon 07:26AM CST,Mon 08:38AM CST
1205,CES5422,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 06:44AM CST,Mon 08:35AM CST
1206,CSN3568,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 06:56AM CST,Mon 08:32AM CST
1207,CUA2217,737,Tianjin Binhai Int'l (TSN / ZBTJ),Mon 06:56AM CST,Mon 08:29AM CST
1208,CXA8583,B738,Changsha Huanghua Int'l (CSX / ZGHA),Mon 07:10AM CST,Mon 08:27AM CST
1209,CES2239,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Mon 06:40AM CST,Mon 08:20AM CST
1210,CES9694,B732,Taiyuan Wusu (TYN / ZBYN),Mon 06:35AM CST,Mon 08:18AM CST
1211,CQH6256,A320,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Mon 06:39AM CST,Mon 08:15AM CST
1212,CXA8501,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Mon 07:00AM CST,Mon 08:14AM CST
1213,DKH1244,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 06:13AM CST,Mon 08:02AM CST
1214,CES5578,A320,Qingdao Liuting Int'l (TAO / ZSQD),Mon 06:41AM CST,Mon 07:56AM CST
1215,CQH8950,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 06:12AM CST,Mon 07:52AM CST
1216,CES5578,A320,Qingdao Liuting Int'l (TAO / ZSQD),Mon 06:41AM CST,Mon 07:56AM CST
1217,CQH8950,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Mon 06:12AM CST,Mon 07:52AM CST
1218,DKH1268,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Mon 05:39AM CST,Mon 07:43AM CST
1219,DKH1158,A321,Zhuhai Int'l (ZUH / ZGSD),Sun 10:59PM CST,Mon 12:43AM CST
1220,DKH1156,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 11:06PM CST,Mon 12:36AM CST
1221,DKH1134,A320,Taiyuan Wusu (TYN / ZBYN),Sun 10:48PM CST,Mon 12:28AM CST
1222,CES5320,A359,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 10:50PM CST,Mon 12:18AM CST
1223,CES5360,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 10:44PM CST,Mon 12:14AM CST
1224,DKH1128,A321,Sanya Phoenix Int'l (SYX / ZJSY),Sun 09:53PM CST,Mon 12:05AM CST
1225,CQH8846,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 10:18PM CST,Sun 11:59PM CST
1226,CXA8581,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 10:10PM CST,Sun 11:56PM CST
1227,CSH9542,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 09:42PM CST,Sun 11:49PM CST
1228,DKH1272,A320,Haikou Meilan Int'l (HAK / ZJHK),Sun 09:40PM CST,Sun 11:47PM CST
1229,CQH8886,A320,Guiyang Longdongbao (KWE / ZUGY),Sun 09:44PM CST,Sun 11:45PM CST
1230,CQH8932,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 10:09PM CST,Sun 11:44PM CST
1231,CES5690,A320,Hohhot Baita Int'l (HET / ZBHH),Sun 09:51PM CST,Sun 11:39PM CST
1232,CSH9522,B789,Sanya Phoenix Int'l (SYX / ZJSY),Sun 09:08PM CST,Sun 11:38PM CST
1233,CES5690,A320,Hohhot Baita Int'l (HET / ZBHH),Sun 09:51PM CST,Sun 11:39PM CST
1234,CSH9522,B789,Sanya Phoenix Int'l (SYX / ZJSY),Sun 09:08PM CST,Sun 11:38PM CST
1235,CES5166,B773,Beijing Capital Int'l (PEK / ZBAA),Sun 09:58PM CST,Sun 11:36PM CST
1236,CQH8864,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 10:22PM CST,Sun 11:34PM CST
1237,CSH9338,B738,Nanning Wuxu Int'l (NNG / ZGNN),Sun 09:33PM CST,Sun 11:32PM CST
1238,CXA8569,B738,Changsha Huanghua Int'l (CSX / ZGHA),Sun 09:25PM CST,Sun 11:29PM CST
1239,DKH1198,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 10:13PM CST,Sun 11:25PM CST
1240,CSH9550,737,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 09:16PM CST,Sun 11:24PM CST
1241,CQH8780,A320,Sanya Phoenix Int'l (SYX / ZJSY),Sun 08:57PM CST,Sun 11:23PM CST
1242,DKH1288,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 09:43PM CST,Sun 11:20PM CST
1243,CQH8830,A320,Changde Taohuayuan (CGD / ZGCD),Sun 09:50PM CST,Sun 11:20PM CST
1244,CES5136,A332,Guiyang Longdongbao (KWE / ZUGY),Sun 09:26PM CST,Sun 11:16PM CST
1245,CHH7603,B738,Beijing Capital Int'l (PEK / ZBAA),Sun 09:30PM CST,Sun 11:15PM CST
1246,CSH9428,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 09:28PM CST,Sun 11:13PM CST
1247,CES6356,A321,Changchun Longjia Int'l (CGQ / ZYCC),Sun 08:35PM CST,Sun 11:10PM CST
1248,CSH9262,737,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 09:52PM CST,Sun 11:09PM CST
1249,DKH1096,A320,Bijie Feixiong (BFJ / ZUBJ),Sun 09:00PM CST,Sun 11:06PM CST
1250,CES6382,A320,Xinyang Minggang Airport (XAI / ZHXY),Sun 09:59PM CST,Sun 11:05PM CST
1251,CES5364,A333,Changsha Huanghua Int'l (CSX / ZGHA),Sun 10:03PM CST,Sun 11:05PM CST
1252,CSH9532,A333,Haikou Meilan Int'l (HAK / ZJHK),Sun 08:54PM CST,Sun 11:03PM CST
1253,CQH8910,A320,Quanzhou Jinjiang (JJN / ZSQZ),Sun 09:44PM CST,Sun 11:00PM CST
1254,CES9086,A320,Yinchuan Helanshan (INC / ZLIC),Sun 08:48PM CST,Sun 10:57PM CST
1255,CSH9062,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Sun 09:21PM CST,Sun 10:57PM CST
1256,CES5530,A320,Qingdao Liuting Int'l (TAO / ZSQD),Sun 09:29PM CST,Sun 10:55PM CST
1257,CES5478,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 08:46PM CST,Sun 10:54PM CST
1258,CSH9498,737,Zhuhai Int'l (ZUH / ZGSD),Sun 09:02PM CST,Sun 10:51PM CST
1259,CSH9364,B738,Wuhan Tianhe (WUH / ZHHH),Sun 09:39PM CST,Sun 10:48PM CST
1260,CSN3589,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 09:11PM CST,Sun 10:47PM CST
1261,CES6338,A321,Harbin Taiping Int'l (HRB / ZYHB),Sun 08:01PM CST,Sun 10:47PM CST
1262,CES5128,A333,Beijing Capital Int'l (PEK / ZBAA),Sun 09:05PM CST,Sun 10:45PM CST
1263,CES5580,A320,Fuzhou Changle Int'l (FOC / ZSFZ),Sun 09:48PM CST,Sun 10:43PM CST
1264,CES5582,A320,Dashuipo (WEH / ZSWH),Sun 09:11PM CST,Sun 10:38PM CST
1265,CSH9128,B738,Hohhot Baita Int'l (HET / ZBHH),Sun 08:25PM CST,Sun 10:37PM CST
1266,CES5210,A321,Jieyang Chaoshan International Airport (SWA / ZGOW),Sun 09:11PM CST,Sun 10:35PM CST
1267,CES5813,B738,Kunming Changshui Int'l (KMG / ZPPP),Sun 08:16PM CST,Sun 10:34PM CST
1268,CSH9426,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 08:44PM CST,Sun 10:32PM CST
1269,DKH1226,B789,Sanya Phoenix Int'l (SYX / ZJSY),Sun 08:15PM CST,Sun 10:29PM CST
1270,CES5358,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sun 08:40PM CST,Sun 10:24PM CST
1271,CCA1589,B773,Beijing Capital Int'l (PEK / ZBAA),Sun 08:40PM CST,Sun 10:22PM CST
1272,CHH7219,B738,Haikou Meilan Int'l (HAK / ZJHK),Sun 08:06PM CST,Sun 10:19PM CST
1273,CSH9102,B738,Beijing Capital Int'l (PEK / ZBAA),Sun 08:26PM CST,Sun 10:19PM CST
1274,CQH8796,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Sun 07:57PM CST,Sun 10:17PM CST
1275,CES2470,B738,Wuhan Tianhe (WUH / ZHHH),Sun 08:58PM CST,Sun 10:14PM CST
1276,CES9084,A320,Nanchang Changbei Int'l (KHN / ZSCN),Sun 09:13PM CST,Sun 10:11PM CST
1277,CQH8996,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 08:12PM CST,Sun 10:10PM CST
1278,CES5318,B773,Guangzhou Baiyun Int'l (CAN / ZGGG),Sun 08:39PM CST,Sun 10:09PM CST
1279,CCA4541,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 08:13PM CST,Sun 10:06PM CST
1280,CES2169,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 08:17PM CST,Sun 10:04PM CST
1281,CES9626,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 08:15PM CST,Sun 10:04PM CST
1282,CSH9186,A333,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 07:51PM CST,Sun 10:03PM CST
1283,CQH8737,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 07:47PM CST,Sun 10:02PM CST
1284,DKH1060,A21N,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 07:53PM CST,Sun 09:59PM CST
1285,CES5394,A320,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 08:41PM CST,Sun 09:57PM CST
1286,CSZ9519,A320,Jingdezhen (JDZ / ZSJD),Sun 09:05PM CST,Sun 09:53PM CST
1287,CES5126,B773,Beijing Capital Int'l (PEK / ZBAA),Sun 08:09PM CST,Sun 09:51PM CST
1288,CSH9424,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 07:49PM CST,Sun 09:48PM CST
