,标识符,机型,始发地,出发,到达
0,CXA8521,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 01:23PM CST,Thu 02:32PM CST
1,CES5408,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 12:25PM CST,Thu 02:28PM CST
2,CSH9132,737,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 12:46PM CST,Thu 02:27PM CST
3,CDG4669,B738,Qingdao Liuting Int'l (TAO / ZSQD),Thu 01:03PM CST,Thu 02:26PM CST
4,CSN3831,A21N,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 12:44PM CST,Thu 02:22PM CST
5,CSH9332,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 12:41PM CST,Thu 02:21PM CST
6,CSH9308,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 12:40PM CST,Thu 02:17PM CST
7,CES5428,A332,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 12:27PM CST,Thu 02:17PM CST
8,CQH8898,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 12:25PM CST,Thu 02:17PM CST
9,CXA8577,B738,Quanzhou Jinjiang (JJN / ZSQZ),Thu 01:06PM CST,Thu 02:14PM CST
10,CSH9538,B789,Sanya Phoenix Int'l (SYX / ZJSY),Thu 11:38AM CST,Thu 02:12PM CST
11,CCA1557,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 12:25PM CST,Thu 02:11PM CST
12,CDG4863,B738,Penglai International (YNT / ZSYT),Thu 12:33PM CST,Thu 02:05PM CST
13,CSN3539,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 12:22PM CST,Thu 02:04PM CST
14,CSN3551,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 12:19PM CST,Thu 02:02PM CST
15,CES5308,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 12:23PM CST,Thu 02:01PM CST
16,CSH9514,B738,Zhuhai Int'l (ZUH / ZGSD),Thu 12:12PM CST,Thu 01:58PM CST
17,CSH9202,737,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 12:09PM CST,Thu 01:54PM CST
18,CSH9340,737,Nanning Wuxu Int'l (NNG / ZGNN),Thu 11:47AM CST,Thu 01:52PM CST
19,CSZ9507,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 12:02PM CST,Thu 01:50PM CST
20,CES5110,A321,Beijing Capital Int'l (PEK / ZBAA),Thu 12:07PM CST,Thu 01:50PM CST
21,DKH1078,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 12:13PM CST,Thu 01:50PM CST
22,CSH9348,A321,Wuhan Tianhe (WUH / ZHHH),Thu 12:40PM CST,Thu 01:41PM CST
23,CSN6981,B738,Urumqi Diwopu Int'l (URC / ZWWW),Thu 09:39AM CST,Thu 01:39PM CST
24,DKH1252,A320,Beijing Daxing International Airport (PKX / ZBAD),Thu 11:52AM CST,Thu 01:38PM CST
25,CQH8918,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 11:52AM CST,Thu 01:33PM CST
26,CES5805,B738,Kunming Changshui Int'l (KMG / ZPPP),Thu 11:13AM CST,Thu 01:31PM CST
27,DKH1218,A21N,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 11:40AM CST,Thu 01:30PM CST
28,CXA8378,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 11:47AM CST,Thu 01:27PM CST
29,CSH9306,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 11:47AM CST,Thu 01:25PM CST
30,CQH6278,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 11:19AM CST,Thu 01:23PM CST
31,CSH9148,737,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 11:47AM CST,Thu 01:20PM CST
32,CES5338,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 11:44AM CST,Thu 01:18PM CST
33,CSH9220,737,Urumqi Diwopu Int'l (URC / ZWWW),Thu 09:15AM CST,Thu 01:16PM CST
34,CES5154,B773,Beijing Capital Int'l (PEK / ZBAA),Thu 11:33AM CST,Thu 01:13PM CST
35,DKH1112,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 11:42AM CST,Thu 01:13PM CST
36,CSH9396,A333,Changsha Huanghua Int'l (CSX / ZGHA),Thu 11:53AM CST,Thu 01:12PM CST
37,CQH8836,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 11:29AM CST,Thu 01:05PM CST
38,CES5693,A320,Luoyang (LYA / ZHLY),Thu 11:41AM CST,Thu 12:56PM CST
39,CDG4663,B738,Qingdao Liuting Int'l (TAO / ZSQD),Thu 11:39AM CST,Thu 12:54PM CST
40,CSN3537,A21N,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 11:18AM CST,Thu 12:52PM CST
41,CQH8608,A320,Zhangjiakou Ningyuan (ZQZ / ZBZJ),Thu 10:52AM CST,Thu 12:47PM CST
42,CES2155,A332,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 11:12AM CST,Thu 12:45PM CST
43,CSH9164,737,Taiyuan Wusu (TYN / ZBYN),Thu 10:58AM CST,Thu 12:43PM CST
44,CSH9536,737,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 11:30AM CST,Thu 12:41PM CST
45,CES5336,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 10:55AM CST,Thu 12:39PM CST
46,DKH1160,A320,Zhuhai Int'l (ZUH / ZGSD),Thu 10:55AM CST,Thu 12:39PM CST
47,DKH1086,A320,Zunyi Maotai Airport (WMT / ZUMT),Thu 10:40AM CST,Thu 12:34PM CST
48,LKE9887,A320,Yichun Mingyueshan (YIC / ZSYC),Thu 11:17AM CST,Thu 12:33PM CST
49,TBA9865,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 10:28AM CST,Thu 12:28PM CST
50,CXA8567,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 11:13AM CST,Thu 12:25PM CST
51,CES5406,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 10:13AM CST,Thu 12:22PM CST
52,CQH8820,A320,Zhuhai Int'l (ZUH / ZGSD),Thu 10:38AM CST,Thu 12:21PM CST
53,CES5306,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 10:39AM CST,Thu 12:18PM CST
54,CQH8820,A320,Zhuhai Int'l (ZUH / ZGSD),Thu 10:38AM CST,Thu 12:21PM CST
55,CES5306,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 10:39AM CST,Thu 12:18PM CST
56,CCA1531,A359,Beijing Capital Int'l (PEK / ZBAA),Thu 10:35AM CST,Thu 12:15PM CST
57,CSH9234,B738,Qingdao Liuting Int'l (TAO / ZSQD),Thu 11:02AM CST,Thu 12:14PM CST
58,CES5396,B732,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Thu 10:58AM CST,Thu 12:11PM CST
59,CSN3531,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 10:25AM CST,Thu 12:06PM CST
60,DKH1132,A320,Taiyuan Wusu (TYN / ZBYN),Thu 10:21AM CST,Thu 12:03PM CST
61,CES9719,737,Lijiang (LJG / ZPLJ),Thu 09:36AM CST,Thu 12:01PM CST
62,DKH1124,A321,Changsha Huanghua Int'l (CSX / ZGHA),Thu 10:36AM CST,Thu 12:01PM CST
63,CXA8541,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Thu 11:04AM CST,Thu 11:56AM CST
64,CES2153,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 10:07AM CST,Thu 11:52AM CST
65,CES5324,B738,Changsha Huanghua Int'l (CSX / ZGHA),Thu 10:45AM CST,Thu 11:48AM CST
66,CSH9304,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 10:15AM CST,Thu 11:48AM CST
67,CES5106,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 10:02AM CST,Thu 11:48AM CST
68,CQH8816,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 10:30AM CST,Thu 11:44AM CST
69,CES5404,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 09:36AM CST,Thu 11:44AM CST
70,CES6974,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Thu 09:32AM CST,Thu 11:40AM CST
71,CES5334,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 09:57AM CST,Thu 11:37AM CST
72,CES5334,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 09:57AM CST,Thu 11:37AM CST
73,CSH9074,B738,Penglai International (YNT / ZSYT),Thu 10:02AM CST,Thu 11:35AM CST
74,CES2507,B738,Wuhan Tianhe (WUH / ZHHH),Thu 10:25AM CST,Thu 11:31AM CST
75,CQH8958,A320,Jieyang Chaoshan International Airport (SWA / ZGOW),Thu 09:58AM CST,Thu 11:31AM CST
76,CES5803,B732,Kunming Changshui Int'l (KMG / ZPPP),Thu 09:13AM CST,Thu 11:29AM CST
77,CES5304,B732,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 09:46AM CST,Thu 11:25AM CST
78,CSH9264,737,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 10:17AM CST,Thu 11:25AM CST
79,CES5572,A320,Jinan Yaoqiang (TNA / ZSJN),Thu 10:09AM CST,Thu 11:22AM CST
80,CSZ9503,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 09:40AM CST,Thu 11:19AM CST
81,DKH1106,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 10:01AM CST,Thu 11:13AM CST
82,CSN3553,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 09:37AM CST,Thu 11:13AM CST
83,CQH6632,A320,Shubuling (LYI / ZSLY),Thu 10:07AM CST,Thu 11:09AM CST
84,UEA6671,AJ27,Yueyang Sanhe Airport (YYA / ZGYY),Thu 09:44AM CST,Thu 11:07AM CST
85,CCA1838,B738,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 09:14AM CST,Thu 11:02AM CST
86,CSH9246,B738,Nanchang Changbei Int'l (KHN / ZSCN),Thu 09:56AM CST,Thu 10:56AM CST
87,CSH9206,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Thu 09:47AM CST,Thu 10:51AM CST
88,CSH9516,B738,Wenzhou Int'l (WNZ / ZSWZ),Thu 10:01AM CST,Thu 10:47AM CST
89,CES2151,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 09:12AM CST,Thu 10:46AM CST
90,CSN3951,B788,Beijing Daxing International Airport (PKX / ZBAD),Thu 09:07AM CST,Thu 10:40AM CST
91,CSN3965,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 09:03AM CST,Thu 10:38AM CST
92,CES5337,A320,Penglai International (YNT / ZSYT),Thu 09:16AM CST,Thu 10:33AM CST
93,CES2220,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 08:25AM CST,Thu 10:31AM CST
94,CES5801,B738,Kunming Changshui Int'l (KMG / ZPPP),Thu 08:13AM CST,Thu 10:28AM CST
95,CQH8822,A320,Qingdao Liuting Int'l (TAO / ZSQD),Thu 09:06AM CST,Thu 10:26AM CST
96,CXA8511,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 09:14AM CST,Thu 10:23AM CST
97,CES5276,A320,Yinchuan Helanshan (INC / ZLIC),Thu 08:30AM CST,Thu 10:22AM CST
98,CES5152,A321,Beijing Capital Int'l (PEK / ZBAA),Thu 08:39AM CST,Thu 10:20AM CST
99,CES5302,A332,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 08:42AM CST,Thu 10:20AM CST
100,CQH8956,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 08:35AM CST,Thu 10:17AM CST
101,DKH1236,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 08:40AM CST,Thu 10:16AM CST
102,CHH7607,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 08:35AM CST,Thu 10:13AM CST
103,CES2408,B732,Taiyuan Wusu (TYN / ZBYN),Thu 08:31AM CST,Thu 10:12AM CST
104,CSZ9501,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 08:29AM CST,Thu 10:10AM CST
105,CCA1501,B773,Beijing Capital Int'l (PEK / ZBAA),Thu 08:29AM CST,Thu 10:01AM CST
106,HBH3219,B738,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Thu 08:22AM CST,Thu 09:57AM CST
107,CCA4515,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 07:57AM CST,Thu 09:55AM CST
108,CSN3523,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 08:16AM CST,Thu 09:54AM CST
109,CES2501,B732,Wuhan Tianhe (WUH / ZHHH),Thu 08:50AM CST,Thu 09:53AM CST
110,CES5102,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 08:07AM CST,Thu 09:50AM CST
111,CSH9460,B738,Guiyang Longdongbao (KWE / ZUGY),Thu 07:56AM CST,Thu 09:48AM CST
112,CCA1533,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 08:15AM CST,Thu 09:42AM CST
113,CSN3625,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 07:57AM CST,Thu 09:40AM CST
114,GCR7883,A332,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 08:08AM CST,Thu 09:38AM CST
115,CXA8573,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Thu 08:38AM CST,Thu 09:35AM CST
116,CES5514,A320,Qingdao Liuting Int'l (TAO / ZSQD),Thu 08:13AM CST,Thu 09:30AM CST
117,DKH1144,A320,Guiyang Longdongbao (KWE / ZUGY),Thu 07:38AM CST,Thu 09:30AM CST
118,CDG2305,B738,Jinan Yaoqiang (TNA / ZSJN),Thu 08:20AM CST,Thu 09:27AM CST
119,DKH1152,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 07:54AM CST,Thu 09:25AM CST
120,CCA4543,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 07:45AM CST,Thu 09:22AM CST
121,CUA5737,737,Beijing Daxing International Airport (PKX / ZBAD),Thu 07:47AM CST,Thu 09:18AM CST
122,CCA1831,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 07:38AM CST,Thu 09:10AM CST
123,CDG4941,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 07:58AM CST,Thu 09:07AM CST
124,CQH8930,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 07:29AM CST,Thu 09:03AM CST
125,CHH7605,B789,Beijing Capital Int'l (PEK / ZBAA),Thu 07:25AM CST,Thu 08:59AM CST
126,CDG4661,B738,Qingdao Liuting Int'l (TAO / ZSQD),Thu 07:39AM CST,Thu 08:54AM CST
127,CSN3533,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 07:13AM CST,Thu 08:48AM CST
128,CSN3568,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 06:55AM CST,Thu 08:30AM CST
129,CXA8501,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Thu 07:18AM CST,Thu 08:28AM CST
130,CUA2217,737,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 07:01AM CST,Thu 08:28AM CST
131,CES5516,A321,Qingdao Liuting Int'l (TAO / ZSQD),Thu 07:13AM CST,Thu 08:24AM CST
132,CES5422,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 06:34AM CST,Thu 08:18AM CST
133,CES5578,A320,Qingdao Liuting Int'l (TAO / ZSQD),Thu 07:02AM CST,Thu 08:15AM CST
134,CQH6256,A320,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Thu 06:35AM CST,Thu 08:11AM CST
135,CES2239,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 06:33AM CST,Thu 08:08AM CST
136,DKH1244,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 06:18AM CST,Thu 07:55AM CST
137,CES9694,B732,Taiyuan Wusu (TYN / ZBYN),Thu 06:20AM CST,Thu 07:51AM CST
138,DKH1156,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 11:00PM CST,Thu 12:28AM CST
139,DKH1158,A321,Zhuhai Int'l (ZUH / ZGSD),Wed 10:44PM CST,Thu 12:25AM CST
140,DKH1272,B789,Haikou Meilan Int'l (HAK / ZJHK),Wed 10:03PM CST,Thu 12:10AM CST
141,DKH1096,A320,Bijie Feixiong (BFJ / ZUBJ),Wed 10:00PM CST,Thu 12:06AM CST
142,CQH8932,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 10:30PM CST,Thu 12:03AM CST
143,DKH1128,A321,Sanya Phoenix Int'l (SYX / ZJSY),Wed 09:33PM CST,Wed 11:56PM CST
144,CQH8962,A320,Qianjiang Wulingshan (JIQ / ZUQJ),Wed 10:14PM CST,Wed 11:53PM CST
145,CQH8886,A320,Guiyang Longdongbao (KWE / ZUGY),Wed 10:02PM CST,Wed 11:50PM CST
146,CQH8780,A320,Sanya Phoenix Int'l (SYX / ZJSY),Wed 09:22PM CST,Wed 11:46PM CST
147,CQH8780,A320,Sanya Phoenix Int'l (SYX / ZJSY),Wed 09:22PM CST,Wed 11:46PM CST
148,CQH8738,A320,Dongying Shengli (DOY / ZSDY),Wed 10:20PM CST,Wed 11:43PM CST
149,CSH9522,B789,Sanya Phoenix Int'l (SYX / ZJSY),Wed 08:57PM CST,Wed 11:40PM CST
150,DKH1134,A320,Taiyuan Wusu (TYN / ZBYN),Wed 09:48PM CST,Wed 11:39PM CST
151,CSH9428,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 09:50PM CST,Wed 11:37PM CST
152,DKH1288,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 10:01PM CST,Wed 11:35PM CST
153,CES5360,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 09:50PM CST,Wed 11:33PM CST
154,CSH9338,B738,Nanning Wuxu Int'l (NNG / ZGNN),Wed 09:29PM CST,Wed 11:31PM CST
155,CHH7603,B738,Beijing Capital Int'l (PEK / ZBAA),Wed 09:31PM CST,Wed 11:29PM CST
156,CES5320,A359,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 09:48PM CST,Wed 11:27PM CST
157,CQH8846,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 09:44PM CST,Wed 11:26PM CST
158,CES9086,A320,Yinchuan Helanshan (INC / ZLIC),Wed 09:15PM CST,Wed 11:23PM CST
159,CQH8864,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 10:06PM CST,Wed 11:19PM CST
160,CES5136,A332,Guiyang Longdongbao (KWE / ZUGY),Wed 09:32PM CST,Wed 11:17PM CST
161,CSH9550,737,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 09:14PM CST,Wed 11:17PM CST
162,CQH8950,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 09:37PM CST,Wed 11:15PM CST
163,CES6356,A321,Changchun Longjia Int'l (CGQ / ZYCC),Wed 08:40PM CST,Wed 11:12PM CST
164,CSH9532,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 08:55PM CST,Wed 11:08PM CST
165,DKH1198,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 09:50PM CST,Wed 11:07PM CST
166,CES6382,A320,Xinyang Minggang Airport (XAI / ZHXY),Wed 09:53PM CST,Wed 11:01PM CST
167,CSH9062,737,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 09:20PM CST,Wed 11:00PM CST
168,CQH8910,A320,Quanzhou Jinjiang (JJN / ZSQZ),Wed 09:41PM CST,Wed 10:57PM CST
169,CES5478,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 08:52PM CST,Wed 10:56PM CST
170,DKH1226,B789,Sanya Phoenix Int'l (SYX / ZJSY),Wed 08:30PM CST,Wed 10:54PM CST
171,CSH9364,B738,Wuhan Tianhe (WUH / ZHHH),Wed 09:45PM CST,Wed 10:51PM CST
172,CES5128,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 09:03PM CST,Wed 10:49PM CST
173,CSH9498,737,Zhuhai Int'l (ZUH / ZGSD),Wed 09:01PM CST,Wed 10:49PM CST
174,CES5210,A321,Jieyang Chaoshan International Airport (SWA / ZGOW),Wed 09:23PM CST,Wed 10:48PM CST
175,CSN3589,A321,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 09:07PM CST,Wed 10:45PM CST
176,CES5364,A333,Changsha Huanghua Int'l (CSX / ZGHA),Wed 09:33PM CST,Wed 10:44PM CST
177,CQH6568,A320,Nanyang (NNY / ZHNY),Wed 09:21PM CST,Wed 10:40PM CST
178,CXA8318,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 08:56PM CST,Wed 10:39PM CST
179,CSH9426,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 08:52PM CST,Wed 10:37PM CST
180,CES6338,A321,Harbin Taiping Int'l (HRB / ZYHB),Wed 07:47PM CST,Wed 10:37PM CST
181,CES5813,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 08:13PM CST,Wed 10:35PM CST
182,CHH7219,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 08:16PM CST,Wed 10:30PM CST
183,CES5580,A320,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 09:31PM CST,Wed 10:28PM CST
184,CSH9128,B738,Hohhot Baita Int'l (HET / ZBHH),Wed 08:33PM CST,Wed 10:28PM CST
185,CSH9574,B738,Penglai International (YNT / ZSYT),Wed 08:51PM CST,Wed 10:24PM CST
186,CES5358,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 08:44PM CST,Wed 10:23PM CST
187,CES5318,B773,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 08:46PM CST,Wed 10:19PM CST
188,CQH8796,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 08:14PM CST,Wed 10:18PM CST
189,CES5526,A320,Penglai International (YNT / ZSYT),Wed 08:51PM CST,Wed 10:17PM CST
190,CES9084,A320,Nanchang Changbei Int'l (KHN / ZSCN),Wed 09:14PM CST,Wed 10:14PM CST
191,CES5394,A320,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 08:55PM CST,Wed 10:11PM CST
192,CCA1589,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 08:27PM CST,Wed 10:07PM CST
193,CQH8824,A320,Zunyi (ZYI / ZUZY),Wed 08:19PM CST,Wed 10:07PM CST
194,CES2470,B738,Wuhan Tianhe (WUH / ZHHH),Wed 09:00PM CST,Wed 10:06PM CST
195,CSH9186,A333,Shenyang Taoxian Int'l (SHE / ZYTX),Wed 07:44PM CST,Wed 10:01PM CST
196,CSN3595,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 08:21PM CST,Wed 10:00PM CST
197,DKH1060,A21N,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 07:56PM CST,Wed 09:59PM CST
198,CQH8996,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 08:06PM CST,Wed 09:56PM CST
199,CSH9362,737,Changsha Huanghua Int'l (CSX / ZGHA),Wed 08:31PM CST,Wed 09:55PM CST
200,CSH9542,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 07:46PM CST,Wed 09:52PM CST
201,CES5126,B773,Beijing Capital Int'l (PEK / ZBAA),Wed 08:03PM CST,Wed 09:51PM CST
202,CES2169,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 08:11PM CST,Wed 09:50PM CST
203,CSH9262,737,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 08:32PM CST,Wed 09:46PM CST
204,CSH9424,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:55PM CST,Wed 09:44PM CST
205,CSZ9519,A320,Jingdezhen (JDZ / ZSJD),Wed 08:52PM CST,Wed 09:43PM CST
206,CES2993,A321,Ganzhou Huangjin (KOW / ZSGZ),Wed 08:36PM CST,Wed 09:42PM CST
207,DKH1256,A320,Urumqi Diwopu Int'l (URC / ZWWW),Wed 05:32PM CST,Wed 09:37PM CST
208,CSH9216,B738,Zhuhai Int'l (ZUH / ZGSD),Wed 07:50PM CST,Wed 09:36PM CST
209,CES5354,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 08:03PM CST,Wed 09:35PM CST
210,DKH1064,A320,Xiangfan (XFN / ZHXF),Wed 08:16PM CST,Wed 09:33PM CST
211,CXA8569,B738,Changsha Huanghua Int'l (CSX / ZGHA),Wed 08:10PM CST,Wed 09:28PM CST
212,CSH9204,737,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 07:47PM CST,Wed 09:28PM CST
213,CXA8581,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:37PM CST,Wed 09:23PM CST
214,CSH9318,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 07:41PM CST,Wed 09:22PM CST
215,CQH6216,A320,Quanzhou Jinjiang (JJN / ZSQZ),Wed 08:11PM CST,Wed 09:20PM CST
216,CSN3575,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 07:40PM CST,Wed 09:18PM CST
217,CES5352,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 07:36PM CST,Wed 09:15PM CST
218,CES9725,737,Dali (DLU / ZPDL),Wed 06:50PM CST,Wed 09:15PM CST
219,CES2410,B732,Taiyuan Wusu (TYN / ZBYN),Wed 07:21PM CST,Wed 09:10PM CST
220,CES5581,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 06:35PM CST,Wed 09:08PM CST
221,CSH9064,737,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 07:36PM CST,Wed 09:08PM CST
222,CSN3547,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 07:27PM CST,Wed 09:04PM CST
223,CES5634,A320,Urumqi Diwopu Int'l (URC / ZWWW),Wed 04:57PM CST,Wed 09:02PM CST
224,N577QT,F900,Near Jiangdu Jingsu,Wed 08:26PM CST,Wed 08:59PM CST
225,CES5316,A320,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 07:13PM CST,Wed 08:54PM CST
226,CQH8948,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 07:20PM CST,Wed 08:53PM CST
227,CSH9210,737,Nanning Wuxu Int'l (NNG / ZGNN),Wed 06:51PM CST,Wed 08:49PM CST
228,CXA8515,B737,Quanzhou Jinjiang (JJN / ZSQZ),Wed 07:36PM CST,Wed 08:48PM CST
229,DKH1202,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 07:10PM CST,Wed 08:42PM CST
230,CES5124,B773,Beijing Capital Int'l (PEK / ZBAA),Wed 07:08PM CST,Wed 08:42PM CST
231,CES5350,A332,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 06:59PM CST,Wed 08:35PM CST
232,CES5314,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 06:48PM CST,Wed 08:31PM CST
233,CES5162,A332,Beijing Capital Int'l (PEK / ZBAA),Wed 06:43PM CST,Wed 08:26PM CST
234,CXA8545,B737,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 07:15PM CST,Wed 08:24PM CST
235,CSH9392,B738,Changsha Huanghua Int'l (CSX / ZGHA),Wed 07:07PM CST,Wed 08:21PM CST
236,CES6336,A321,Dalian Zhoushuizi Int'l (DLC / ZYTL),Wed 06:37PM CST,Wed 08:18PM CST
