,标识符,机型,始发地,出发,到达
1660,GDC7160,B738,Zhuhai Int'l (ZUH / ZGSD),Sat 09:59PM CST,Sun 12:38AM CST
1661,CHH7232,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Sat 10:47PM CST,Sun 12:35AM CST
1662,CCA1226,A320,Guilin Liangjiang Int'l (KWL / ZGKL),Sat 10:04PM CST,Sun 12:34AM CST
1663,CSZ9113,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 09:58PM CST,Sun 12:31AM CST
1664,CHH7126,B738,Hailar Dongshan (HLD / ZBLA),Sat 10:24PM CST,Sun 12:29AM CST
1665,CHH7112,B738,Kunming Changshui Int'l (KMG / ZPPP),Sat 09:14PM CST,Sun 12:29AM CST
1666,CHH7781,B738,Haikou Meilan Int'l (HAK / ZJHK),Sat 09:24PM CST,Sun 12:28AM CST
1667,GDC7180,B738,Sanya Phoenix Int'l (SYX / ZJSY),Sat 08:54PM CST,Sun 12:23AM CST
1668,CCA1474,A320,Zhuhai Int'l (ZUH / ZGSD),Sat 09:43PM CST,Sun 12:22AM CST
1669,CCA1292,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sat 09:02PM CST,Sun 12:22AM CST
1670,CDC8987,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 10:28PM CST,Sun 12:21AM CST
1671,CCA8652,A320,Nanchang Changbei Int'l (KHN / ZSCN),Sat 10:28PM CST,Sun 12:15AM CST
1672,CCA1346,B773,Sanya Phoenix Int'l (SYX / ZJSY),Sat 09:00PM CST,Sun 12:13AM CST
1673,CCA8652,A320,Nanchang Changbei Int'l (KHN / ZSCN),Sat 10:28PM CST,Sun 12:15AM CST
1674,CCA1346,B773,Sanya Phoenix Int'l (SYX / ZJSY),Sat 09:00PM CST,Sun 12:13AM CST
1675,CCA1240,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Sat 10:21PM CST,Sun 12:10AM CST
1676,CSC8820,A319,Zhongwei Shapotou (ZHY / ZLZW),Sat 10:31PM CST,Sun 12:06AM CST
1677,CHH7802,A330,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 09:45PM CST,Sun 12:01AM CST
1678,CCA1408,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 09:30PM CST,Sat 11:57PM CST
1679,GDC7150,B738,Harbin Taiping Int'l (HRB / ZYHB),Sat 10:13PM CST,Sat 11:53PM CST
1680,CCA8336,A320,Harbin Taiping Int'l (HRB / ZYHB),Sat 10:06PM CST,Sat 11:52PM CST
1681,CCA1342,A321,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 09:30PM CST,Sat 11:46PM CST
1682,CHH7178,B738,Dongying Shengli (DOY / ZSDY),Sat 10:59PM CST,Sat 11:46PM CST
1683,CCA8350,A319,Lijiang (LJG / ZPLJ),Sat 08:33PM CST,Sat 11:44PM CST
1684,CHH7702,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 09:09PM CST,Sat 11:40PM CST
1685,CCA8686,B738,Korla (KRL / ZWKL),Sat 08:01PM CST,Sat 11:39PM CST
1686,CCA722,A330,Hohhot Baita Int'l (HET / ZBHH),Sat 10:42PM CST,Sat 11:37PM CST
1687,CHH7136,B789,Changsha Huanghua Int'l (CSX / ZGHA),Sat 09:43PM CST,Sat 11:35PM CST
1688,CCA1886,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 09:50PM CST,Sat 11:32PM CST
1689,CES5282,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 09:11PM CST,Sat 11:31PM CST
1690,CSZ9111,A320,Yichun Mingyueshan (YIC / ZSYC),Sat 09:18PM CST,Sat 11:24PM CST
1691,CCA1130,B738,Hailar Dongshan (HLD / ZBLA),Sat 09:34PM CST,Sat 11:24PM CST
1692,CES5165,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 09:35PM CST,Sat 11:22PM CST
1693,CCA1366,B77W,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 08:53PM CST,Sat 11:16PM CST
1694,CCA1266,73K,Xining Caojiabu (XNN / ZLXN),Sat 09:09PM CST,Sat 11:13PM CST
1695,CSC8723,A320,Kunming Changshui Int'l (KMG / ZPPP),Sat 07:54PM CST,Sat 11:11PM CST
1696,CCA1816,A333,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 08:54PM CST,Sat 11:10PM CST
1697,CHH7146,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sat 07:49PM CST,Sat 11:08PM CST
1698,CSC8750,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 09:04PM CST,Sat 11:07PM CST
1699,CCA1358,B773,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 08:30PM CST,Sat 11:05PM CST
1700,CCA1622,A320,Harbin Taiping Int'l (HRB / ZYHB),Sat 09:24PM CST,Sat 11:05PM CST
1701,CES5127,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 09:11PM CST,Sat 11:03PM CST
1702,QTR8068,B77W,Hamad Int'l (DOH / OTHH),Sat 11:14AM +03,Sat 11:02PM CST
1703,CHH7581,B738,Haikou Meilan Int'l (HAK / ZJHK),Sat 07:43PM CST,Sat 11:01PM CST
1704,CDG4881,B738,Dashuipo (WEH / ZSWH),Sat 09:47PM CST,Sat 10:58PM CST
1705,CHH7678,A333,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 09:11PM CST,Sat 10:55PM CST
1706,CCA1356,A333,Haikou Meilan Int'l (HAK / ZJHK),Sat 07:48PM CST,Sat 10:54PM CST
1707,CHH7880,A333,Sanya Phoenix Int'l (SYX / ZJSY),Sat 07:32PM CST,Sat 10:52PM CST
1708,CCA1356,A333,Haikou Meilan Int'l (HAK / ZJHK),Sat 07:48PM CST,Sat 10:54PM CST
1709,CHH7880,A333,Sanya Phoenix Int'l (SYX / ZJSY),Sat 07:32PM CST,Sat 10:52PM CST
1710,CDG4993,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 08:26PM CST,Sat 10:50PM CST
1711,CCA1472,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 08:55PM CST,Sat 10:48PM CST
1712,CCA1466,A319,Nanning Wuxu Int'l (NNG / ZGNN),Sat 07:54PM CST,Sat 10:47PM CST
1713,CHH7602,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 08:57PM CST,Sat 10:45PM CST
1714,CHH7252,B738,Wenzhou Int'l (WNZ / ZSWZ),Sat 08:31PM CST,Sat 10:45PM CST
1715,CCA1264,73K,Yinchuan Helanshan (INC / ZLIC),Sat 09:12PM CST,Sat 10:43PM CST
1716,CCA1824,B732,Yichang (YIH / ZHYC),Sat 08:44PM CST,Sat 10:43PM CST
1717,CHH7706,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 08:07PM CST,Sat 10:38PM CST
1718,CCA1636,A330,Shenyang Taoxian Int'l (SHE / ZYTX),Sat 09:26PM CST,Sat 10:38PM CST
1719,CCA1236,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 08:41PM CST,Sat 10:36PM CST
1720,CSZ9156,B738,Sanya Phoenix Int'l (SYX / ZJSY),Sat 07:08PM CST,Sat 10:36PM CST
1721,CCA8326,A320,Jieyang Chaoshan International Airport (SWA / ZGOW),Sat 08:00PM CST,Sat 10:35PM CST
1722,CCA1410,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 08:30PM CST,Sat 10:33PM CST
1723,CSZ9166,A320,Quanzhou Jinjiang (JJN / ZSQZ),Sat 08:18PM CST,Sat 10:33PM CST
1724,CHH7778,B738,Qionghai Bo'ao Airport (BAR / ZJQH),Sat 07:12PM CST,Sat 10:30PM CST
1725,CHH7162,B789,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 08:19PM CST,Sat 10:29PM CST
1726,CCA8338,B738,Jiamusi (JMU / ZYJM),Sat 08:12PM CST,Sat 10:28PM CST
1727,CHH7248,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 07:57PM CST,Sat 10:26PM CST
1728,CSH9101,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 08:38PM CST,Sat 10:25PM CST
1729,CCA1302,747,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 08:04PM CST,Sat 10:24PM CST
1730,CCA1550,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 08:34PM CST,Sat 10:22PM CST
1731,CCA1464,A320,Guiyang Longdongbao (KWE / ZUGY),Sat 07:53PM CST,Sat 10:21PM CST
1732,CCA1294,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sat 06:57PM CST,Sat 10:15PM CST
1733,CCA1564,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 08:29PM CST,Sat 10:14PM CST
1734,CHH7130,B738,Harbin Taiping Int'l (HRB / ZYHB),Sat 08:28PM CST,Sat 10:13PM CST
1735,CCA1616,B732,Yanji Chaoyangchuan (YNJ / ZYYJ),Sat 08:11PM CST,Sat 10:11PM CST
1736,CCA1234,B738,Karamay (KRY / ZWKM),Sat 06:44PM CST,Sat 10:09PM CST
1737,CCA1364,A330,Changsha Huanghua Int'l (CSX / ZGHA),Sat 08:02PM CST,Sat 10:03PM CST
1738,CCA8658,RJ85,Ulanhot (HLH / ZBUL),Sat 08:25PM CST,Sat 10:00PM CST
1739,CHH7381,B738,Haikou Meilan Int'l (HAK / ZJHK),Sat 06:42PM CST,Sat 09:59PM CST
1740,CCA8314,A320,Taiyuan Wusu (TYN / ZBYN),Sat 09:06PM CST,Sat 09:58PM CST
1741,CSC8303,A321,Harbin Taiping Int'l (HRB / ZYHB),Sat 08:14PM CST,Sat 09:57PM CST
1742,CCA1888,B732,Jingdezhen (JDZ / ZSJD),Sat 08:12PM CST,Sat 09:53PM CST
1743,CES5125,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 08:02PM CST,Sat 09:49PM CST
1744,CCA1222,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Sat 07:46PM CST,Sat 09:43PM CST
1745,CCA1398,A330,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 07:03PM CST,Sat 09:41PM CST
1746,CCA1262,A320,Xining Caojiabu (XNN / ZLXN),Sat 07:35PM CST,Sat 09:38PM CST
1747,CHH7810,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 07:17PM CST,Sat 09:36PM CST
1748,CCA1412,A333,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 07:32PM CST,Sat 09:34PM CST
1749,CCA4201,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 07:03PM CST,Sat 09:32PM CST
1750,CCA1378,B773,Sanya Phoenix Int'l (SYX / ZJSY),Sat 06:17PM CST,Sat 09:31PM CST
1751,CHH7610,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 07:42PM CST,Sat 09:28PM CST
1752,CCA1739,A319,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 07:37PM CST,Sat 09:26PM CST
1753,CCA1578,A330,Nanchang Changbei Int'l (KHN / ZSCN),Sat 07:34PM CST,Sat 09:24PM CST
1754,CCA1390,B77W,Sanya Phoenix Int'l (SYX / ZJSY),Sat 06:07PM CST,Sat 09:22PM CST
1755,CCA1516,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 07:31PM CST,Sat 09:22PM CST
1756,CHH7194,B738,Yulin Fumian (YLX / ZGYL),Sat 06:27PM CST,Sat 09:19PM CST
1757,CHH7106,B738,Dalian Zhoushuizi Int'l (DLC / ZYTL),Sat 08:11PM CST,Sat 09:19PM CST
1758,CCA1140,A320,Yuncheng (YCU / ZBYC),Sat 07:48PM CST,Sat 09:14PM CST
1759,CCA1328,A330,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 06:49PM CST,Sat 09:13PM CST
1760,CCA1626,B738,Shenyang Taoxian Int'l (SHE / ZYTX),Sat 07:51PM CST,Sat 09:11PM CST
1761,AHK768,A306,Hong Kong Int'l (HKG / VHHH),Sat 06:33PM HKT,Sat 09:07PM CST
1762,CCA8209,A320,Wuhan Tianhe (WUH / ZHHH),Sat 07:24PM CST,Sat 09:05PM CST
1763,CES5123,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 07:10PM CST,Sat 09:00PM CST
1764,CES5123,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 07:10PM CST,Sat 09:00PM CST
1765,CDG4657,B738,Qingdao Liuting Int'l (TAO / ZSQD),Sat 07:36PM CST,Sat 08:54PM CST
1766,CCA1304,B773,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 06:25PM CST,Sat 08:54PM CST
1767,CDG2129,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 06:32PM CST,Sat 08:52PM CST
1768,CHH7836,B738,Changsha Huanghua Int'l (CSX / ZGHA),Sat 06:51PM CST,Sat 08:46PM CST
1769,CHH7280,A333,Sanya Phoenix Int'l (SYX / ZJSY),Sat 05:23PM CST,Sat 08:43PM CST
1770,CSC8401,A321,Sanya Phoenix Int'l (SYX / ZJSY),Sat 05:15PM CST,Sat 08:39PM CST
1771,CCA1300,B738,Hami (HMI / ZWHM),Sat 06:05PM CST,Sat 08:37PM CST
1772,CDC8887,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 06:46PM CST,Sat 08:36PM CST
1773,CCA1951,A320,Wenzhou Int'l (WNZ / ZSWZ),Sat 06:23PM CST,Sat 08:34PM CST
1774,CCA1868,B732,Fuyang (FUG / ZSFY),Sat 07:10PM CST,Sat 08:32PM CST
1775,CCA1872,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 06:07PM CST,Sat 08:30PM CST
1776,CCA4173,A320,Kunming Changshui Int'l (KMG / ZPPP),Sat 05:14PM CST,Sat 08:27PM CST
1777,CCA4119,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 05:54PM CST,Sat 08:27PM CST
1778,CCA1228,A319,Yinchuan Helanshan (INC / ZLIC),Sat 06:53PM CST,Sat 08:19PM CST
1779,CCA8676,A320,Lijiang (LJG / ZPLJ),Sat 04:57PM CST,Sat 08:17PM CST
1780,CHH7808,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 05:49PM CST,Sat 08:14PM CST
1781,CCA1715,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 06:20PM CST,Sat 08:10PM CST
1782,CDG1153,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Sat 05:43PM CST,Sat 08:08PM CST
1783,CHH7681,B738,Anqing (AQG / ZSAQ),Sat 06:28PM CST,Sat 08:07PM CST
1784,CCA8648,A330,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 06:16PM CST,Sat 08:01PM CST
1785,CES5121,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 06:08PM CST,Sat 07:59PM CST
1786,CHH7708,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 05:24PM CST,Sat 07:55PM CST
1787,CSC8895,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 05:22PM CST,Sat 07:53PM CST
1788,CES5274,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 05:18PM CST,Sat 07:50PM CST
1789,CCA1488,B737,Dachuan (DAX / ZUDX),Sat 05:58PM CST,Sat 07:46PM CST
1790,CCA1486,A321,Nanning Wuxu Int'l (NNG / ZGNN),Sat 04:50PM CST,Sat 07:43PM CST
1791,CHH7490,B738,Guiyang Longdongbao (KWE / ZUGY),Sat 05:09PM CST,Sat 07:39PM CST
1792,CSZ9160,B738,Wuxi (WUX / ZSWX),Sat 05:54PM CST,Sat 07:33PM CST
1793,CCA8664,A320,Zhuhai Int'l (ZUH / ZGSD),Sat 04:49PM CST,Sat 07:32PM CST
1794,CSC8838,A320,Wanxian (WXN / ZUWX),Sat 05:39PM CST,Sat 07:30PM CST
1795,CHH7081,B738,Haikou Meilan Int'l (HAK / ZJHK),Sat 04:10PM CST,Sat 07:27PM CST
1796,CCA8690,B738,Hengyang (HNY / ZGHY),Sat 05:07PM CST,Sat 07:25PM CST
1797,CCA4165,A320,Guiyang Longdongbao (KWE / ZUGY),Sat 04:46PM CST,Sat 07:22PM CST
1798,CCA1737,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 05:26PM CST,Sat 07:22PM CST
1799,CCA8690,B738,Hengyang (HNY / ZGHY),Sat 05:07PM CST,Sat 07:25PM CST
1800,CCA4165,A320,Guiyang Longdongbao (KWE / ZUGY),Sat 04:46PM CST,Sat 07:22PM CST
1801,CCA1737,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 05:26PM CST,Sat 07:22PM CST
1802,CCA1340,A332,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 04:51PM CST,Sat 07:22PM CST
1803,CCA8322,B738,Yangzhou Taizhou (YTY / ZSYA),Sat 05:47PM CST,Sat 07:20PM CST
1804,CCA1314,B744,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 04:45PM CST,Sat 07:19PM CST
1805,CHH7780,A333,Sanya Phoenix Int'l (SYX / ZJSY),Sat 03:53PM CST,Sat 07:16PM CST
1806,CCA8310,73K,Yan'an (ENY / ZLYA),Sat 05:39PM CST,Sat 07:14PM CST
1807,CHH7642,B738,Yichang (YIH / ZHYC),Sat 05:19PM CST,Sat 07:13PM CST
1808,CCA4147,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 05:12PM CST,Sat 07:11PM CST
1809,CES5119,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 05:23PM CST,Sat 07:08PM CST
1810,CHH7738,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 05:08PM CST,Sat 07:07PM CST
1811,CCA1392,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sat 05:55PM CST,Sat 07:03PM CST
1812,CCA1374,A333,Changsha Huanghua Int'l (CSX / ZGHA),Sat 05:08PM CST,Sat 07:00PM CST
1813,CCA1514,A320,Nantong (NTG / ZSNT),Sat 05:13PM CST,Sat 07:00PM CST
1814,AAL9719,B789,Incheon Int'l (ICN / RKSI),Sat 06:18PM KST,Sat 06:57PM CST
1815,CSH9151,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 05:03PM CST,Sat 06:52PM CST
1816,CHH7110,B738,Qianjiang Wulingshan (JIQ / ZUQJ),Sat 04:52PM CST,Sat 06:50PM CST
1817,CCA8634,A319,Beihai (BHY / ZGBH),Sat 03:53PM CST,Sat 06:48PM CST
1818,CCA1630,A320,Changchun Longjia Int'l (CGQ / ZYCC),Sat 05:13PM CST,Sat 06:48PM CST
1819,CCA8666,A320,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sat 05:37PM CST,Sat 06:46PM CST
1820,CCA1804,A330,Sanya Phoenix Int'l (SYX / ZJSY),Sat 03:30PM CST,Sat 06:43PM CST
1821,CSZ9109,B738,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 04:07PM CST,Sat 06:40PM CST
1822,CCA1558,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 04:50PM CST,Sat 06:39PM CST
1823,CCA1220,A330,Yinchuan Helanshan (INC / ZLIC),Sat 05:01PM CST,Sat 06:37PM CST
1824,CCA1884,A332,Shanghai Pudong Int'l (PVG / ZSPD),Sat 04:34PM CST,Sat 06:32PM CST
1825,CAL517,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Sat 03:37PM CST,Sat 06:31PM CST
1826,CDG4757,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sat 04:06PM CST,Sat 06:29PM CST
1827,CES2949,A320,Wuxi (WUX / ZSWX),Sat 04:46PM CST,Sat 06:28PM CST
1828,CCA4105,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 04:02PM CST,Sat 06:27PM CST
1829,CCA1438,B789,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 04:30PM CST,Sat 06:26PM CST
1830,CHH7154,B738,Nanning Wuxu Int'l (NNG / ZGNN),Sat 03:29PM CST,Sat 06:21PM CST
1831,AMU10,A321,Macau Int'l (MFM / VMMC),Sat 03:42PM CST,Sat 06:19PM CST
1832,CES2111,A333,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 04:20PM CST,Sat 06:18PM CST
1833,CCA1316,747,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 03:54PM CST,Sat 06:15PM CST
1834,CCA1394,B773,Haikou Meilan Int'l (HAK / ZJHK),Sat 03:12PM CST,Sat 06:13PM CST
1835,CCA1384,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 03:41PM CST,Sat 06:12PM CST
1836,CCA8207,A320,Wuhan Tianhe (WUH / ZHHH),Sat 04:37PM CST,Sat 06:11PM CST
1837,CCA1224,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 04:16PM CST,Sat 06:06PM CST
1838,CCA1898,A320,Kashgar (Kashi) (KHG / ZWSH),Sat 01:26PM CST,Sat 06:04PM CST
1839,CCA1902,73K,Urumqi Diwopu Int'l (URC / ZWWW),Sat 02:40PM CST,Sat 06:03PM CST
1840,CSC8891,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 03:30PM CST,Sat 06:02PM CST
1841,CCA9686,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 03:33PM CST,Sat 06:01PM CST
1842,CCA1709,A333,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 04:08PM CST,Sat 06:00PM CST
1843,CES5117,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 04:07PM CST,Sat 05:58PM CST
1844,CDG1158,B738,Zhuhai Int'l (ZUH / ZGSD),Sat 03:13PM CST,Sat 05:55PM CST
1845,CCA8215,A320,Linfen Qiaoli (LFQ / ZBLF),Sat 04:19PM CST,Sat 05:49PM CST
1846,CCA1348,A321,Jieyang Chaoshan International Airport (SWA / ZGOW),Sat 03:19PM CST,Sat 05:48PM CST
1847,CHH7714,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 03:14PM CST,Sat 05:44PM CST
1848,CES9682,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Sat 03:56PM CST,Sat 05:44PM CST
1849,CSZ9107,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 03:09PM CST,Sat 05:40PM CST
1850,CCA1272,B732,Lanzhou Zhongchuan International (LHW / ZLLL),Sat 03:41PM CST,Sat 05:39PM CST
1851,CCA8680,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sat 03:15PM CST,Sat 05:37PM CST
1852,CCA1957,A320,Wenzhou Int'l (WNZ / ZSWZ),Sat 03:24PM CST,Sat 05:36PM CST
1853,CCA8680,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sat 03:15PM CST,Sat 05:37PM CST
1854,CCA1957,A320,Wenzhou Int'l (WNZ / ZSWZ),Sat 03:24PM CST,Sat 05:36PM CST
1855,CHH7812,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 03:08PM CST,Sat 05:33PM CST
1856,CHH7238,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sat 03:44PM CST,Sat 05:33PM CST
1857,CCA1650,A321,Changchun Longjia Int'l (CGQ / ZYCC),Sat 03:56PM CST,Sat 05:30PM CST
1858,CES5161,A321,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 03:43PM CST,Sat 05:28PM CST
1859,CCA1707,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 03:29PM CST,Sat 05:19PM CST
1860,CSZ9176,B738,Nanning Wuxu Int'l (NNG / ZGNN),Sat 02:21PM CST,Sat 05:19PM CST
1861,CCA1106,RJ70,Hohhot Baita Int'l (HET / ZBHH),Sat 04:16PM CST,Sat 05:14PM CST
1862,CCA1400,B732,Changzhi (CIH / ZBCZ),Sat 04:09PM CST,Sat 05:12PM CST
1863,CCA1690,B738,Harbin Taiping Int'l (HRB / ZYHB),Sat 03:24PM CST,Sat 05:09PM CST
1864,CHH7080,B738,Sanya Phoenix Int'l (SYX / ZJSY),Sat 01:45PM CST,Sat 05:09PM CST
1865,CHH7246,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sat 01:45PM CST,Sat 05:07PM CST
1866,CCA1512,A320,Nanchang Changbei Int'l (KHN / ZSCN),Sat 03:18PM CST,Sat 05:05PM CST
1867,CCA1890,B738,Changsha Huanghua Int'l (CSX / ZGHA),Sat 03:08PM CST,Sat 05:02PM CST
1868,CCA1480,73K,Zhuhai Int'l (ZUH / ZGSD),Sat 02:24PM CST,Sat 05:02PM CST
1869,CCA1416,A359,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 02:36PM CST,Sat 05:00PM CST
1870,UAL2822,B789,Narita Int'l (NRT / RJAA),Sat 02:12PM JST,Sat 04:56PM CST
1871,UAL2822,B789,Narita Int'l (NRT / RJAA),Sat 02:12PM JST,Sat 04:56PM CST
1872,CCA1362,A320,Haikou Meilan Int'l (HAK / ZJHK),Sat 01:49PM CST,Sat 04:54PM CST
1873,CCA1404,B738,Kunming Changshui Int'l (KMG / ZPPP),Sat 01:35PM CST,Sat 04:51PM CST
1874,CES5115,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 03:07PM CST,Sat 04:50PM CST
1875,CES5159,A332,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 02:56PM CST,Sat 04:48PM CST
1876,CCA8630,B77W,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 02:16PM CST,Sat 04:45PM CST
1877,CES5457,A332,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 02:51PM CST,Sat 04:43PM CST
1878,CCA8656,B739,Yibin (YBP / ZUYB),Sat 01:58PM CST,Sat 04:43PM CST
1879,CCA1370,B77W,Sanya Phoenix Int'l (SYX / ZJSY),Sat 01:28PM CST,Sat 04:39PM CST
1880,CCA4103,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Sat 02:02PM CST,Sat 04:38PM CST
1881,CES5392,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Sat 02:07PM CST,Sat 04:34PM CST
1882,CES2831,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Sat 02:57PM CST,Sat 04:30PM CST
1883,CCA1108,RJ70,Baotou (BAV / ZBOW),Sat 03:26PM CST,Sat 04:29PM CST
1884,CCA1717,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sat 02:37PM CST,Sat 04:28PM CST
1885,CCA4141,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sat 02:22PM CST,Sat 04:26PM CST
1886,CHH7281,B789,Haikou Meilan Int'l (HAK / ZJHK),Sat 01:20PM CST,Sat 04:23PM CST
1887,CCA1532,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sat 02:36PM CST,Sat 04:22PM CST
1888,CHH7696,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sat 02:04PM CST,Sat 04:21PM CST
1889,CCA1334,B738,Huizhou Pingtan Airport (HUZ / ZGHZ),Sat 01:38PM CST,Sat 04:16PM CST
1890,CHH7212,B738,Kunming Changshui Int'l (KMG / ZPPP),Sat 01:04PM CST,Sat 04:14PM CST
1891,CCA1322,B773,Guangzhou Baiyun Int'l (CAN / ZGGG),Sat 01:52PM CST,Sat 04:12PM CST
1892,CCA1492,B737,Zunyi Maotai Airport (WMT / ZUMT),Sat 01:55PM CST,Sat 04:10PM CST
1893,CCA1254,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sat 12:45PM CST,Sat 04:10PM CST
