,标识符,机型,始发地,出发,到达
0,CCA1326,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 10:34PM CST,Thu 01:48AM CST
1,CHH7292,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 10:44PM CST,Thu 01:22AM CST
2,CHH7166,B738,Yulin (UYN / ZLYL),Wed 11:56PM CST,Thu 01:15AM CST
3,CCA1494,A321,Guiyang Longdongbao (KWE / ZUGY),Wed 10:39PM CST,Thu 01:13AM CST
4,CCA8682,B737,Mianyang Nanjiao (MIG / ZUMY),Wed 10:33PM CST,Thu 01:00AM CST
5,GDC7160,B738,Zhuhai Int'l (ZUH / ZGSD),Wed 10:00PM CST,Thu 12:56AM CST
6,CCA1226,A320,Guilin Liangjiang Int'l (KWL / ZGKL),Wed 10:15PM CST,Thu 12:49AM CST
7,LKE9981,737,Tengchong Tuofeng (TCZ / ZPTC),Wed 09:05PM CST,Thu 12:41AM CST
8,CHH7622,B738,Jiamusi (JMU / ZYJM),Wed 10:23PM CST,Thu 12:37AM CST
9,CHH7232,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 10:44PM CST,Thu 12:36AM CST
10,CCA1474,B732,Zhuhai Int'l (ZUH / ZGSD),Wed 09:40PM CST,Thu 12:35AM CST
11,CCA1346,B773,Sanya Phoenix Int'l (SYX / ZJSY),Wed 09:07PM CST,Thu 12:32AM CST
12,CCA1292,B738,Urumqi Diwopu Int'l (URC / ZWWW),Wed 09:03PM CST,Thu 12:30AM CST
13,CSZ9113,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 09:48PM CST,Thu 12:29AM CST
14,CHH7781,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 09:19PM CST,Thu 12:24AM CST
15,CCA1240,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 10:31PM CST,Thu 12:22AM CST
16,GDC7180,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 08:52PM CST,Thu 12:21AM CST
17,CCA1240,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 10:31PM CST,Thu 12:22AM CST
18,GDC7180,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 08:52PM CST,Thu 12:21AM CST
19,CHH7112,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 09:08PM CST,Thu 12:19AM CST
20,CES5282,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 09:43PM CST,Thu 12:18AM CST
21,CCA1886,747,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 10:19PM CST,Thu 12:15AM CST
22,CHH7126,B738,Hailar Dongshan (HLD / ZBLA),Wed 10:21PM CST,Thu 12:09AM CST
23,CCA1408,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 09:38PM CST,Thu 12:06AM CST
24,CHH7802,A330,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 09:22PM CST,Thu 12:04AM CST
25,CCA1898,A320,Kashgar (Kashi) (KHG / ZWSH),Wed 07:14PM CST,Thu 12:04AM CST
26,CHH7178,B738,Dongying Shengli (DOY / ZSDY),Wed 11:14PM CST,Thu 12:02AM CST
27,CCA8350,A319,Lijiang (LJG / ZPLJ),Wed 08:47PM CST,Wed 11:59PM CST
28,CHH7702,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 09:11PM CST,Wed 11:54PM CST
29,GDC7150,B738,Harbin Taiping Int'l (HRB / ZYHB),Wed 10:11PM CST,Wed 11:54PM CST
30,CCA4122,A319,Jiuzhaigou Huanglong (JZH / ZUJZ),Wed 09:16PM CST,Wed 11:51PM CST
31,CCA8336,A320,Harbin Taiping Int'l (HRB / ZYHB),Wed 10:06PM CST,Wed 11:50PM CST
32,CCA1816,A332,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 09:25PM CST,Wed 11:49PM CST
33,CCA1130,B738,Hailar Dongshan (HLD / ZBLA),Wed 09:47PM CST,Wed 11:45PM CST
34,CCA1816,A332,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 09:25PM CST,Wed 11:49PM CST
35,CCA1130,B738,Hailar Dongshan (HLD / ZBLA),Wed 09:47PM CST,Wed 11:45PM CST
36,CHH7136,B789,Changsha Huanghua Int'l (CSX / ZGHA),Wed 09:38PM CST,Wed 11:37PM CST
37,CCA1366,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 08:56PM CST,Wed 11:35PM CST
38,QTR8068,B77W,Hamad Int'l (DOH / OTHH),Wed 11:20AM +03,Wed 11:32PM CST
39,CES5165,A321,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 09:35PM CST,Wed 11:31PM CST
40,CHH7146,B738,Urumqi Diwopu Int'l (URC / ZWWW),Wed 08:05PM CST,Wed 11:28PM CST
41,CSZ9111,A320,Yichun Mingyueshan (YIC / ZSYC),Wed 09:16PM CST,Wed 11:28PM CST
42,CCA1622,A320,Harbin Taiping Int'l (HRB / ZYHB),Wed 09:39PM CST,Wed 11:23PM CST
43,CCA1358,B773,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 08:39PM CST,Wed 11:22PM CST
44,CHH7880,A333,Sanya Phoenix Int'l (SYX / ZJSY),Wed 07:46PM CST,Wed 11:19PM CST
45,CCA1356,B77W,Haikou Meilan Int'l (HAK / ZJHK),Wed 07:58PM CST,Wed 11:14PM CST
46,CHH7678,A333,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 09:16PM CST,Wed 11:10PM CST
47,CHH7602,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 09:03PM CST,Wed 11:08PM CST
48,CDG4993,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 08:24PM CST,Wed 11:06PM CST
49,CSZ9156,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 07:03PM CST,Wed 11:06PM CST
50,CHH7581,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 07:43PM CST,Wed 11:06PM CST
51,CCA8211,A320,Wuhan Tianhe (WUH / ZHHH),Wed 09:12PM CST,Wed 11:04PM CST
52,CHH7252,B738,Wenzhou Int'l (WNZ / ZSWZ),Wed 08:29PM CST,Wed 11:02PM CST
53,CCA8326,A320,Jieyang Chaoshan International Airport (SWA / ZGOW),Wed 07:59PM CST,Wed 10:58PM CST
54,CCA1466,A319,Nanning Wuxu Int'l (NNG / ZGNN),Wed 07:58PM CST,Wed 10:55PM CST
55,CCA1824,B738,Yichang (YIH / ZHYC),Wed 08:50PM CST,Wed 10:52PM CST
56,CHH7248,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 08:13PM CST,Wed 10:51PM CST
57,CHH7706,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 08:11PM CST,Wed 10:50PM CST
58,CCA1264,B738,Yinchuan Helanshan (INC / ZLIC),Wed 09:16PM CST,Wed 10:50PM CST
59,CCA1302,B773,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 08:03PM CST,Wed 10:46PM CST
60,CHH7778,B738,Qionghai Bo'ao Airport (BAR / ZJQH),Wed 07:17PM CST,Wed 10:44PM CST
61,CCA1550,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 08:46PM CST,Wed 10:38PM CST
62,CSC8820,A320,Zhongwei Shapotou (ZHY / ZLZW),Wed 09:01PM CST,Wed 10:36PM CST
63,CCA8338,B738,Jiamusi (JMU / ZYJM),Wed 08:18PM CST,Wed 10:33PM CST
64,CCA8658,RJ85,Ulanhot (HLH / ZBUL),Wed 08:45PM CST,Wed 10:30PM CST
65,CSC8804,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 08:31PM CST,Wed 10:27PM CST
66,CCA1888,B732,Jingdezhen (JDZ / ZSJD),Wed 08:23PM CST,Wed 10:24PM CST
67,CCA1616,B738,Yanji Chaoyangchuan (YNJ / ZYYJ),Wed 08:14PM CST,Wed 10:20PM CST
68,CCA1464,A320,Guiyang Longdongbao (KWE / ZUGY),Wed 07:44PM CST,Wed 10:18PM CST
69,CCA1826,A321,Changzhou Benniu (CZX / ZSCG),Wed 08:32PM CST,Wed 10:16PM CST
70,CES5125,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 08:10PM CST,Wed 10:15PM CST
71,CES5125,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 08:10PM CST,Wed 10:15PM CST
72,CCA1378,B77W,Sanya Phoenix Int'l (SYX / ZJSY),Wed 06:48PM CST,Wed 10:13PM CST
73,CCA1472,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 08:17PM CST,Wed 10:13PM CST
74,CCA1364,A330,Changsha Huanghua Int'l (CSX / ZGHA),Wed 08:04PM CST,Wed 10:10PM CST
75,CCA1234,B738,Karamay (KRY / ZWKM),Wed 06:36PM CST,Wed 10:09PM CST
76,CHH7162,B789,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 08:09PM CST,Wed 10:07PM CST
77,CHH7381,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 06:45PM CST,Wed 10:06PM CST
78,CHH7130,B738,Harbin Taiping Int'l (HRB / ZYHB),Wed 08:23PM CST,Wed 10:05PM CST
79,CCA1572,A320,Qingdao Liuting Int'l (TAO / ZSQD),Wed 08:33PM CST,Wed 10:00PM CST
80,CCA8314,A320,Taiyuan Wusu (TYN / ZBYN),Wed 09:03PM CST,Wed 09:57PM CST
81,CCA4201,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 07:16PM CST,Wed 09:55PM CST
82,CCA1262,A320,Xining Caojiabu (XNN / ZLXN),Wed 07:47PM CST,Wed 09:55PM CST
83,AHK768,A30B,Hong Kong Int'l (HKG / VHHH),Wed 07:08PM HKT,Wed 09:53PM CST
84,CHH7810,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 07:09PM CST,Wed 09:49PM CST
85,CSC8516,A319,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:43PM CST,Wed 09:48PM CST
86,CHH7194,B738,Yulin Fumian (YLX / ZGYL),Wed 06:46PM CST,Wed 09:47PM CST
87,CCA1578,A330,Nanchang Changbei Int'l (KHN / ZSCN),Wed 07:38PM CST,Wed 09:45PM CST
88,CHH7610,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 07:41PM CST,Wed 09:41PM CST
89,CCA1412,A330,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:40PM CST,Wed 09:39PM CST
90,CCA1304,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 06:54PM CST,Wed 09:35PM CST
91,CCA1516,A330,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 07:28PM CST,Wed 09:31PM CST
92,CCA1328,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 06:51PM CST,Wed 09:30PM CST
93,CDG2129,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 06:37PM CST,Wed 09:21PM CST
94,CCA1878,B738,Zhanjiang (ZHA / ZGZJ),Wed 06:13PM CST,Wed 09:19PM CST
95,CCA746,A321,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 07:54PM CST,Wed 09:16PM CST
96,CES5123,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 07:13PM CST,Wed 09:13PM CST
97,CCA1626,A330,Shenyang Taoxian Int'l (SHE / ZYTX),Wed 07:55PM CST,Wed 09:10PM CST
98,CCA1140,A319,Yuncheng (YCU / ZBYC),Wed 07:49PM CST,Wed 09:09PM CST
99,CDG4657,B738,Qingdao Liuting Int'l (TAO / ZSQD),Wed 07:37PM CST,Wed 09:07PM CST
100,CCA1390,B77W,Sanya Phoenix Int'l (SYX / ZJSY),Wed 05:49PM CST,Wed 09:05PM CST
101,CHH7106,B738,Dalian Zhoushuizi Int'l (DLC / ZYTL),Wed 07:59PM CST,Wed 09:01PM CST
102,CHH7836,B738,Changsha Huanghua Int'l (CSX / ZGHA),Wed 06:48PM CST,Wed 08:58PM CST
103,CDC8887,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 06:49PM CST,Wed 08:58PM CST
104,CHH7280,A333,Sanya Phoenix Int'l (SYX / ZJSY),Wed 05:29PM CST,Wed 08:57PM CST
105,CCA1440,A333,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 06:52PM CST,Wed 08:53PM CST
106,CDC8887,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 06:49PM CST,Wed 08:58PM CST
107,CHH7280,A333,Sanya Phoenix Int'l (SYX / ZJSY),Wed 05:29PM CST,Wed 08:57PM CST
108,CCA1440,A333,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 06:52PM CST,Wed 08:53PM CST
109,CSC8401,A321,Sanya Phoenix Int'l (SYX / ZJSY),Wed 05:17PM CST,Wed 08:45PM CST
110,CDG4855,B738,Penglai International (YNT / ZSYT),Wed 07:40PM CST,Wed 08:45PM CST
111,CHH7708,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 06:03PM CST,Wed 08:45PM CST
112,CCA1522,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 06:42PM CST,Wed 08:44PM CST
113,CCA1951,A320,Wenzhou Int'l (WNZ / ZSWZ),Wed 06:10PM CST,Wed 08:40PM CST
114,CCA1228,A319,Yinchuan Helanshan (INC / ZLIC),Wed 07:00PM CST,Wed 08:37PM CST
115,CCA1868,B738,Fuyang (FUG / ZSFY),Wed 07:02PM CST,Wed 08:34PM CST
116,CCA4119,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 06:01PM CST,Wed 08:31PM CST
117,CHH7808,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 05:54PM CST,Wed 08:30PM CST
118,CCA1715,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 06:24PM CST,Wed 08:29PM CST
119,CHH7681,B738,Anqing (AQG / ZSAQ),Wed 06:37PM CST,Wed 08:21PM CST
120,CCA4173,A320,Kunming Changshui Int'l (KMG / ZPPP),Wed 04:56PM CST,Wed 08:12PM CST
121,CDG1153,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 05:30PM CST,Wed 08:07PM CST
122,CCA1314,B744,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 05:28PM CST,Wed 08:04PM CST
123,CCA1254,73K,Urumqi Diwopu Int'l (URC / ZWWW),Wed 04:32PM CST,Wed 07:58PM CST
124,CCA1518,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 05:48PM CST,Wed 07:57PM CST
125,CCA8664,A321,Zhuhai Int'l (ZUH / ZGSD),Wed 04:51PM CST,Wed 07:55PM CST
126,CSZ9160,B738,Wuxi (WUX / ZSWX),Wed 05:44PM CST,Wed 07:53PM CST
127,CCA1486,A321,Nanning Wuxu Int'l (NNG / ZGNN),Wed 04:48PM CST,Wed 07:50PM CST
128,CCA8310,73K,Yan'an (ENY / ZLYA),Wed 06:14PM CST,Wed 07:50PM CST
129,CES5274,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 05:09PM CST,Wed 07:49PM CST
130,CHH7081,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 04:23PM CST,Wed 07:48PM CST
131,CCA8690,B732,Hengyang (HNY / ZGHY),Wed 05:13PM CST,Wed 07:47PM CST
132,CHH7490,B738,Guiyang Longdongbao (KWE / ZUGY),Wed 05:07PM CST,Wed 07:45PM CST
133,CCA1488,B737,Dachuan (DAX / ZUDX),Wed 05:52PM CST,Wed 07:39PM CST
134,CCA1804,B77W,Sanya Phoenix Int'l (SYX / ZJSY),Wed 04:20PM CST,Wed 07:36PM CST
135,CCA4117,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 05:00PM CST,Wed 07:34PM CST
136,CCA8306,A321,Wenzhou Int'l (WNZ / ZSWZ),Wed 04:55PM CST,Wed 07:33PM CST
137,CCA8676,A320,Lijiang (LJG / ZPLJ),Wed 04:17PM CST,Wed 07:30PM CST
138,CCA8666,A320,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 05:58PM CST,Wed 07:27PM CST
139,CCA1340,747,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 04:54PM CST,Wed 07:26PM CST
140,CCA8207,A320,Wuhan Tianhe (WUH / ZHHH),Wed 05:31PM CST,Wed 07:19PM CST
141,CCA8322,B738,Yangzhou Taizhou (YTY / ZSYA),Wed 05:30PM CST,Wed 07:18PM CST
142,CCA1737,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 05:16PM CST,Wed 07:18PM CST
143,CCA1737,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 05:16PM CST,Wed 07:18PM CST
144,CCA1374,A333,Changsha Huanghua Int'l (CSX / ZGHA),Wed 05:09PM CST,Wed 07:17PM CST
145,CSC8838,A320,Wanxian (WXN / ZUWX),Wed 05:20PM CST,Wed 07:16PM CST
146,CES5457,A332,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 05:00PM CST,Wed 07:13PM CST
147,CES5119,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 05:09PM CST,Wed 07:13PM CST
148,CCA8634,B732,Beihai (BHY / ZGBH),Wed 04:02PM CST,Wed 07:09PM CST
149,CCA4165,A320,Guiyang Longdongbao (KWE / ZUGY),Wed 04:30PM CST,Wed 07:07PM CST
150,CHH7738,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 05:05PM CST,Wed 07:07PM CST
151,CHH7780,A333,Sanya Phoenix Int'l (SYX / ZJSY),Wed 03:44PM CST,Wed 07:06PM CST
152,CCA1514,A320,Nantong (NTG / ZSNT),Wed 05:06PM CST,Wed 07:00PM CST
153,CHH7642,B738,Yichang (YIH / ZHYC),Wed 04:53PM CST,Wed 06:58PM CST
154,CCA1630,A320,Changchun Longjia Int'l (CGQ / ZYCC),Wed 05:22PM CST,Wed 06:56PM CST
155,CCA1558,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 04:51PM CST,Wed 06:53PM CST
156,AAL9719,B789,Incheon Int'l (ICN / RKSI),Wed 06:06PM KST,Wed 06:53PM CST
157,CCA4105,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 04:16PM CST,Wed 06:50PM CST
158,CES2949,A320,Wuxi (WUX / ZSWX),Wed 04:44PM CST,Wed 06:46PM CST
159,CDG1158,B738,Zhuhai Int'l (ZUH / ZGSD),Wed 03:50PM CST,Wed 06:46PM CST
160,CDG4757,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 04:00PM CST,Wed 06:44PM CST
161,CDG4757,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 04:00PM CST,Wed 06:44PM CST
162,CCA1220,A330,Yinchuan Helanshan (INC / ZLIC),Wed 05:04PM CST,Wed 06:39PM CST
163,CCA8328,B738,Nanchang Changbei Int'l (KHN / ZSCN),Wed 04:29PM CST,Wed 06:31PM CST
164,CCA1316,747,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 03:51PM CST,Wed 06:28PM CST
165,CCA1438,A330,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 04:28PM CST,Wed 06:22PM CST
166,AMU10,A321,Macau Int'l (MFM / VMMC),Wed 03:30PM CST,Wed 06:20PM CST
167,CES5117,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 04:16PM CST,Wed 06:19PM CST
168,CCA1348,A321,Jieyang Chaoshan International Airport (SWA / ZGOW),Wed 03:21PM CST,Wed 06:14PM CST
169,CHH7154,B738,Nanning Wuxu Int'l (NNG / ZGNN),Wed 03:15PM CST,Wed 06:11PM CST
170,CCA1394,B773,Haikou Meilan Int'l (HAK / ZJHK),Wed 03:00PM CST,Wed 06:09PM CST
171,CCA1957,A320,Wenzhou Int'l (WNZ / ZSWZ),Wed 03:31PM CST,Wed 06:05PM CST
172,CCA1272,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 04:07PM CST,Wed 06:04PM CST
173,CSC8891,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 03:31PM CST,Wed 06:04PM CST
174,CHH7812,A333,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 03:14PM CST,Wed 05:52PM CST
175,CHH7714,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 03:12PM CST,Wed 05:52PM CST
176,CHH7714,B789,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 03:12PM CST,Wed 05:52PM CST
177,CCA8215,A320,Linfen Qiaoli (LFQ / ZBLF),Wed 04:21PM CST,Wed 05:49PM CST
178,CCA4109,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 03:05PM CST,Wed 05:46PM CST
179,CCA1416,B773,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 03:11PM CST,Wed 05:45PM CST
180,CES9682,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 03:47PM CST,Wed 05:43PM CST
181,CHH7238,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 03:41PM CST,Wed 05:36PM CST
182,CCA1400,B737,Changzhi (CIH / ZBCZ),Wed 04:34PM CST,Wed 05:33PM CST
183,CCA1650,A321,Changchun Longjia Int'l (CGQ / ZYCC),Wed 03:57PM CST,Wed 05:30PM CST
184,CCA112,B738,Hong Kong Int'l (HKG / VHHH),Wed 02:30PM HKT,Wed 05:24PM CST
185,CCA1707,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 03:16PM CST,Wed 05:21PM CST
186,CCA1512,A320,Nanchang Changbei Int'l (KHN / ZSCN),Wed 03:17PM CST,Wed 05:20PM CST
187,CHH7246,B738,Urumqi Diwopu Int'l (URC / ZWWW),Wed 01:50PM CST,Wed 05:19PM CST
188,CCA1604,B738,Harbin Taiping Int'l (HRB / ZYHB),Wed 03:32PM CST,Wed 05:18PM CST
189,CES5115,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 03:09PM CST,Wed 05:16PM CST
190,CHH7080,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 01:42PM CST,Wed 05:15PM CST
191,CCA1334,B738,Huizhou Pingtan Airport (HUZ / ZGHZ),Wed 02:15PM CST,Wed 05:12PM CST
192,CES5115,B773,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 03:09PM CST,Wed 05:16PM CST
193,CHH7080,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 01:42PM CST,Wed 05:15PM CST
194,CCA1334,B738,Huizhou Pingtan Airport (HUZ / ZGHZ),Wed 02:15PM CST,Wed 05:12PM CST
195,CCA1480,73K,Zhuhai Int'l (ZUH / ZGSD),Wed 02:15PM CST,Wed 05:10PM CST
196,CCA4143,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 03:05PM CST,Wed 05:06PM CST
197,CHH6006,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 03:06PM CST,Wed 05:05PM CST
198,CCA1108,RJ70,Baotou (BAV / ZBOW),Wed 03:35PM CST,Wed 04:54PM CST
199,CSZ9176,B738,Nanning Wuxu Int'l (NNG / ZGNN),Wed 01:53PM CST,Wed 04:54PM CST
200,CES5159,A332,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 02:35PM CST,Wed 04:54PM CST
201,CCA1717,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 02:38PM CST,Wed 04:53PM CST
202,CCA1532,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 02:43PM CST,Wed 04:51PM CST
203,CCA1492,B737,Zunyi Maotai Airport (WMT / ZUMT),Wed 02:28PM CST,Wed 04:50PM CST
204,CCA4103,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 02:04PM CST,Wed 04:48PM CST
205,CCA8656,B738,Yibin (YBP / ZUYB),Wed 01:53PM CST,Wed 04:47PM CST
206,CES5392,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 01:59PM CST,Wed 04:42PM CST
207,CCA1122,A320,Baotou (BAV / ZBOW),Wed 03:30PM CST,Wed 04:41PM CST
208,CCA1322,A332,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 02:02PM CST,Wed 04:40PM CST
209,CCA8205,A320,Wuhan Tianhe (WUH / ZHHH),Wed 02:55PM CST,Wed 04:39PM CST
210,CCA8205,A320,Wuhan Tianhe (WUH / ZHHH),Wed 02:55PM CST,Wed 04:39PM CST
211,CHH7696,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 02:05PM CST,Wed 04:36PM CST
212,CCA186,A333,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 01:20PM CST,Wed 04:34PM CST
213,CHH7281,B789,Haikou Meilan Int'l (HAK / ZJHK),Wed 01:25PM CST,Wed 04:33PM CST
214,CCA1362,A320,Haikou Meilan Int'l (HAK / ZJHK),Wed 01:07PM CST,Wed 04:29PM CST
215,CCA1810,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 01:42PM CST,Wed 04:21PM CST
216,CHH7212,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 12:58PM CST,Wed 04:19PM CST
217,CCA8662,A333,Changsha Huanghua Int'l (CSX / ZGHA),Wed 02:04PM CST,Wed 04:15PM CST
218,CCA8324,A319,Dali (DLU / ZPDL),Wed 12:44PM CST,Wed 04:15PM CST
219,CSC8889,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 01:33PM CST,Wed 04:12PM CST
220,CES5113,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 02:15PM CST,Wed 04:12PM CST
221,CHH7806,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 01:23PM CST,Wed 04:06PM CST
222,CCA1896,B773,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 01:29PM CST,Wed 04:04PM CST
223,CCA8324,A319,Dali (DLU / ZPDL),Wed 12:44PM CST,Wed 04:15PM CST
224,CES5113,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 02:15PM CST,Wed 04:12PM CST
225,CSC8889,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 01:33PM CST,Wed 04:12PM CST
226,CHH7806,B789,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 01:23PM CST,Wed 04:06PM CST
227,CCA1896,B773,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 01:29PM CST,Wed 04:04PM CST
228,CCA1470,A320,Lijiang (LJG / ZPLJ),Wed 12:40PM CST,Wed 03:58PM CST
229,CCA1352,A359,Guangzhou Baiyun Int'l (CAN / ZGGG),Wed 01:17PM CST,Wed 03:54PM CST
230,CCA1404,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 12:36PM CST,Wed 03:54PM CST
231,CCA8672,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 12:27PM CST,Wed 03:51PM CST
232,CCA1860,B738,Liuzhou (LZH / ZGZH),Wed 12:57PM CST,Wed 03:46PM CST
233,CES2109,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 01:39PM CST,Wed 03:45PM CST
234,CHH7704,A333,Shenzhen Bao'an Int'l (SZX / ZGSZ),Wed 01:00PM CST,Wed 03:44PM CST
235,CHH7192,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 01:09PM CST,Wed 03:43PM CST
236,CCA1430,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 01:29PM CST,Wed 03:41PM CST
237,CCA1336,73K,Nanning Wuxu Int'l (NNG / ZGNN),Wed 12:35PM CST,Wed 03:35PM CST
238,CCA1422,B773,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 01:02PM CST,Wed 03:35PM CST
