,标识符,机型,始发地,出发,到达
0,CSZ9610,A320,Yangzhou Taizhou (YTY / ZSYA),Thu 12:12PM CST,Thu 02:36PM CST
1,CHH7258,A333,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 12:53PM CST,Thu 02:33PM CST
2,CES5337,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 12:17PM CST,Thu 02:32PM CST
3,CSZ9876,A333,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 12:37PM CST,Thu 02:30PM CST
4,TBA9893,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 12:30PM CST,Thu 02:27PM CST
5,CSZ9806,B738,Wuxi (WUX / ZSWX),Thu 12:14PM CST,Thu 02:27PM CST
6,CSN6357,A320,Qingdao Liuting Int'l (TAO / ZSQD),Thu 11:30AM CST,Thu 02:25PM CST
7,CSZ9126,A320,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 11:21AM CST,Thu 02:23PM CST
8,CSN3560,A330,Nanjing Lukou Int'l (NKG / ZSNJ),Thu 12:08PM CST,Thu 02:19PM CST
9,CSZ9946,A319,Zhaotong (ZAT / ZPZT),Thu 12:32PM CST,Thu 02:17PM CST
10,CSN6138,A321,Beijing Daxing International Airport (PKX / ZBAD),Thu 11:17AM CST,Thu 02:16PM CST
11,CSN3966,A330,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 11:56AM CST,Thu 02:11PM CST
12,CSN3458,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 12:10PM CST,Thu 02:09PM CST
13,CSZ9424,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 12:25PM CST,Thu 02:07PM CST
14,CSZ9138,B739,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Thu 11:13AM CST,Thu 02:06PM CST
15,CSZ9892,A320,Hefei Xinqiao Airport (HFE / ZSOF),Thu 12:02PM CST,Thu 02:04PM CST
16,CSZ9502,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 11:44AM CST,Thu 02:01PM CST
17,CSZ9960,B738,Wanxian (WXN / ZUWX),Thu 12:02PM CST,Thu 01:59PM CST
18,CSZ9960,B738,Wanxian (WXN / ZUWX),Thu 12:02PM CST,Thu 01:59PM CST
19,CSZ9948,A319,Tengchong Tuofeng (TCZ / ZPTC),Thu 11:48AM CST,Thu 01:55PM CST
20,CSN3570,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 12:02PM CST,Thu 01:53PM CST
21,CDG1187,B738,Jinan Yaoqiang (TNA / ZSJN),Thu 11:03AM CST,Thu 01:51PM CST
22,CSC8703,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 11:53AM CST,Thu 01:47PM CST
23,CSH9333,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 11:40AM CST,Thu 01:46PM CST
24,CSN6600,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Thu 11:29AM CST,Thu 01:45PM CST
25,CHH7742,B789,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 11:40AM CST,Thu 01:43PM CST
26,CSZ9926,B738,Wenzhou Int'l (WNZ / ZSWZ),Thu 12:06PM CST,Thu 01:41PM CST
27,CHH7869,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 11:05AM CST,Thu 01:40PM CST
28,CSZ9838,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Thu 11:31AM CST,Thu 01:37PM CST
29,CSN3466,A21N,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 11:54AM CST,Thu 01:36PM CST
30,CQH8754,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 10:36AM CST,Thu 01:36PM CST
31,CSZ9520,A320,Jingdezhen (JDZ / ZSJD),Thu 11:54AM CST,Thu 01:28PM CST
32,CSZ9338,B738,Xiangfan (XFN / ZHXF),Thu 11:41AM CST,Thu 01:25PM CST
33,CXA8624,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Thu 12:09PM CST,Thu 01:23PM CST
34,CSN8434,A320,Longnan Chengzhou (LNL / ZLLN),Thu 11:04AM CST,Thu 01:23PM CST
35,CCA4329,A319,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 11:21AM CST,Thu 01:18PM CST
36,CSN3626,A321,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 11:06AM CST,Thu 01:14PM CST
37,CHH7394,A332,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 11:23AM CST,Thu 01:09PM CST
38,CSN3670,A330,Haikou Meilan Int'l (HAK / ZJHK),Thu 12:04PM CST,Thu 01:03PM CST
39,CSN3192,A332,Beijing Daxing International Airport (PKX / ZBAD),Thu 10:09AM CST,Thu 01:02PM CST
40,CSZ9422,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 11:13AM CST,Thu 12:53PM CST
41,CSZ9874,A319,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 10:59AM CST,Thu 12:51PM CST
42,CXA8371,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 10:44AM CST,Thu 12:51PM CST
43,CHH7768,B738,Kunming Changshui Int'l (KMG / ZPPP),Thu 11:16AM CST,Thu 12:47PM CST
44,CSN8596,A321,Hefei Xinqiao Airport (HFE / ZSOF),Thu 10:40AM CST,Thu 12:43PM CST
45,CSZ9932,B738,Changzhou Benniu (CZX / ZSCG),Thu 10:37AM CST,Thu 12:43PM CST
46,CSN8554,A321,Luoyang (LYA / ZHLY),Thu 10:32AM CST,Thu 12:40PM CST
47,CSZ9436,B738,Kunming Changshui Int'l (KMG / ZPPP),Thu 11:01AM CST,Thu 12:38PM CST
48,CSZ9802,B738,Wuxi (WUX / ZSWX),Thu 10:27AM CST,Thu 12:37PM CST
49,CCA1367,B773,Beijing Capital Int'l (PEK / ZBAA),Thu 09:32AM CST,Thu 12:37PM CST
50,CSZ9304,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Thu 10:27AM CST,Thu 12:33PM CST
51,CSN6273,A320,Harbin Taiping Int'l (HRB / ZYHB),Thu 08:14AM CST,Thu 12:30PM CST
52,CQH8775,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 10:19AM CST,Thu 12:28PM CST
53,EPA6204,B738,Yichang (YIH / ZHYC),Thu 10:00AM CST,Thu 12:27PM CST
54,CSZ9958,B738,Yibin (YBP / ZUYB),Thu 10:34AM CST,Thu 12:25PM CST
55,CSZ9958,B738,Yibin (YBP / ZUYB),Thu 10:34AM CST,Thu 12:25PM CST
56,CSN6850,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 10:31AM CST,Thu 12:23PM CST
57,CES5335,A332,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 10:15AM CST,Thu 12:23PM CST
58,CSN3156,A321,Beijing Daxing International Airport (PKX / ZBAD),Thu 09:21AM CST,Thu 12:20PM CST
59,CSN3226,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 09:52AM CST,Thu 12:16PM CST
60,CSN3576,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 10:10AM CST,Thu 12:14PM CST
61,CHH7711,B789,Beijing Capital Int'l (PEK / ZBAA),Thu 09:06AM CST,Thu 12:10PM CST
62,CES5391,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 09:04AM CST,Thu 12:07PM CST
63,CSZ9928,A319,Chizhou Jiuhuashan (JUH / ZSJH),Thu 10:10AM CST,Thu 12:04PM CST
64,CXA8354,B738,Liuzhou (LZH / ZGZH),Thu 11:13AM CST,Thu 12:04PM CST
65,CDG4729,B738,Shangrao Sanqingshan Airport (SQD / ZSSR),Thu 10:24AM CST,Thu 11:58AM CST
66,CSN6654,A321,Nanchong (NAO / ZUNC),Thu 10:05AM CST,Thu 11:54AM CST
67,EPA6266,B738,Kunming Changshui Int'l (KMG / ZPPP),Thu 10:15AM CST,Thu 11:51AM CST
68,CSZ9218,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 09:23AM CST,Thu 11:48AM CST
69,CHH7276,B738,Fuyang (FUG / ZSFY),Thu 09:43AM CST,Thu 11:47AM CST
70,CQH8614,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 10:05AM CST,Thu 11:46AM CST
71,CSC8437,A321,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 09:15AM CST,Thu 11:44AM CST
72,OKA3129,B738,Anqing (AQG / ZSAQ),Thu 09:51AM CST,Thu 11:39AM CST
73,CES5333,A332,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 09:36AM CST,Thu 11:37AM CST
74,CSZ9112,A320,Yichun Mingyueshan (YIC / ZSYC),Thu 10:24AM CST,Thu 11:33AM CST
75,CCA1895,A330,Beijing Capital Int'l (PEK / ZBAA),Thu 08:22AM CST,Thu 11:32AM CST
76,CCA4325,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 09:26AM CST,Thu 11:31AM CST
77,CSZ9924,A320,Nantong (NTG / ZSNT),Thu 09:12AM CST,Thu 11:29AM CST
78,CHH7703,A333,Beijing Capital Int'l (PEK / ZBAA),Thu 08:26AM CST,Thu 11:27AM CST
79,CHH7871,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 08:48AM CST,Thu 11:25AM CST
80,CSN3674,A21N,Guiyang Longdongbao (KWE / ZUGY),Thu 10:02AM CST,Thu 11:22AM CST
81,CES2319,A320,Jinggangshan (JGS / ZSJA),Thu 10:25AM CST,Thu 11:21AM CST
82,CCA1371,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 08:03AM CST,Thu 11:17AM CST
83,CSZ9216,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 08:39AM CST,Thu 11:12AM CST
84,CES5331,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 09:08AM CST,Thu 11:11AM CST
85,CSZ9850,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Thu 09:00AM CST,Thu 11:10AM CST
86,CSZ9412,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 09:03AM CST,Thu 11:05AM CST
87,CSZ9940,A320,Nanchang Changbei Int'l (KHN / ZSCN),Thu 09:34AM CST,Thu 11:03AM CST
88,CHH7058,A333,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 09:22AM CST,Thu 11:00AM CST
89,HBH3267,B738,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Thu 08:07AM CST,Thu 10:57AM CST
90,CCA8185,B738,Beijing Daxing International Airport (PKX / ZBAD),Thu 08:02AM CST,Thu 10:57AM CST
91,CSZ9114,A330,Beijing Capital Int'l (PEK / ZBAA),Thu 07:47AM CST,Thu 10:56AM CST
92,CSZ9114,A330,Beijing Capital Int'l (PEK / ZBAA),Thu 07:47AM CST,Thu 10:56AM CST
93,CXA8145,B738,Beijing Daxing International Airport (PKX / ZBAD),Thu 07:58AM CST,Thu 10:52AM CST
94,CSS6909,B763,Beijing Capital Int'l (PEK / ZBAA),Thu 07:23AM CST,Thu 10:47AM CST
95,CSZ9428,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 08:53AM CST,Thu 10:47AM CST
96,CSN6299,A321,Dalian Zhoushuizi Int'l (DLC / ZYTL),Thu 07:26AM CST,Thu 10:46AM CST
97,CSH9331,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 08:34AM CST,Thu 10:43AM CST
98,CSZ9306,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Thu 08:23AM CST,Thu 10:39AM CST
99,CUA5855,737,Beijing Daxing International Airport (PKX / ZBAD),Thu 07:31AM CST,Thu 10:38AM CST
100,CSN5420,A321,Taiyuan Wusu (TYN / ZBYN),Thu 07:49AM CST,Thu 10:37AM CST
101,CSZ9896,A320,Hefei Xinqiao Airport (HFE / ZSOF),Thu 08:32AM CST,Thu 10:36AM CST
102,CSN5418,A321,Nanjing Lukou Int'l (NKG / ZSNJ),Thu 08:15AM CST,Thu 10:33AM CST
103,CXA8389,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 08:38AM CST,Thu 10:30AM CST
104,CCA4337,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 08:16AM CST,Thu 10:25AM CST
105,CSN3590,A321,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 08:00AM CST,Thu 10:22AM CST
106,CSN5416,A321,Jinan Yaoqiang (TNA / ZSJN),Thu 07:30AM CST,Thu 10:21AM CST
107,CXA8365,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Thu 07:21AM CST,Thu 10:21AM CST
108,CSN8738,A320,Ningbo Lishe Int'l (NGB / ZSNB),Thu 08:10AM CST,Thu 10:10AM CST
109,UEA2217,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 07:57AM CST,Thu 10:09AM CST
110,CQH8917,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 07:45AM CST,Thu 10:06AM CST
111,CES2867,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Thu 07:54AM CST,Thu 10:06AM CST
112,CES5761,B732,Kunming Changshui Int'l (KMG / ZPPP),Thu 08:20AM CST,Thu 10:04AM CST
113,CSZ9432,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 08:11AM CST,Thu 10:01AM CST
114,CSN6444,A320,Haikou Meilan Int'l (HAK / ZJHK),Thu 08:54AM CST,Thu 09:54AM CST
115,CSN3280,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Thu 07:17AM CST,Thu 09:53AM CST
116,CSN3357,B738,Wuhan Tianhe (WUH / ZHHH),Thu 08:09AM CST,Thu 09:52AM CST
117,CSN3366,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 08:01AM CST,Thu 09:51AM CST
118,CSN3875,B738,Yiwu (YIW / ZSYW),Thu 07:59AM CST,Thu 09:46AM CST
119,CGZ7189,A320,Guiyang Longdongbao (KWE / ZUGY),Thu 08:21AM CST,Thu 09:44AM CST
120,CSZ9816,B738,Wuxi (WUX / ZSWX),Thu 07:31AM CST,Thu 09:42AM CST
121,DKH1111,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Thu 07:35AM CST,Thu 09:39AM CST
122,CES2477,B738,Wuhan Tianhe (WUH / ZHHH),Thu 07:59AM CST,Thu 09:39AM CST
123,CCA1893,A321,Shanghai Pudong Int'l (PVG / ZSPD),Thu 07:20AM CST,Thu 09:38AM CST
124,CSZ9854,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Thu 07:22AM CST,Thu 09:33AM CST
125,CSN6552,A21N,Kunming Changshui Int'l (KMG / ZPPP),Thu 07:57AM CST,Thu 09:31AM CST
126,CCA1731,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 07:41AM CST,Thu 09:31AM CST
127,CSN6446,A321,Changde Taohuayuan (CGD / ZGCD),Thu 08:02AM CST,Thu 09:29AM CST
128,CCA1731,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 07:41AM CST,Thu 09:31AM CST
129,CSN6446,A321,Changde Taohuayuan (CGD / ZGCD),Thu 08:02AM CST,Thu 09:29AM CST
130,CHH7556,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 07:47AM CST,Thu 09:27AM CST
131,CSC8701,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Thu 07:25AM CST,Thu 09:23AM CST
132,CSN3975,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Thu 07:18AM CST,Thu 09:19AM CST
133,CSN8580,A321,Luzhou (LZO / ZULZ),Thu 07:33AM CST,Thu 09:16AM CST
134,CDG1181,B738,Jinan Yaoqiang (TNA / ZSJN),Thu 06:39AM CST,Thu 09:14AM CST
135,CSZ9440,B738,Kunming Changshui Int'l (KMG / ZPPP),Thu 07:33AM CST,Thu 09:12AM CST
136,EPA6226,B738,Yiwu (YIW / ZSYW),Thu 07:25AM CST,Thu 09:07AM CST
137,CSC8781,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 07:26AM CST,Thu 09:06AM CST
138,CCA4343,B789,Chongqing Jiangbei Int'l (CKG / ZUCK),Thu 07:23AM CST,Thu 09:02AM CST
139,CSN3919,A321,Nanyang (NNY / ZHNY),Thu 07:14AM CST,Thu 08:59AM CST
140,CDC8737,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 07:10AM CST,Thu 08:55AM CST
141,CXA8345,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 06:51AM CST,Thu 08:44AM CST
142,CSN3977,A330,Sanya Phoenix Int'l (SYX / ZJSY),Thu 07:31AM CST,Thu 08:41AM CST
143,CSZ9900,A320,Hefei Xinqiao Airport (HFE / ZSOF),Thu 06:43AM CST,Thu 08:37AM CST
144,CSN3710,A321,Wenzhou Int'l (WNZ / ZSWZ),Thu 06:58AM CST,Thu 08:35AM CST
145,CHH7592,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 06:43AM CST,Thu 08:33AM CST
146,EPA6228,B738,Wuhan Tianhe (WUH / ZHHH),Thu 06:50AM CST,Thu 08:27AM CST
147,CSZ9330,B738,Zhanjiang (ZHA / ZGZJ),Thu 07:40AM CST,Thu 08:25AM CST
148,CHH7017,B738,Haikou Meilan Int'l (HAK / ZJHK),Thu 07:25AM CST,Thu 08:20AM CST
149,CSN3992,A321,Dayong (DYG / ZGDY),Thu 06:46AM CST,Thu 08:13AM CST
150,CHH7019,B738,Haikou Meilan Int'l (HAK / ZJHK),Thu 06:59AM CST,Thu 07:53AM CST
151,CSZ9316,A320,Haikou Meilan Int'l (HAK / ZJHK),Thu 06:44AM CST,Thu 07:43AM CST
152,EPA6260,B738,Haikou Meilan Int'l (HAK / ZJHK),Thu 06:20AM CST,Thu 07:16AM CST
153,CSS6854,73F,Shanghai Pudong Int'l (PVG / ZSPD),Thu 05:00AM CST,Thu 07:11AM CST
154,EPA6262,B738,Haikou Meilan Int'l (HAK / ZJHK),Thu 06:10AM CST,Thu 06:59AM CST
155,CSS6889,73F,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 05:12AM CST,Thu 06:54AM CST
156,CSS6912,73F,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Thu 02:16AM CST,Thu 04:13AM CST
157,EPA6230,B738,Nanchang Changbei Int'l (KHN / ZSCN),Thu 12:32AM CST,Thu 02:02AM CST
158,THY6222,A332,Almaty (ALA / UAAA),Wed 06:15PM +06,Thu 01:56AM CST
159,CHH7046,B738,Qionghai Bo'ao Airport (BAR / ZJQH),Thu 12:45AM CST,Thu 01:52AM CST
160,CHH7060,B738,Nanchang Changbei Int'l (KHN / ZSCN),Thu 12:20AM CST,Thu 01:46AM CST
161,EPA6230,B738,Nanchang Changbei Int'l (KHN / ZSCN),Thu 12:32AM CST,Thu 02:02AM CST
162,THY6222,A332,Almaty (ALA / UAAA),Wed 06:15PM +06,Thu 01:56AM CST
163,CHH7046,B738,Qionghai Bo'ao Airport (BAR / ZJQH),Thu 12:45AM CST,Thu 01:52AM CST
164,CHH7060,B738,Nanchang Changbei Int'l (KHN / ZSCN),Thu 12:20AM CST,Thu 01:46AM CST
165,CQH6420,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 11:31PM CST,Thu 01:44AM CST
166,CHH7749,B738,Sanya Phoenix Int'l (SYX / ZJSY),Thu 12:26AM CST,Thu 01:39AM CST
167,CSZ9136,B738,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Wed 10:47PM CST,Thu 01:35AM CST
168,CQH8510,A320,Yancheng (YNZ / ZSYN),Wed 11:04PM CST,Thu 01:33AM CST
169,CSZ9814,B738,Wuxi (WUX / ZSWX),Wed 11:24PM CST,Thu 01:31AM CST
170,CHB6229,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 11:42PM CST,Thu 01:28AM CST
171,YZR7536,B738,Guiyang Longdongbao (KWE / ZUGY),Thu 12:03AM CST,Thu 01:28AM CST
172,CHH7210,B738,Shanghai Pudong Int'l (PVG / ZSPD),Wed 10:59PM CST,Thu 01:27AM CST
173,CHB6298,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 11:09PM CST,Thu 01:24AM CST
174,EPA6268,B738,Yancheng (YNZ / ZSYN),Wed 10:54PM CST,Thu 01:22AM CST
175,CSZ8968,B739,Changzhou Benniu (CZX / ZSCG),Wed 10:57PM CST,Thu 01:20AM CST
176,CQH8656,A320,Nanchang Changbei Int'l (KHN / ZSCN),Wed 11:45PM CST,Thu 01:16AM CST
177,CHH7707,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 10:06PM CST,Thu 01:16AM CST
178,CQH8656,A320,Nanchang Changbei Int'l (KHN / ZSCN),Wed 11:45PM CST,Thu 01:16AM CST
179,CHH7707,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 10:06PM CST,Thu 01:16AM CST
180,CSZ9910,B738,Wenzhou Int'l (WNZ / ZSWZ),Wed 11:23PM CST,Thu 01:09AM CST
181,CQH6288,A320,Shaoyang Wugang Airport (WGN / ZGSY),Wed 11:52PM CST,Thu 01:08AM CST
182,EPA6208,B738,Shanghai Pudong Int'l (PVG / ZSPD),Wed 10:36PM CST,Thu 01:07AM CST
183,CSZ9894,A320,Hefei Xinqiao Airport (HFE / ZSOF),Wed 10:59PM CST,Thu 01:05AM CST
184,UPS137,B763,Clark International (CRK / RPLC),Wed 11:14PM PST,Thu 01:03AM CST
185,CAL5927,B744,Taiwan Taoyuan Int'l (TPE / RCTP),Wed 11:34PM CST,Thu 01:02AM CST
186,CSZ8980,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 10:50PM CST,Thu 12:59AM CST
187,CSN6758,A330,Sanya Phoenix Int'l (SYX / ZJSY),Wed 11:37PM CST,Thu 12:57AM CST
188,YZR7530,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 10:30PM CST,Thu 12:56AM CST
189,CHH7013,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 11:46PM CST,Thu 12:54AM CST
190,CSN6394,A321,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 10:35PM CST,Thu 12:53AM CST
191,CSN3567,A330,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 10:26PM CST,Thu 12:48AM CST
192,CES6669,A321,Beijing Daxing International Airport (PKX / ZBAD),Wed 09:37PM CST,Thu 12:45AM CST
193,CSZ8703,A320,Quanzhou Jinjiang (JJN / ZSQZ),Wed 11:39PM CST,Thu 12:45AM CST
194,CHH7054,B738,Tangshan Sannühe (TVS / ZBTS),Wed 09:25PM CST,Thu 12:41AM CST
195,CSN3956,A21N,Haikou Meilan Int'l (HAK / ZJHK),Wed 11:40PM CST,Thu 12:40AM CST
196,CSN3956,A21N,Haikou Meilan Int'l (HAK / ZJHK),Wed 11:40PM CST,Thu 12:40AM CST
197,CSZ9518,A320,Shanghai Pudong Int'l (PVG / ZSPD),Wed 10:18PM CST,Thu 12:40AM CST
198,CHH7716,B738,Jinan Yaoqiang (TNA / ZSJN),Wed 09:58PM CST,Thu 12:37AM CST
199,EPA6216,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 10:55PM CST,Thu 12:33AM CST
200,CSZ9314,A320,Haikou Meilan Int'l (HAK / ZJHK),Wed 11:37PM CST,Thu 12:33AM CST
201,YZR7532,787,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 10:13PM CST,Thu 12:28AM CST
202,CSN6892,A321,Hefei Xinqiao Airport (HFE / ZSOF),Wed 10:29PM CST,Thu 12:26AM CST
203,DKH1894,A320,Yichang (YIH / ZHYC),Wed 10:47PM CST,Thu 12:22AM CST
204,CSN3912,A320,Wuhan Tianhe (WUH / ZHHH),Wed 10:46PM CST,Thu 12:20AM CST
205,EPA6256,B738,Nanchang Changbei Int'l (KHN / ZSCN),Wed 10:54PM CST,Thu 12:18AM CST
206,EPA6218,B738,Wuxi (WUX / ZSWX),Wed 09:59PM CST,Thu 12:16AM CST
207,YZR7594,787,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 09:58PM CST,Thu 12:13AM CST
208,CSZ9322,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 10:56PM CST,Thu 12:12AM CST
209,CSZ9916,B738,Qingdao Liuting Int'l (TAO / ZSQD),Wed 09:15PM CST,Thu 12:08AM CST
210,DKH1151,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 10:02PM CST,Thu 12:06AM CST
211,CSN6874,A320,Dali (DLU / ZPDL),Wed 10:11PM CST,Thu 12:04AM CST
212,CSN6548,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 10:16PM CST,Thu 12:04AM CST
213,CQH8955,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 09:46PM CST,Thu 12:00AM CST
214,CSZ9812,B738,Wuxi (WUX / ZSWX),Wed 09:49PM CST,Wed 11:59PM CST
215,CSN6924,A21N,Kunming Changshui Int'l (KMG / ZPPP),Wed 10:22PM CST,Wed 11:57PM CST
216,CQH6282,A320,Yueyang Sanhe Airport (YYA / ZGYY),Wed 10:33PM CST,Wed 11:55PM CST
217,CDC8772,A320,Zunyi (ZYI / ZUZY),Wed 10:31PM CST,Wed 11:55PM CST
218,CXA8078,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 10:40PM CST,Wed 11:54PM CST
219,CQH6636,A320,Qionghai Bo'ao Airport (BAR / ZJQH),Wed 10:44PM CST,Wed 11:51PM CST
220,CSN3352,A320,Changzhou Benniu (CZX / ZSCG),Wed 09:35PM CST,Wed 11:45PM CST
221,CCA1307,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 08:40PM CST,Wed 11:41PM CST
222,CSZ9920,A319,Huangyan Luqiao (HYN / ZSLQ),Wed 09:55PM CST,Wed 11:39PM CST
223,CHH7564,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 09:26PM CST,Wed 11:36PM CST
224,CSZ9624,A320,Harbin Taiping Int'l (HRB / ZYHB),Wed 07:27PM CST,Wed 11:35PM CST
225,DKH1912,A320,Lijiang (LJG / ZPLJ),Wed 09:36PM CST,Wed 11:34PM CST
226,CSZ9408,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 09:31PM CST,Wed 11:30PM CST
227,CSN3210,A330,Wuxi (WUX / ZSWX),Wed 09:23PM CST,Wed 11:28PM CST
228,CSZ9886,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 09:35PM CST,Wed 11:28PM CST
229,CSZ8964,A320,Penglai International (YNT / ZSYT),Wed 08:14PM CST,Wed 11:27PM CST
230,CSZ9930,B738,Shubuling (LYI / ZSLY),Wed 08:52PM CST,Wed 11:25PM CST
231,CHH7386,B738,Taiyuan Wusu (TYN / ZBYN),Wed 08:44PM CST,Wed 11:23PM CST
232,CSZ9930,B738,Shubuling (LYI / ZSLY),Wed 08:52PM CST,Wed 11:25PM CST
233,CHH7386,B738,Taiyuan Wusu (TYN / ZBYN),Wed 08:44PM CST,Wed 11:23PM CST
234,EPA6258,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 09:11PM CST,Wed 11:21PM CST
235,CSN8170,A333,Sydney (SYD / YSSY),Wed 05:10PM AEDT,Wed 11:19PM CST
236,CHH7713,B789,Beijing Capital Int'l (PEK / ZBAA),Wed 08:11PM CST,Wed 11:17PM CST
237,YZR7524,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 09:20PM CST,Wed 11:17PM CST
238,CSN3578,A321,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 09:03PM CST,Wed 11:16PM CST
