,标识符,机型,始发地,出发,到达
0,CSN306,B789,Auckland (AKL / NZAA),Wed 10:29PM NZDT,Thu 04:33AM CST
1,KAL319,B772,Incheon Int'l (ICN / RKSI),Wed 11:55PM KST,Thu 02:21AM CST
2,FDX159,MD11,Anchorage Intl (PANC),Tue 11:13PM AKST,Thu 02:19AM CST
3,FDX6013,B77L,Sydney (SYD / YSSY),Wed 07:56PM AEDT,Thu 02:02AM CST
4,JYH1438,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 11:54PM CST,Thu 02:01AM CST
5,FDX6002,B752,Noi Bai Int'l (HAN / VVNB),Wed 11:40PM +07,Thu 01:53AM CST
6,CQH8680,A320,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Wed 11:03PM CST,Thu 01:53AM CST
7,CDC8062,A320,Penglai International (YNT / ZSYT),Wed 10:36PM CST,Thu 01:47AM CST
8,FDX5960,B763,Clark International (CRK / RPLC),Wed 11:51PM PST,Thu 01:43AM CST
9,FDX6012,MD11,Singapore Changi (SIN / WSSS),Wed 10:10PM +08,Thu 01:40AM CST
10,AXM116,A320,Kuala Lumpur Int'l (KUL / WMKK),Wed 09:52PM +08,Thu 01:33AM CST
11,FDX77,B77L,Sydney (SYD / YSSY),Wed 07:26PM AEDT,Thu 01:30AM CST
12,BBC66,B738,Shahjalal International Airport (DAC / VGHS),Wed 08:23PM +06,Thu 01:25AM CST
13,CDC8060,A320,Xuzhou (XUZ / ZSXZ),Wed 11:14PM CST,Thu 01:24AM CST
14,CBJ5856,A321,Qingdao Liuting Int'l (TAO / ZSQD),Wed 10:24PM CST,Thu 01:21AM CST
15,CQH8541,A320,Shanghai Pudong Int'l (PVG / ZSPD),Wed 11:04PM CST,Thu 01:20AM CST
16,ANA8489,B763,Narita Int'l (NRT / RJAA),Wed 08:47PM JST,Thu 01:18AM CST
17,CQH8541,A320,Shanghai Pudong Int'l (PVG / ZSPD),Wed 11:04PM CST,Thu 01:20AM CST
18,ANA8489,B763,Narita Int'l (NRT / RJAA),Wed 08:47PM JST,Thu 01:18AM CST
19,JYH1416,B738,Hefei Xinqiao Airport (HFE / ZSOF),Wed 11:25PM CST,Thu 01:16AM CST
20,CES6956,B732,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 10:54PM CST,Thu 01:13AM CST
21,JYH1258,B738,Wenzhou Int'l (WNZ / ZSWZ),Wed 11:38PM CST,Thu 01:04AM CST
22,CBJ5118,A321,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Wed 10:12PM CST,Thu 12:58AM CST
23,CDC8989,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 11:08PM CST,Thu 12:55AM CST
24,DKH1900,A320,Lijiang (LJG / ZPLJ),Wed 10:50PM CST,Thu 12:51AM CST
25,CES6629,B732,Beijing Daxing International Airport (PKX / ZBAD),Wed 09:51PM CST,Thu 12:47AM CST
26,JYH1026,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 11:40PM CST,Thu 12:47AM CST
27,CDC8912,A320,Yichang (YIH / ZHYC),Wed 11:13PM CST,Thu 12:44AM CST
28,CSZ9686,A320,Nantong (NTG / ZSNT),Wed 10:27PM CST,Thu 12:43AM CST
29,JYH1104,B738,Xishuangbanna Gasa (JHG / ZPJH),Wed 10:35PM CST,Thu 12:41AM CST
30,CSZ9870,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 10:41PM CST,Thu 12:41AM CST
31,CSN6749,A330,Sanya Phoenix Int'l (SYX / ZJSY),Wed 11:27PM CST,Thu 12:35AM CST
32,CSN3440,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 11:04PM CST,Thu 12:32AM CST
33,CHH7803,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 09:42PM CST,Thu 12:32AM CST
34,CSN3802,B788,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 10:39PM CST,Thu 12:27AM CST
35,CSN3802,B788,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 10:39PM CST,Thu 12:27AM CST
36,CQH6232,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 09:47PM CST,Thu 12:27AM CST
37,CSN3849,B738,Wuhan Tianhe (WUH / ZHHH),Wed 10:53PM CST,Thu 12:25AM CST
38,CES6824,B732,Kunming Changshui Int'l (KMG / ZPPP),Wed 10:53PM CST,Thu 12:24AM CST
39,CQH8929,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 10:13PM CST,Thu 12:23AM CST
40,CBJ5162,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 10:29PM CST,Thu 12:20AM CST
41,JYH1122,B738,Qionghai Bo'ao Airport (BAR / ZJQH),Wed 11:10PM CST,Thu 12:19AM CST
42,CHH7114,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 10:25PM CST,Thu 12:18AM CST
43,CES5319,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 10:04PM CST,Thu 12:16AM CST
44,CSZ9986,A320,Hefei Xinqiao Airport (HFE / ZSOF),Wed 10:21PM CST,Thu 12:16AM CST
45,CBJ5166,A321,Harbin Taiping Int'l (HRB / ZYHB),Wed 07:58PM CST,Thu 12:15AM CST
46,CSN3114,B789,Beijing Daxing International Airport (PKX / ZBAD),Wed 09:20PM CST,Thu 12:15AM CST
47,CSN5436,A320,Sanya Phoenix Int'l (SYX / ZJSY),Wed 11:05PM CST,Thu 12:14AM CST
48,CSN3648,A21N,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 10:47PM CST,Thu 12:11AM CST
49,CES2817,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 10:03PM CST,Thu 12:09AM CST
50,CCA1329,747,Beijing Capital Int'l (PEK / ZBAA),Wed 09:22PM CST,Thu 12:09AM CST
51,JYH1056,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 09:14PM CST,Thu 12:08AM CST
52,CSN3698,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 10:03PM CST,Thu 12:07AM CST
53,CSN3222,A320,Nanyang (NNY / ZHNY),Wed 10:18PM CST,Thu 12:06AM CST
54,CES2492,B732,Wenzhou Int'l (WNZ / ZSWZ),Wed 10:19PM CST,Thu 12:04AM CST
55,CSN3530,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 09:53PM CST,Thu 12:04AM CST
56,OKA2788,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 09:12PM CST,Thu 12:03AM CST
57,CSN3490,A21N,Kunming Changshui Int'l (KMG / ZPPP),Wed 10:29PM CST,Thu 12:01AM CST
58,CSN3486,A21N,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 10:28PM CST,Thu 12:01AM CST
59,CSZ9450,A319,Yibin (YBP / ZUYB),Wed 10:11PM CST,Wed 11:58PM CST
60,CSN3708,A21N,Jinan Yaoqiang (TNA / ZSJN),Wed 09:25PM CST,Wed 11:58PM CST
61,CDC8576,A320,Yinchuan Helanshan (INC / ZLIC),Wed 09:10PM CST,Wed 11:58PM CST
62,CBJ5132,A320,Lijiang (LJG / ZPLJ),Wed 09:55PM CST,Wed 11:57PM CST
63,CHH7003,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 10:56PM CST,Wed 11:57PM CST
64,CSZ9696,A320,Shubuling (LYI / ZSLY),Wed 09:29PM CST,Wed 11:56PM CST
65,JYH1106,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 09:29PM CST,Wed 11:55PM CST
66,JYH1304,B738,Quzhou (JUZ / ZSJU),Wed 10:25PM CST,Wed 11:52PM CST
67,JYH1260,B738,Wuhan Tianhe (WUH / ZHHH),Wed 10:13PM CST,Wed 11:50PM CST
68,CHH7266,B738,Zhangjiakou Ningyuan (ZQZ / ZBZJ),Wed 08:35PM CST,Wed 11:50PM CST
69,CSN3136,A320,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 09:00PM CST,Wed 11:49PM CST
70,CSZ9998,A320,Jingdezhen (JDZ / ZSJD),Wed 10:18PM CST,Wed 11:47PM CST
71,CSN3298,B738,Yulin (UYN / ZLYL),Wed 08:55PM CST,Wed 11:47PM CST
72,CHH7038,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 10:12PM CST,Wed 11:45PM CST
73,CHH7222,B738,Wenzhou Int'l (WNZ / ZSWZ),Wed 10:00PM CST,Wed 11:44PM CST
74,CSN3362,B738,Xiangfan (XFN / ZHXF),Wed 10:06PM CST,Wed 11:43PM CST
75,CSN3492,A320,Dali (DLU / ZPDL),Wed 09:53PM CST,Wed 11:40PM CST
76,CSN3806,A21N,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 10:30PM CST,Wed 11:40PM CST
77,CSN3628,A320,Huangshan Tunxi Int'l (TXN / ZSTX),Wed 09:59PM CST,Wed 11:39PM CST
78,CES5773,737,Diqing Shangri-La (DIG / ZPDQ),Wed 09:48PM CST,Wed 11:38PM CST
79,CSN5442,A321,Sanya Phoenix Int'l (SYX / ZJSY),Wed 10:29PM CST,Wed 11:38PM CST
80,CES5743,B732,Kunming Changshui Int'l (KMG / ZPPP),Wed 10:01PM CST,Wed 11:36PM CST
81,CSN3624,A320,Harbin Taiping Int'l (HRB / ZYHB),Wed 07:34PM CST,Wed 11:35PM CST
82,CSN3268,A320,Yancheng (YNZ / ZSYN),Wed 09:09PM CST,Wed 11:33PM CST
83,CSZ9982,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 09:40PM CST,Wed 11:33PM CST
84,CHH6017,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 10:39PM CST,Wed 11:33PM CST
85,CSN5252,A319,Haikou Meilan Int'l (HAK / ZJHK),Wed 10:33PM CST,Wed 11:31PM CST
86,CSN3704,A321,Taiyuan Wusu (TYN / ZBYN),Wed 09:05PM CST,Wed 11:29PM CST
87,CSN5588,A21N,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 09:32PM CST,Wed 11:26PM CST
88,CSN3336,B738,Shiyan Wudangshan (WDS / ZHSY),Wed 09:30PM CST,Wed 11:24PM CST
89,CSN3574,A21N,Qingdao Liuting Int'l (TAO / ZSQD),Wed 08:16PM CST,Wed 11:24PM CST
90,CSN3204,A21N,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 09:00PM CST,Wed 11:23PM CST
91,CSN6705,A21N,Sanya Phoenix Int'l (SYX / ZJSY),Wed 10:09PM CST,Wed 11:22PM CST
92,QTR8058,B77W,Hamad Int'l (DOH / OTHH),Wed 11:40AM +03,Wed 11:21PM CST
93,CSN3885,B738,Yiwu (YIW / ZSYW),Wed 09:28PM CST,Wed 11:19PM CST
94,CSN3908,B738,Nantong (NTG / ZSNT),Wed 08:56PM CST,Wed 11:19PM CST
95,CSN6331,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Wed 07:33PM CST,Wed 11:17PM CST
96,CSN3312,B738,Yichang (YIH / ZHYC),Wed 09:44PM CST,Wed 11:14PM CST
97,CHH7352,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 09:15PM CST,Wed 11:12PM CST
98,CSN3546,A359,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 09:08PM CST,Wed 11:11PM CST
99,CSN6590,B738,Wuhan Tianhe (WUH / ZHHH),Wed 09:37PM CST,Wed 11:09PM CST
100,CSN3338,E190,Meixian (MXZ / ZGMX),Wed 10:18PM CST,Wed 11:08PM CST
101,CSN5284,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 08:26PM CST,Wed 11:07PM CST
102,CCA4024,B738,Ningbo Lishe Int'l (NGB / ZSNB),Wed 08:59PM CST,Wed 11:04PM CST
103,CSN3990,A320,Zhaotong (ZAT / ZPZT),Wed 09:35PM CST,Wed 11:04PM CST
104,CSN6377,A320,Changchun Longjia Int'l (CGQ / ZYCC),Wed 07:08PM CST,Wed 11:04PM CST
105,CSZ9994,B738,Qingdao Liuting Int'l (TAO / ZSQD),Wed 08:05PM CST,Wed 11:03PM CST
106,CSZ9836,A320,Quanzhou Jinjiang (JJN / ZSQZ),Wed 09:49PM CST,Wed 11:00PM CST
107,CSN6468,A320,Xining Caojiabu (XNN / ZLXN),Wed 08:16PM CST,Wed 10:58PM CST
108,CSZ8998,A320,Yangzhou Taizhou (YTY / ZSYA),Wed 08:44PM CST,Wed 10:56PM CST
109,CSN3918,A21N,Wuxi (WUX / ZSWX),Wed 08:48PM CST,Wed 10:55PM CST
110,CSN3178,A359,Beijing Daxing International Airport (PKX / ZBAD),Wed 08:13PM CST,Wed 10:55PM CST
111,CCA4353,B737,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 09:20PM CST,Wed 10:50PM CST
112,CSN3971,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 08:50PM CST,Wed 10:47PM CST
113,CSZ9532,A320,Shanghai Pudong Int'l (PVG / ZSPD),Wed 08:38PM CST,Wed 10:45PM CST
114,CSN3922,A319,Tongren Daxing (TEN / ZUTR),Wed 09:36PM CST,Wed 10:45PM CST
115,CSN3914,A320,Yuncheng (YCU / ZBYC),Wed 08:33PM CST,Wed 10:44PM CST
116,CES5317,A332,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 08:43PM CST,Wed 10:42PM CST
117,CSN6324,A320,Yichun Mingyueshan (YIC / ZSYC),Wed 09:32PM CST,Wed 10:40PM CST
118,CSZ9868,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 08:35PM CST,Wed 10:37PM CST
119,CSN3500,A21N,Kunming Changshui Int'l (KMG / ZPPP),Wed 09:07PM CST,Wed 10:36PM CST
120,FDX5607,B752,Manila Int'l (MNL / RPLL),Wed 10:35PM PST,12:29AM CST (+1) (?)
121,CSN3504,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 08:20PM CST,Wed 10:33PM CST
122,CHH7854,B738,Sanming Shaxian (SQJ / ZSSM),Wed 09:12PM CST,Wed 10:33PM CST
123,CSN8228,A320,Dehong Mangshi (LUM / ZPMS),Wed 08:36PM CST,Wed 10:32PM CST
124,CHB6382,A320,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 08:23PM CST,Wed 10:31PM CST
125,CSN6779,A321,Haikou Meilan Int'l (HAK / ZJHK),Wed 09:30PM CST,Wed 10:27PM CST
126,CSN3218,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 08:02PM CST,Wed 10:25PM CST
127,CSN6497,B738,Guiyang Longdongbao (KWE / ZUGY),Wed 09:13PM CST,Wed 10:23PM CST
128,CSN3110,A359,Beijing Daxing International Airport (PKX / ZBAD),Wed 07:37PM CST,Wed 10:22PM CST
129,CHH7811,A333,Beijing Capital Int'l (PEK / ZBAA),Wed 07:29PM CST,Wed 10:21PM CST
130,CSN3830,A21N,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 08:29PM CST,Wed 10:20PM CST
131,CHH7032,B738,Weifang (WEF / ZSWF),Wed 07:37PM CST,Wed 10:18PM CST
132,CHH7740,A330,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 08:12PM CST,Wed 10:14PM CST
133,CSZ9652,A320,Changzhou Benniu (CZX / ZSCG),Wed 08:09PM CST,Wed 10:13PM CST
134,CHB6205,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 08:36PM CST,Wed 10:12PM CST
135,CSN3508,A330,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 08:15PM CST,Wed 10:12PM CST
136,CSN3810,B738,Wenzhou Int'l (WNZ / ZSWZ),Wed 08:27PM CST,Wed 10:12PM CST
137,CSN3638,A319,Ganzhou Huangjin (KOW / ZSGZ),Wed 09:19PM CST,Wed 10:07PM CST
138,CSN3258,A320,Xuzhou (XUZ / ZSXZ),Wed 07:58PM CST,Wed 10:03PM CST
139,CCA8181,B738,Beijing Daxing International Airport (PKX / ZBAD),Wed 07:15PM CST,Wed 10:01PM CST
140,CSZ9976,A320,Jinan Yaoqiang (TNA / ZSJN),Wed 07:25PM CST,Wed 10:00PM CST
141,FDX6091,B763,Suvarnabhumi Bangkok Int'l (BKK / VTBS),Wed 08:59PM +07,12:21AM CST (+1) (?)
142,CCA1830,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 07:55PM CST,Wed 09:58PM CST
143,CSN3176,A321,Hohhot Baita Int'l (HET / ZBHH),Wed 07:12PM CST,Wed 09:57PM CST
144,CQH6661,A320,Ningbo Lishe Int'l (NGB / ZSNB),Wed 07:45PM CST,Wed 09:54PM CST
145,CSN3176,A321,Hohhot Baita Int'l (HET / ZBHH),Wed 07:12PM CST,Wed 09:57PM CST
146,CQH6661,A320,Ningbo Lishe Int'l (NGB / ZSNB),Wed 07:45PM CST,Wed 09:54PM CST
147,JYH1112,B738,Sanya Phoenix Int'l (SYX / ZJSY),Wed 09:06PM CST,Wed 09:53PM CST
148,CES5231,A320,Nanchang Changbei Int'l (KHN / ZSCN),Wed 08:25PM CST,Wed 09:50PM CST
149,CSN6422,B737,Xishuangbanna Gasa (JHG / ZPJH),Wed 07:58PM CST,Wed 09:50PM CST
150,CSZ9968,B738,Huangyan Luqiao (HYN / ZSLQ),Wed 07:54PM CST,Wed 09:49PM CST
151,CHH7034,B738,Tongren Daxing (TEN / ZUTR),Wed 08:34PM CST,Wed 09:48PM CST
152,CSZ9684,B738,Nantong (NTG / ZSNT),Wed 07:28PM CST,Wed 09:47PM CST
153,CES9985,737,Taiyuan Wusu (TYN / ZBYN),Wed 07:16PM CST,Wed 09:45PM CST
154,FDX9087,B763,Kansai Int'l (KIX / RJBB),Wed 10:45PM JST,02:13AM CST (+1) (?)
155,CSN3418,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 07:52PM CST,Wed 09:45PM CST
156,CES2284,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 07:22PM CST,Wed 09:43PM CST
157,CSC8203,A320,Kunming Changshui Int'l (KMG / ZPPP),Wed 08:10PM CST,Wed 09:42PM CST
158,CSN3389,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 07:39PM CST,Wed 09:41PM CST
159,CSN3246,A320,Dayong (DYG / ZGDY),Wed 08:15PM CST,Wed 09:38PM CST
160,CCA1925,A321,Wenzhou Int'l (WNZ / ZSWZ),Wed 07:47PM CST,Wed 09:38PM CST
161,CSN3386,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 06:59PM CST,Wed 09:37PM CST
162,CCA1925,A321,Wenzhou Int'l (WNZ / ZSWZ),Wed 07:47PM CST,Wed 09:38PM CST
163,CSN3386,A320,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 06:59PM CST,Wed 09:37PM CST
164,FDX6053,B763,Penang Int'l (PEN / WMKP),Wed 09:37PM +08,01:11AM CST (+1) (?)
165,CSN3848,A359,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 07:43PM CST,Wed 09:36PM CST
166,CSN3750,A21N,Taiyuan Wusu (TYN / ZBYN),Wed 06:58PM CST,Wed 09:35PM CST
167,CSN3322,A320,Zhanjiang (ZHA / ZGZJ),Wed 08:38PM CST,Wed 09:33PM CST
168,CSZ9674,A320,Harbin Taiping Int'l (HRB / ZYHB),Wed 05:20PM CST,Wed 09:32PM CST
169,CES5315,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 07:20PM CST,Wed 09:32PM CST
170,CDC8101,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 07:34PM CST,Wed 09:30PM CST
171,CSN3684,B738,Yiwu (YIW / ZSYW),Wed 07:34PM CST,Wed 09:30PM CST
172,CSN3144,A21N,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 06:33PM CST,Wed 09:27PM CST
173,FDX5231,B77L,Incheon Int'l (ICN / RKSI),Wed 10:25PM KST,12:50AM CST (+1) (?)
174,CSN3314,A319,Zunyi Maotai Airport (WMT / ZUMT),Wed 08:04PM CST,Wed 09:25PM CST
175,CSN8124,B788,San Francisco Intl (KSFO),Tue 03:47PM PST,Wed 09:24PM CST
176,CHH6103,B738,Haikou Meilan Int'l (HAK / ZJHK),Wed 08:25PM CST,Wed 09:24PM CST
177,FDX5199,B763,Kansai Int'l (KIX / RJBB),Wed 10:21PM JST,01:58AM CST (+1) (?)
178,CSN3856,A21N,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 07:17PM CST,Wed 09:21PM CST
179,CSN6413,B738,Urumqi Diwopu Int'l (URC / ZWWW),Wed 04:51PM CST,Wed 09:21PM CST
180,CSN6413,B738,Urumqi Diwopu Int'l (URC / ZWWW),Wed 04:51PM CST,Wed 09:21PM CST
181,CSN6315,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Wed 05:44PM CST,Wed 09:20PM CST
182,CSC8794,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:41PM CST,Wed 09:18PM CST
183,CSN3572,A359,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 07:15PM CST,Wed 09:18PM CST
184,CSN3100,B77W,Beijing Daxing International Airport (PKX / ZBAD),Wed 06:27PM CST,Wed 09:16PM CST
185,CSN3528,A21N,Wenzhou Int'l (WNZ / ZSWZ),Wed 07:21PM CST,Wed 09:15PM CST
186,CCA8249,A320,Wuhan Tianhe (WUH / ZHHH),Wed 07:41PM CST,Wed 09:13PM CST
187,CSN6736,B738,Guiyang Longdongbao (KWE / ZUGY),Wed 07:57PM CST,Wed 09:12PM CST
188,JYH1102,B738,Hefei Xinqiao Airport (HFE / ZSOF),Wed 07:15PM CST,Wed 09:11PM CST
189,CES2907,A321,Wuxi (WUX / ZSWX),Wed 07:00PM CST,Wed 09:10PM CST
190,CHH7827,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 06:45PM CST,Wed 09:10PM CST
191,CHH7362,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 07:09PM CST,Wed 09:08PM CST
192,CCA1309,B789,Beijing Capital Int'l (PEK / ZBAA),Wed 06:20PM CST,Wed 09:07PM CST
193,CSN3464,A319,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:33PM CST,Wed 09:06PM CST
194,CSN8287,A320,Changsha Huanghua Int'l (CSX / ZGHA),Wed 07:55PM CST,Wed 09:05PM CST
195,CSZ9830,B738,Wuxi (WUX / ZSWX),Wed 06:52PM CST,Wed 09:04PM CST
196,CSC3052,A320,Luzhou (LZO / ZULZ),Wed 07:23PM CST,Wed 09:03PM CST
197,CSN8410,B77W,Vancouver Int'l (CYVR),Tue 04:34PM PST,Wed 09:01PM CST
198,CSN8410,B77W,Vancouver Int'l (CYVR),Tue 04:34PM PST,Wed 09:01PM CST
199,CSN8238,A321,Changchun Longjia Int'l (CGQ / ZYCC),Wed 05:01PM CST,Wed 08:57PM CST
200,CCA4455,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Wed 07:18PM CST,Wed 08:57PM CST
201,CSN3228,A320,Harbin Taiping Int'l (HRB / ZYHB),Wed 04:46PM CST,Wed 08:56PM CST
202,CSN8102,A388,Narita Int'l (NRT / RJAA),Wed 04:35PM JST,Wed 08:53PM CST
203,CCA4309,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 07:03PM CST,Wed 08:51PM CST
204,CSZ9694,B738,Yangzhou Taizhou (YTY / ZSYA),Wed 06:43PM CST,Wed 08:50PM CST
205,CSN3430,A320,Nanchong (NAO / ZUNC),Wed 07:06PM CST,Wed 08:48PM CST
206,CSN6927,A330,Sanya Phoenix Int'l (SYX / ZJSY),Wed 07:36PM CST,Wed 08:45PM CST
207,CSH9317,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 06:39PM CST,Wed 08:45PM CST
208,CSN6289,B738,Wuhan Tianhe (WUH / ZHHH),Wed 07:13PM CST,Wed 08:45PM CST
209,CSN326,A333,Sydney (SYD / YSSY),Wed 02:42PM AEDT,Wed 08:43PM CST
210,CES5741,B738,Kunming Changshui Int'l (KMG / ZPPP),Wed 07:06PM CST,Wed 08:41PM CST
211,CSN3895,B738,Jieyang Chaoshan International Airport (SWA / ZGOW),Wed 07:51PM CST,Wed 08:40PM CST
212,LKE9975,A320,Kunming Changshui Int'l (KMG / ZPPP),Wed 07:10PM CST,Wed 08:39PM CST
213,CSN6275,A320,Changchun Longjia Int'l (CGQ / ZYCC),Wed 04:35PM CST,Wed 08:35PM CST
214,CXA8301,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Wed 07:34PM CST,Wed 08:34PM CST
215,CES6511,A320,Hefei Xinqiao Airport (HFE / ZSOF),Wed 06:30PM CST,Wed 08:32PM CST
216,CCA4335,B738,Wanxian (WXN / ZUWX),Wed 06:44PM CST,Wed 08:31PM CST
217,CSN3854,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 06:39PM CST,Wed 08:29PM CST
218,CSN3122,A21N,Beijing Daxing International Airport (PKX / ZBAD),Wed 05:36PM CST,Wed 08:26PM CST
219,CSN3450,A21N,Kunming Changshui Int'l (KMG / ZPPP),Wed 06:54PM CST,Wed 08:24PM CST
220,CSN6632,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Wed 06:29PM CST,Wed 08:22PM CST
221,CSN8207,A321,Shanghai Pudong Int'l (PVG / ZSPD),Wed 06:04PM CST,Wed 08:21PM CST
222,CQH8931,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 06:15PM CST,Wed 08:17PM CST
223,CCA1395,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Wed 05:23PM CST,Wed 08:13PM CST
224,CSN344,A388,Melbourne Tullamarine (MEL / YMML),Wed 02:17PM AEDT,Wed 08:12PM CST
225,CSN3208,A21N,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 06:00PM CST,Wed 08:11PM CST
226,CXA8325,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Wed 06:48PM CST,Wed 08:08PM CST
227,CSN6885,B788,Urumqi Diwopu Int'l (URC / ZWWW),Wed 03:05PM CST,Wed 08:07PM CST
228,CSN3700,A21N,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 06:05PM CST,Wed 08:06PM CST
229,CSZ9656,A320,Quanzhou Jinjiang (JJN / ZSQZ),Wed 06:51PM CST,Wed 08:06PM CST
230,DKH1287,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Wed 06:04PM CST,Wed 08:06PM CST
231,CHH7350,A333,Chengdu Shuangliu Int'l (CTU / ZUUU),Wed 06:10PM CST,Wed 08:03PM CST
232,CSN3944,B738,Fuyang (FUG / ZSFY),Wed 06:06PM CST,Wed 08:01PM CST
233,CSN3814,B738,Hefei Xinqiao Airport (HFE / ZSOF),Wed 06:07PM CST,Wed 07:59PM CST
234,CSN3776,A21N,Ningbo Lishe Int'l (NGB / ZSNB),Wed 05:57PM CST,Wed 07:57PM CST
235,CSN3536,A21N,Qingdao Liuting Int'l (TAO / ZSQD),Wed 04:57PM CST,Wed 07:56PM CST
236,CSN8530,A321,Shanghai Pudong Int'l (PVG / ZSPD),Wed 05:44PM CST,Wed 07:55PM CST
237,CSN8532,B737,Nanchang Changbei Int'l (KHN / ZSCN),Wed 06:42PM CST,Wed 07:54PM CST
238,CBJ5270,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Wed 05:43PM CST,Wed 07:51PM CST
239,CSN3206,B738,Lanzhou Zhongchuan International (LHW / ZLLL),Wed 05:15PM CST,Wed 07:51PM CST
240,JYH1034,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Wed 05:51PM CST,Wed 07:49PM CST
241,CSZ9224,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Wed 05:40PM CST,Wed 07:49PM CST
